compsyn_id,component_id,component_synonym,syn_type
1172470,1317,Solute carrier family 6 member 3,UNIPROT
1172477,1318,2.4.2.29,EC_NUMBER
1172475,1318,Guanine insertion enzyme,UNIPROT
1172474,1318,Queuine tRNA-ribosyltransferase,UNIPROT
1172473,1318,tgt,GENE_SYMBOL
1172476,1318,tRNA-guanine transglycosylase,UNIPROT
1172487,1319,3.1.1.13,EC_NUMBER
1172488,1319,3.1.1.3,EC_NUMBER
1172489,1319,3.1.1.6,EC_NUMBER
1172485,1319,BAL,UNIPROT
1172479,1319,Bile salt-activated lipase,UNIPROT
1172480,1319,Bile salt-stimulated lipase,UNIPROT
1172486,1319,BSSL,UNIPROT
1172481,1319,Carboxyl ester lipase,UNIPROT
1172478,1319,CEL,GENE_SYMBOL
1172482,1319,Cholesterol esterase,UNIPROT
1172483,1319,Pancreatic lysophospholipase,UNIPROT
1172484,1319,Sterol esterase,UNIPROT
1172496,1320,Beta OL,UNIPROT
1172492,1320,Beta oligodendroglia,UNIPROT
1172495,1320,CD_antigen=CD29,UNIPROT
1172493,1320,Fibronectin receptor subunit beta,UNIPROT
1172491,1320,Integrin beta-1,UNIPROT
1172490,1320,Itgb1,GENE_SYMBOL
1172494,1320,VLA-4 subunit beta,UNIPROT
1172501,1321,1.1.1.105,EC_NUMBER
1172497,1321,ADH4,GENE_SYMBOL
1172499,1321,Alcohol dehydrogenase 4,UNIPROT
1172500,1321,Alcohol dehydrogenase class II pi chain,UNIPROT
1172498,1321,All-trans-retinol dehydrogenase [NAD(+)] ADH4,UNIPROT
1172506,1322,1.3.5.2,EC_NUMBER
1172505,1322,DHOdehase,UNIPROT
1172502,1322,Dhodh,GENE_SYMBOL
1172503,1322,"Dihydroorotate dehydrogenase (quinone), mitochondrial",UNIPROT
1172504,1322,Dihydroorotate oxidase,UNIPROT
1172511,1323,1.4.3.4,EC_NUMBER
1172508,1323,Amine oxidase [flavin-containing] B,UNIPROT
1172510,1323,MAO-B,UNIPROT
1172507,1323,Maob,GENE_SYMBOL
1172509,1323,Monoamine oxidase type B,UNIPROT
1172520,1324,3.2.1.-,EC_NUMBER
1172521,1324,3.4.15.1,EC_NUMBER
1172512,1324,Ace,GENE_SYMBOL
1172519,1324,ACE,UNIPROT
1172514,1324,Angiotensin-converting enzyme,UNIPROT
1172515,1324,"Angiotensin-converting enzyme, soluble form",UNIPROT
1172518,1324,CD_antigen=CD143,UNIPROT
880614,1324,Dcp1,GENE_SYMBOL_OTHER
1172516,1324,Dipeptidyl carboxypeptidase I,UNIPROT
1172517,1324,Kininase II,UNIPROT
1172527,1325,ER-beta,UNIPROT
1172522,1325,Esr2,GENE_SYMBOL
880624,1325,Estrb,GENE_SYMBOL_OTHER
1172525,1325,Estrogen receptor beta,UNIPROT
880625,1325,Nr3a2,GENE_SYMBOL_OTHER
1172526,1325,Nuclear receptor subfamily 3 group A member 2,UNIPROT
1173474,1326,2.7.10.2,EC_NUMBER
1173473,1326,2.7.11.13,EC_NUMBER
1173470,1326,nPKC-delta,UNIPROT
1173465,1326,PRKCD,GENE_SYMBOL
1173466,1326,Protein kinase C delta type,UNIPROT
1173468,1326,Protein kinase C delta type catalytic subunit,UNIPROT
1173467,1326,Protein kinase C delta type regulatory subunit,UNIPROT
1173472,1326,SDK1,UNIPROT
1173471,1326,Sphingosine-dependent protein kinase-1,UNIPROT
1173469,1326,Tyrosine-protein kinase PRKCD,UNIPROT
1173478,1327,3.5.4.6,EC_NUMBER
1173476,1327,AMP deaminase 2,UNIPROT
1173477,1327,AMP deaminase isoform L,UNIPROT
1173475,1327,AMPD2,GENE_SYMBOL
1173481,1328,ATP receptor,UNIPROT
1173479,1328,P2RX3,GENE_SYMBOL
1173480,1328,P2X purinoceptor 3,UNIPROT
1173483,1328,P2X3,UNIPROT
1173482,1328,Purinergic receptor,UNIPROT
1173491,1329,2.7.11.1,EC_NUMBER
1173487,1329,Beta-PAK,UNIPROT
1173488,1329,Oligophrenin-3,UNIPROT
881591,1329,OPHN3,GENE_SYMBOL_OTHER
1173489,1329,p21-activated kinase 3,UNIPROT
1173490,1329,PAK-3,UNIPROT
1173484,1329,PAK3,GENE_SYMBOL
1173486,1329,Serine/threonine-protein kinase PAK 3,UNIPROT
1173497,1330,3.4.21.36,EC_NUMBER
1173492,1330,CELA1,GENE_SYMBOL
1173494,1330,Chymotrypsin-like elastase family member 1,UNIPROT
881599,1330,ELA1,GENE_SYMBOL_OTHER
1173495,1330,Elastase-1,UNIPROT
1173496,1330,Pancreatic elastase 1,UNIPROT
1173502,1331,DNA-binding factor KBF2,UNIPROT
1173503,1331,H2TF1,UNIPROT
1173504,1331,Lymphocyte translocation chromosome 10 protein,UNIPROT
881605,1331,LYT10,GENE_SYMBOL_OTHER
1173507,1331,Lyt10,UNIPROT
1173498,1331,NFKB2,GENE_SYMBOL
1173500,1331,Nuclear factor NF-kappa-B p100 subunit,UNIPROT
1173501,1331,Nuclear factor NF-kappa-B p52 subunit,UNIPROT
1173505,1331,Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2,UNIPROT
1173506,1331,Oncogene Lyt-10,UNIPROT
1173948,1332,1.13.11.34,EC_NUMBER
1173947,1332,5-lipoxygenase,UNIPROT
1173946,1332,5-LO,UNIPROT
1173944,1332,Alox5,GENE_SYMBOL
1173945,1332,Arachidonate 5-lipoxygenase,UNIPROT
1173957,1333,7.6.2.2,EC_NUMBER
1173958,1333,7.6.2.3,EC_NUMBER
1173949,1333,ABCC1,GENE_SYMBOL
1173953,1333,ATP-binding cassette sub-family C member 1,UNIPROT
1173954,1333,Glutathione-S-conjugate-translocating ATPase ABCC1,UNIPROT
1173955,1333,Leukotriene C(4) transporter,UNIPROT
1173956,1333,LTC4 transporter,UNIPROT
882053,1333,MRP,GENE_SYMBOL_OTHER
882054,1333,MRP1,GENE_SYMBOL_OTHER
1173952,1333,Multidrug resistance-associated protein 1,UNIPROT
1173961,1334,DNA polymerase alpha 70 kDa subunit,UNIPROT
1173960,1334,DNA polymerase alpha subunit B,UNIPROT
1173959,1334,Pola2,GENE_SYMBOL
1173971,1335,5-HT-1C,UNIPROT
1173968,1335,5-HT-2C,UNIPROT
1173972,1335,5-HT1C,UNIPROT
1173969,1335,5-HT2C,UNIPROT
1173970,1335,5-HTR2C,UNIPROT
1173966,1335,5-hydroxytryptamine receptor 1C,UNIPROT
1173965,1335,5-hydroxytryptamine receptor 2C,UNIPROT
882063,1335,5ht1c,GENE_SYMBOL_OTHER
882064,1335,Htr1c,GENE_SYMBOL_OTHER
1173962,1335,Htr2c,GENE_SYMBOL
1173967,1335,Serotonin receptor 2C,UNIPROT
1173979,1336,2.8.2.14,EC_NUMBER
1173974,1336,Bile salt sulfotransferase,UNIPROT
1173975,1336,Hydroxysteroid sulfotransferase,UNIPROT
1173976,1336,ST-20,UNIPROT
1173973,1336,St2a1,GENE_SYMBOL
1173978,1336,ST2A1,UNIPROT
1173977,1336,Sulfotransferase 2A1,UNIPROT
1173982,1337,2.4.1.1,EC_NUMBER
1173981,1337,"Glycogen phosphorylase, liver form",UNIPROT
1173980,1337,Pygl,GENE_SYMBOL
1174982,1338,2.7.10.1,EC_NUMBER
1174980,1338,4ICD,UNIPROT
1174981,1338,E4ICD,UNIPROT
1174972,1338,ERBB4,GENE_SYMBOL
1174975,1338,ERBB4 intracellular domain,UNIPROT
883068,1338,HER4,GENE_SYMBOL_OTHER
1174978,1338,p180erbB4,UNIPROT
1174976,1338,Proto-oncogene-like protein c-ErbB-4,UNIPROT
1174974,1338,Receptor tyrosine-protein kinase erbB-4,UNIPROT
1174979,1338,s80HER4,UNIPROT
1174977,1338,Tyrosine kinase-type cell surface receptor HER4,UNIPROT
1174987,1339,7.2.2.13,EC_NUMBER
1174983,1339,Atp1a1,GENE_SYMBOL
1174986,1339,Na(+)/K(+) ATPase alpha-1 subunit,UNIPROT
1174985,1339,Sodium pump subunit alpha-1,UNIPROT
1174984,1339,Sodium/potassium-transporting ATPase subunit alpha-1,UNIPROT
1174992,1340,3.1.4.53,EC_NUMBER
1174990,1340,HCP1,UNIPROT
1174989,1340,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",UNIPROT
1174988,1340,PDE7A,GENE_SYMBOL
1174991,1340,TM22,UNIPROT
1174998,1341,CHT,UNIPROT
883089,1341,Cht1,GENE_SYMBOL_OTHER
1174996,1341,Hemicholinium-3-sensitive choline transporter,UNIPROT
1174995,1341,High affinity choline transporter 1,UNIPROT
1174993,1341,Slc5a7,GENE_SYMBOL
1174997,1341,Solute carrier family 5 member 7,UNIPROT
1175004,1342,2.7.10.2,EC_NUMBER
1175003,1342,p60-Src,UNIPROT
1175002,1342,pp60c-src,UNIPROT
1175001,1342,Proto-oncogene c-Src,UNIPROT
1175000,1342,Proto-oncogene tyrosine-protein kinase Src,UNIPROT
1174999,1342,Src,GENE_SYMBOL
1175012,1343,4.6.1.1,EC_NUMBER
1175011,1343,AC6,UNIPROT
1175005,1343,Adcy6,GENE_SYMBOL
1175006,1343,Adenylate cyclase type 6,UNIPROT
1175008,1343,Adenylate cyclase type VI,UNIPROT
1175009,1343,Adenylyl cyclase 6,UNIPROT
1175007,1343,ATP pyrophosphate-lyase 6,UNIPROT
1175010,1343,Ca(2+)-inhibitable adenylyl cyclase,UNIPROT
1175018,1344,4.6.1.1,EC_NUMBER
1175013,1344,Adcy7,GENE_SYMBOL
1175014,1344,Adenylate cyclase type 7,UNIPROT
1175016,1344,Adenylate cyclase type VII,UNIPROT
1175017,1344,Adenylyl cyclase 7,UNIPROT
1175015,1344,ATP pyrophosphate-lyase 7,UNIPROT
1175021,1345,1.4.3.-,EC_NUMBER
1175020,1345,Amine oxidase,UNIPROT
1175019,1345,Doxl2,GENE_SYMBOL
1175034,1346,3.4.21.109,EC_NUMBER
1175027,1346,Matriptase,UNIPROT
1175028,1346,Membrane-type serine protease 1,UNIPROT
1175033,1346,MT-SP1,UNIPROT
1175029,1346,Prostamin,UNIPROT
883118,1346,PRSS14,GENE_SYMBOL_OTHER
1175030,1346,Serine protease 14,UNIPROT
1175031,1346,Serine protease TADG-15,UNIPROT
883119,1346,SNC19,GENE_SYMBOL_OTHER
1175022,1346,ST14,GENE_SYMBOL
1175026,1346,Suppressor of tumorigenicity 14 protein,UNIPROT
883120,1346,TADG15,GENE_SYMBOL_OTHER
1175032,1346,Tumor-associated differentially-expressed gene 15 protein,UNIPROT
1175364,1347,1.14.14.1,EC_NUMBER
1175360,1347,CYP3A5,GENE_SYMBOL
1175362,1347,CYPIIIA5,UNIPROT
1175361,1347,Cytochrome P450 3A5,UNIPROT
1175363,1347,Cytochrome P450-PCN3,UNIPROT
1176330,1348,2.7.11.13,EC_NUMBER
1176328,1348,PKC-B,UNIPROT
1176329,1348,PKC-beta,UNIPROT
884405,1348,Pkcb,GENE_SYMBOL_OTHER
1176324,1348,Prkcb,GENE_SYMBOL
884406,1348,Prkcb1,GENE_SYMBOL_OTHER
1176327,1348,Protein kinase C beta type,UNIPROT
1176336,1349,ER-beta,UNIPROT
884412,1349,Erbeta,GENE_SYMBOL_OTHER
1176331,1349,Esr2,GENE_SYMBOL
1176334,1349,Estrogen receptor beta,UNIPROT
884413,1349,Nr3a2,GENE_SYMBOL_OTHER
1176335,1349,Nuclear receptor subfamily 3 group A member 2,UNIPROT
1176337,1350,env,GENE_SYMBOL
1176338,1350,Envelope glycoprotein gp160,UNIPROT
1176344,1351,2.7.1.91,EC_NUMBER
1176342,1351,SK 2,UNIPROT
1176340,1351,SK2,GENE_SYMBOL_OTHER
1176341,1351,Sphingosine kinase 2,UNIPROT
1176339,1351,SPHK2,GENE_SYMBOL
1176343,1351,SPK 2,UNIPROT
1176352,1352,2.7.11.21,EC_NUMBER
884425,1352,PLK,GENE_SYMBOL_OTHER
1176350,1352,PLK-1,UNIPROT
1176345,1352,PLK1,GENE_SYMBOL
1176348,1352,Polo-like kinase 1,UNIPROT
1176349,1352,Serine/threonine-protein kinase 13,UNIPROT
1176347,1352,Serine/threonine-protein kinase PLK1,UNIPROT
1176351,1352,STPK13,UNIPROT
1176360,1353,4.2.1.1,EC_NUMBER
1176359,1353,CA-VI,UNIPROT
1176353,1353,CA6,GENE_SYMBOL
1176355,1353,Carbonate dehydratase VI,UNIPROT
1176354,1353,Carbonic anhydrase 6,UNIPROT
1176356,1353,Carbonic anhydrase VI,UNIPROT
1176357,1353,Salivary carbonic anhydrase,UNIPROT
1176358,1353,Secreted carbonic anhydrase,UNIPROT
1176363,1354,GABA(A) receptor subunit alpha-3,UNIPROT
1176361,1354,GABRA3,GENE_SYMBOL
1176362,1354,Gamma-aminobutyric acid receptor subunit alpha-3,UNIPROT
1176367,1355,High-affinity levocabastine-insensitive neurotensin receptor,UNIPROT
1176366,1355,Neurotensin receptor type 1,UNIPROT
1176369,1355,NT-R-1,UNIPROT
1176370,1355,NTR1,UNIPROT
1176368,1355,NTRH,UNIPROT
884444,1355,Ntsr,GENE_SYMBOL_OTHER
1176364,1355,Ntsr1,GENE_SYMBOL
1176383,1356,1.14.11.29,EC_NUMBER
1176373,1356,Egl nine homolog 2,UNIPROT
1176371,1356,EGLN2,GENE_SYMBOL
1176378,1356,EIT-6,UNIPROT
884451,1356,EIT6,GENE_SYMBOL_OTHER
1176374,1356,Estrogen-induced tag 6,UNIPROT
1176379,1356,HIF-PH1,UNIPROT
1176380,1356,HIF-prolyl hydroxylase 1,UNIPROT
1176381,1356,HPH-1,UNIPROT
1176375,1356,HPH-3,UNIPROT
1176376,1356,Hypoxia-inducible factor prolyl hydroxylase 1,UNIPROT
1176382,1356,PHD1,UNIPROT
1176377,1356,Prolyl hydroxylase domain-containing protein 1,UNIPROT
1176388,1357,3.4.21.-,EC_NUMBER
1176385,1357,Kallikrein-9,UNIPROT
1176386,1357,Kallikrein-like protein 3,UNIPROT
1176387,1357,KLK-L3,UNIPROT
1176384,1357,KLK9,GENE_SYMBOL
1176391,1358,Alpha-1 type I collagen,UNIPROT
1176389,1358,COL1A1,GENE_SYMBOL
1176390,1358,Collagen alpha-1(I) chain,UNIPROT
1176402,1359,3.4.21.-,EC_NUMBER
1176398,1359,Hippostasin,UNIPROT
1176401,1359,hK11,UNIPROT
1176395,1359,Kallikrein-11,UNIPROT
1176396,1359,Kallikrein-11 inactive chain 1,UNIPROT
1176397,1359,Kallikrein-11 inactive chain 2,UNIPROT
1176392,1359,KLK11,GENE_SYMBOL
884471,1359,PRSS20,GENE_SYMBOL_OTHER
1176399,1359,Serine protease 20,UNIPROT
884472,1359,TLSP ,GENE_SYMBOL_OTHER
1176400,1359,Trypsin-like protease,UNIPROT
884482,1360,Gprc1f,GENE_SYMBOL_OTHER
1176403,1360,Grm6,GENE_SYMBOL
1176406,1360,Metabotropic glutamate receptor 6,UNIPROT
884483,1360,Mglur6,GENE_SYMBOL_OTHER
1176407,1360,mGluR6,UNIPROT
1176410,1361,3.4.22.38,EC_NUMBER
1176409,1361,Cathepsin K,UNIPROT
1176408,1361,Ctsk,GENE_SYMBOL
1177387,1362,3.4.22.42,EC_NUMBER
1177386,1362,Cathepsin O,UNIPROT
1177384,1362,CTSO,GENE_SYMBOL
885448,1362,CTSO1,GENE_SYMBOL_OTHER
1177394,1363,7.1.1.2,EC_NUMBER
1177388,1363,MT-ND4,GENE_SYMBOL
885452,1363,MTND4,GENE_SYMBOL_OTHER
1177393,1363,NADH dehydrogenase subunit 4,UNIPROT
1177392,1363,NADH-ubiquinone oxidoreductase chain 4,UNIPROT
885453,1363,NADH4,GENE_SYMBOL_OTHER
885454,1363,ND4,GENE_SYMBOL_OTHER
1177397,1364,Brain-type cannabinoid receptor,UNIPROT
1177396,1364,Cannabinoid receptor 1,UNIPROT
1177398,1364,CB-R,UNIPROT
1177399,1364,CB1,UNIPROT
1177395,1364,Cnr1,GENE_SYMBOL
1177403,1365,3.4.17.12,EC_NUMBER
1177401,1365,Carboxypeptidase M,UNIPROT
1177400,1365,CPM,GENE_SYMBOL
1177402,1365,CPM,UNIPROT
1177409,1366,1.6.99.3,EC_NUMBER
1177410,1366,7.1.1.2,EC_NUMBER
1177408,1366,CI-49kD,UNIPROT
1177406,1366,Complex I-49kD,UNIPROT
1177405,1366,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",UNIPROT
1177407,1366,NADH-ubiquinone oxidoreductase 49 kDa subunit,UNIPROT
1177404,1366,NDUFS2,GENE_SYMBOL
1170192,1367,CDC45,GENE_SYMBOL
878313,1367,CDC45L,GENE_SYMBOL_OTHER
878314,1367,CDC45L2 ,GENE_SYMBOL_OTHER
1170195,1367,Cell division control protein 45 homolog,UNIPROT
1170196,1367,PORC-PI-1,UNIPROT
1170199,1368,M-OR-1,UNIPROT
1170200,1368,MOR-1,UNIPROT
1170198,1368,Mu-type opioid receptor,UNIPROT
1170197,1368,OPRM1,GENE_SYMBOL
1170207,1369,2.7.11.13,EC_NUMBER
1170205,1369,PKC-B,UNIPROT
1170206,1369,PKC-beta,UNIPROT
878322,1369,Pkcb,GENE_SYMBOL_OTHER
1170201,1369,Prkcb,GENE_SYMBOL
878323,1369,Prkcb1,GENE_SYMBOL_OTHER
1170204,1369,Protein kinase C beta type,UNIPROT
1170212,1370,2.6.1.5,EC_NUMBER
1170210,1370,L-tyrosine:2-oxoglutarate aminotransferase,UNIPROT
1170208,1370,TAT,GENE_SYMBOL
1170211,1370,TAT,UNIPROT
1170209,1370,Tyrosine aminotransferase,UNIPROT
1170216,1371,GluK4,UNIPROT
1170214,1371,"Glutamate receptor ionotropic, kainate 4",UNIPROT
1170215,1371,Glutamate receptor KA-1,UNIPROT
1170213,1371,Grik4,GENE_SYMBOL
1170217,1371,KA1,UNIPROT
1170224,1372,2.7.11.13,EC_NUMBER
1170222,1372,PKC-B,UNIPROT
1170223,1372,PKC-beta,UNIPROT
878339,1372,PKCB,GENE_SYMBOL_OTHER
1170218,1372,PRKCB,GENE_SYMBOL
878340,1372,PRKCB1,GENE_SYMBOL_OTHER
1170221,1372,Protein kinase C beta type,UNIPROT
1170230,1373,3.2.1.18,EC_NUMBER
1170227,1373,Ganglioside sialidase,UNIPROT
1170228,1373,Membrane sialidase,UNIPROT
1170229,1373,N-acetyl-alpha-neuraminidase 3,UNIPROT
1170225,1373,NEU3,GENE_SYMBOL
1170226,1373,Sialidase-3,UNIPROT
1170239,1374,1.14.11.29,EC_NUMBER
1170236,1374,HIF-PH4,UNIPROT
1170237,1374,HIF-prolyl hydroxylase 4,UNIPROT
1170238,1374,HPH-4,UNIPROT
1170234,1374,Hypoxia-inducible factor prolyl hydroxylase 4,UNIPROT
1170235,1374,P4H-TM,UNIPROT
1170231,1374,P4HTM,GENE_SYMBOL
878352,1374,PH4,GENE_SYMBOL_OTHER
1170233,1374,Transmembrane prolyl 4-hydroxylase,UNIPROT
1167561,1375,1.14.13.39,EC_NUMBER
867539,1375,Bnos,GENE_SYMBOL_OTHER
1167553,1375,BNOS,UNIPROT
1167554,1375,Constitutive NOS,UNIPROT
1167559,1375,N-NOS,UNIPROT
1167555,1375,NC-NOS,UNIPROT
1167557,1375,Neuronal NOS,UNIPROT
1167552,1375,"Nitric oxide synthase, brain",UNIPROT
1167560,1375,nNOS,UNIPROT
1167556,1375,NOS type I,UNIPROT
1167550,1375,Nos1,GENE_SYMBOL
1167558,1375,Peptidyl-cysteine S-nitrosylase NOS1,UNIPROT
1167568,1376,4.6.1.1,EC_NUMBER
1167562,1376,Adcy2,GENE_SYMBOL
1167564,1376,Adenylate cyclase type 2,UNIPROT
1167566,1376,Adenylate cyclase type II,UNIPROT
1167567,1376,Adenylyl cyclase 2,UNIPROT
1167565,1376,ATP pyrophosphate-lyase 2,UNIPROT
867552,1376,Kiaa1060,GENE_SYMBOL_OTHER
1167573,1377,1.4.3.4,EC_NUMBER
1167570,1377,Amine oxidase [flavin-containing] B,UNIPROT
1167572,1377,MAO-B,UNIPROT
1167569,1377,Maob,GENE_SYMBOL
1167571,1377,Monoamine oxidase type B,UNIPROT
1167581,1378,1.14.13.39,EC_NUMBER
1167576,1378,Inducible NO synthase,UNIPROT
1167579,1378,Inducible NOS,UNIPROT
1167580,1378,iNOS,UNIPROT
1167575,1378,"Nitric oxide synthase, inducible",UNIPROT
1167577,1378,NOS type II,UNIPROT
1167574,1378,Nos2,GENE_SYMBOL
1167578,1378,Peptidyl-cysteine S-nitrosylase NOS2,UNIPROT
1167589,1379,2.8.2.4,EC_NUMBER
1167583,1379,Est,GENE_SYMBOL_OTHER
1167586,1379,"Estrogen sulfotransferase, testis isoform",UNIPROT
1167588,1379,ST1E1,UNIPROT
867573,1379,Ste,GENE_SYMBOL_OTHER
1167585,1379,Sulfotransferase 1E1,UNIPROT
1167587,1379,"Sulfotransferase, estrogen-preferring",UNIPROT
1167582,1379,Sult1e1,GENE_SYMBOL
1167595,1380,Glutamate [NMDA] receptor-associated protein 1,UNIPROT
1167590,1380,Grina,GENE_SYMBOL
867581,1380,Lag,GENE_SYMBOL_OTHER
867582,1380,Lfg1,GENE_SYMBOL_OTHER
1167596,1380,NMDA receptor glutamate-binding subunit,UNIPROT
867583,1380,Nmdara1,GENE_SYMBOL_OTHER
1167594,1380,Protein lifeguard 1,UNIPROT
1167601,1381,6.1.1.18,EC_NUMBER
1167600,1381,GlnRS,UNIPROT
1167598,1381,Glutamine--tRNA ligase,UNIPROT
1167599,1381,Glutaminyl-tRNA synthetase,UNIPROT
1167597,1381,QARS,GENE_SYMBOL
1167615,1382,2.7.11.22,EC_NUMBER
1167616,1382,2.7.11.23,EC_NUMBER
1167609,1382,39 kDa protein kinase,UNIPROT
867596,1382,CAK,GENE_SYMBOL_OTHER
867597,1382,CAK1,GENE_SYMBOL_OTHER
1167610,1382,CDK-activating kinase 1,UNIPROT
1167602,1382,CDK7,GENE_SYMBOL
867598,1382,CDKN7,GENE_SYMBOL_OTHER
1167611,1382,Cell division protein kinase 7,UNIPROT
1167608,1382,Cyclin-dependent kinase 7,UNIPROT
867599,1382,MO15,GENE_SYMBOL_OTHER
1167614,1382,p39 Mo15,UNIPROT
1167612,1382,Serine/threonine-protein kinase 1,UNIPROT
867600,1382,STK1,GENE_SYMBOL_OTHER
1167613,1382,TFIIH basal transcription factor complex kinase subunit,UNIPROT
1167619,1383,Androgen receptor,UNIPROT
1167617,1383,Ar,GENE_SYMBOL
1167620,1383,Dihydrotestosterone receptor,UNIPROT
867616,1383,Nr3c4,GENE_SYMBOL_OTHER
1167621,1383,Nuclear receptor subfamily 3 group C member 4,UNIPROT
1167628,1384,1.14.14.1,EC_NUMBER
867622,1384,Cyp2d-3,GENE_SYMBOL_OTHER
1167622,1384,Cyp2d3,GENE_SYMBOL
1167625,1384,CYPIID3,UNIPROT
1167624,1384,Cytochrome P450 2D3,UNIPROT
1167626,1384,Cytochrome P450-DB3,UNIPROT
1167627,1384,Debrisoquine 4-hydroxylase,UNIPROT
1167632,1385,Na(+)/H(+) exchanger 5,UNIPROT
1167634,1385,NHE-5,UNIPROT
867630,1385,NHE5,GENE_SYMBOL_OTHER
1167629,1385,SLC9A5,GENE_SYMBOL
1167631,1385,Sodium/hydrogen exchanger 5,UNIPROT
1167633,1385,Solute carrier family 9 member 5,UNIPROT
1168185,1386,DNA-directed RNA polymerase II subunit GRINL1A,UNIPROT
1168186,1386,DNA-directed RNA polymerase II subunit M,UNIPROT
1168187,1386,Glutamate receptor-like protein 1A,UNIPROT
868238,1386,Grinl1a,GENE_SYMBOL_OTHER
1168183,1386,Polr2m,GENE_SYMBOL
1168195,1387,3.4.22.38,EC_NUMBER
1168191,1387,Cathepsin K,UNIPROT
1168192,1387,Cathepsin O,UNIPROT
1168193,1387,Cathepsin O2,UNIPROT
1168194,1387,Cathepsin X,UNIPROT
1168188,1387,CTSK,GENE_SYMBOL
868244,1387,CTSO,GENE_SYMBOL_OTHER
868245,1387,CTSO2,GENE_SYMBOL_OTHER
1168201,1388,GlyT-2,UNIPROT
868254,1388,GLYT2,GENE_SYMBOL_OTHER
1168202,1388,GlyT2,UNIPROT
868255,1388,NET1,GENE_SYMBOL_OTHER
1168196,1388,SLC6A5,GENE_SYMBOL
1168199,1388,Sodium- and chloride-dependent glycine transporter 2,UNIPROT
1168200,1388,Solute carrier family 6 member 5,UNIPROT
1168204,1389,3.1.4.-,EC_NUMBER
1168203,1389,Phosphodiesterase,UNIPROT
1168210,1390,2.7.11.18,EC_NUMBER
1168209,1390,MLCK,UNIPROT
1168205,1390,Mylk,GENE_SYMBOL
1168206,1390,"Myosin light chain kinase, smooth muscle",UNIPROT
1168207,1390,"Myosin light chain kinase, smooth muscle, deglutamylated form",UNIPROT
1168208,1390,Telokin,UNIPROT
1168215,1391,3.4.21.1,EC_NUMBER
1168212,1391,Chymotrypsin B chain A,UNIPROT
1168213,1391,Chymotrypsin B chain B,UNIPROT
1168214,1391,Chymotrypsin B chain C,UNIPROT
1168211,1391,Chymotrypsinogen B,UNIPROT
1168219,1392,3.1.1.34,EC_NUMBER
1168217,1392,Lipoprotein lipase,UNIPROT
1168216,1392,LPL,GENE_SYMBOL
1168218,1392,LPL,UNIPROT
1168226,1393,ER-alpha,UNIPROT
868280,1393,Esr,GENE_SYMBOL_OTHER
1168220,1393,Esr1,GENE_SYMBOL
868281,1393,Estr,GENE_SYMBOL_OTHER
868282,1393,Estra,GENE_SYMBOL_OTHER
1168227,1393,Estradiol receptor,UNIPROT
1168225,1393,Estrogen receptor,UNIPROT
868283,1393,Nr3a1,GENE_SYMBOL_OTHER
1168228,1393,Nuclear receptor subfamily 3 group A member 1,UNIPROT
1168231,1394,GnRH receptor,UNIPROT
1168232,1394,GnRH-R,UNIPROT
1168229,1394,Gnrhr,GENE_SYMBOL
1168230,1394,Gonadotropin-releasing hormone receptor,UNIPROT
868298,1395,Gprc1c,GENE_SYMBOL_OTHER
1168233,1395,Grm3,GENE_SYMBOL
1168236,1395,Metabotropic glutamate receptor 3,UNIPROT
868299,1395,Mglur3,GENE_SYMBOL_OTHER
1168237,1395,mGluR3,UNIPROT
868305,1396,Car,GENE_SYMBOL_OTHER
1168243,1396,CAR,UNIPROT
1168241,1396,Constitutive androstane receptor,UNIPROT
1168238,1396,Nr1i3,GENE_SYMBOL
1168240,1396,Nuclear receptor subfamily 1 group I member 3,UNIPROT
1168242,1396,Orphan nuclear receptor MB67,UNIPROT
1168247,1397,CD_antigen=CD54,UNIPROT
1168248,1397,ICAM-1,UNIPROT
1168244,1397,ICAM1,GENE_SYMBOL
1168245,1397,Intercellular adhesion molecule 1,UNIPROT
1168246,1397,Major group rhinovirus receptor,UNIPROT
1167990,1398,D(1A) dopamine receptor,UNIPROT
1167991,1398,Dopamine D1 receptor,UNIPROT
1167987,1398,Drd1,GENE_SYMBOL
868019,1398,Drd1a,GENE_SYMBOL_OTHER
868020,1398,Gpcr15,GENE_SYMBOL_OTHER
1168552,1399,3.4.24.17,EC_NUMBER
1168548,1399,Matrix metalloproteinase-3,UNIPROT
1168551,1399,MMP-3,UNIPROT
1168545,1399,MMP3,GENE_SYMBOL
1168550,1399,SL-1,UNIPROT
868658,1399,STMY1,GENE_SYMBOL_OTHER
1168547,1399,Stromelysin-1,UNIPROT
1168549,1399,Transin-1,UNIPROT
1168555,1400,Androgen receptor,UNIPROT
1168553,1400,Ar,GENE_SYMBOL
1168556,1400,Dihydrotestosterone receptor,UNIPROT
868667,1400,Nr3c4,GENE_SYMBOL_OTHER
1168557,1400,Nuclear receptor subfamily 3 group C member 4,UNIPROT
868673,1401,Cach3,GENE_SYMBOL_OTHER
868674,1401,Cacn4,GENE_SYMBOL_OTHER
1168558,1401,Cacna1d,GENE_SYMBOL
868675,1401,Cacnl1a2,GENE_SYMBOL_OTHER
