domain_id,domain_type,source_domain_id,domain_name,domain_description
3229,Pfam-A,PF01131,Topoisom_bac,
3230,Pfam-A,PF01135,PCMT,
3231,Pfam-A,PF01136,Peptidase_U32,
3232,Pfam-A,PF01140,Gag_MA,
3233,Pfam-A,PF01141,Gag_p12,
3234,Pfam-A,PF01150,GDA1_CD39,
3235,Pfam-A,PF01151,ELO,
3236,Pfam-A,PF01154,HMG_CoA_synt_N,
3237,Pfam-A,PF01156,IU_nuc_hydro,
3238,Pfam-A,PF01160,Opiods_neuropep,
3239,Pfam-A,PF01163,RIO1,
3240,Pfam-A,PF01168,Ala_racemase_N,
3241,Pfam-A,PF01172,SBDS,
3242,Pfam-A,PF01177,Asp_Glu_race,
3243,Pfam-A,PF01179,Cu_amine_oxid,
3244,Pfam-A,PF01180,DHO_dh,
3245,Pfam-A,PF01182,Glucosamine_iso,
3246,Pfam-A,PF01186,Lysyl_oxidase,
3247,Pfam-A,PF01187,MIF,
3249,Pfam-A,PF01202,SKI,
3250,Pfam-A,PF01204,Trehalase,
3251,Pfam-A,PF01208,URO-D,
3252,Pfam-A,PF01209,Ubie_methyltran,
3253,Pfam-A,PF01210,NAD_Gly3P_dh_N,
3254,Pfam-A,PF01214,CK_II_beta,
3255,Pfam-A,PF01217,Clat_adaptor_s,
3256,Pfam-A,PF01218,Coprogen_oxidas,
3257,Pfam-A,PF01220,DHquinase_II,
3258,Pfam-A,PF01222,ERG4_ERG24,
3259,Pfam-A,PF01223,Endonuclease_NS,
3260,Pfam-A,PF01225,Mur_ligase,
3261,Pfam-A,PF01229,Glyco_hydro_39,
3262,Pfam-A,PF01230,HIT,
3263,Pfam-A,PF01231,IDO,
3264,Pfam-A,PF01233,NMT,
3265,Pfam-A,PF01234,NNMT_PNMT_TEMT,
3266,Pfam-A,PF01238,PMI_typeI,
3267,Pfam-A,PF01239,PPTA,
3268,Pfam-A,PF01244,Peptidase_M19,
3269,Pfam-A,PF01255,Prenyltransf,
3270,Pfam-A,PF01259,SAICAR_synt,
3271,Pfam-A,PF01261,AP_endonuc_2,
3272,Pfam-A,PF01262,AlaDh_PNT_C,
3273,Pfam-A,PF01264,Chorismate_synt,
3274,Pfam-A,PF01266,DAO,
3275,Pfam-A,PF01268,FTHFS,
3276,Pfam-A,PF01273,LBP_BPI_CETP,
3277,Pfam-A,PF01278,Omptin,
3278,Pfam-A,PF01288,HPPK,
3279,Pfam-A,PF01289,Thiol_cytolysin,
3280,Pfam-A,PF01301,Glyco_hydro_35,
3281,Pfam-A,PF01315,Ald_Xan_dh_C,
3282,Pfam-A,PF01321,Creatinase_N,
3283,Pfam-A,PF01323,DSBA,
3284,Pfam-A,PF01324,Diphtheria_R,
3285,Pfam-A,PF01327,Pep_deformylase,
3286,Pfam-A,PF01328,Peroxidase_2,
3287,Pfam-A,PF01335,DED,
3288,Pfam-A,PF01336,tRNA_anti-codon,
3289,Pfam-A,PF01340,MetJ,
3290,Pfam-A,PF01344,Kelch_1,
3291,Pfam-A,PF01346,FKBP_N,
3292,Pfam-A,PF01347,Vitellogenin_N,
3293,Pfam-A,PF01349,Flavi_NS4B,
3294,Pfam-A,PF01350,Flavi_NS4A,
3295,Pfam-A,PF01363,FYVE,
3296,Pfam-A,PF01364,Peptidase_C25,
3297,Pfam-A,PF01365,RYDR_ITPR,
3298,Pfam-A,PF01367,5_3_exonuc,
3299,Pfam-A,PF01368,DHH,
3300,Pfam-A,PF01369,Sec7,
3301,Pfam-A,PF01370,Epimerase,
3302,Pfam-A,PF01373,Glyco_hydro_14,
3303,Pfam-A,PF01380,SIS,
3304,Pfam-A,PF01382,Avidin,
3305,Pfam-A,PF01387,Synuclein,
3306,Pfam-A,PF01390,SEA,
3307,Pfam-A,PF01391,Collagen,
3308,Pfam-A,PF01392,Fz,
3309,Pfam-A,PF01393,Chromo_shadow,
3310,Pfam-A,PF01396,zf-C4_Topoisom,
3311,Pfam-A,PF01398,JAB,
3312,Pfam-A,PF01399,PCI,
3313,Pfam-A,PF01400,Astacin,
3314,Pfam-A,PF01401,Peptidase_M2,
3315,Pfam-A,PF01403,Sema,
3316,Pfam-A,PF01404,Ephrin_lbd,
3317,Pfam-A,PF01406,tRNA-synt_1e,
3318,Pfam-A,PF01409,tRNA-synt_2d,
3319,Pfam-A,PF01410,COLFI,
3320,Pfam-A,PF01411,tRNA-synt_2c,
3321,Pfam-A,PF01421,Reprolysin,
3322,Pfam-A,PF01424,R3H,
3323,Pfam-A,PF01425,Amidase,
3324,Pfam-A,PF01426,BAH,
3325,Pfam-A,PF01427,Peptidase_M15,
3326,Pfam-A,PF01429,MBD,
3327,Pfam-A,PF01431,Peptidase_M13,
3328,Pfam-A,PF01433,Peptidase_M1,
3329,Pfam-A,PF01435,Peptidase_M48,
3330,Pfam-A,PF01436,NHL,
3331,Pfam-A,PF01437,PSI,
3332,Pfam-A,PF01442,Apolipoprotein,
3334,Pfam-A,PF01447,Peptidase_M4,
3335,Pfam-A,PF01451,LMWPc,
3336,Pfam-A,PF01459,Porin_3,
3337,Pfam-A,PF01462,LRRNT,
3338,Pfam-A,PF01467,CTP_transf_like,
3339,Pfam-A,PF01471,PG_binding_1,
3340,Pfam-A,PF01477,PLAT,
3341,Pfam-A,PF01483,P_proprotein,
3342,Pfam-A,PF01487,DHquinase_I,
3343,Pfam-A,PF01490,Aa_trans,
3344,Pfam-A,PF01494,FAD_binding_3,
3345,Pfam-A,PF01496,V_ATPase_I,
3346,Pfam-A,PF01504,PIP5K,
3347,Pfam-A,PF01506,HCV_NS5a,
3348,Pfam-A,PF01513,NAD_kinase,
3349,Pfam-A,PF01515,PTA_PTB,
3350,Pfam-A,PF01530,zf-C2HC,
3351,Pfam-A,PF01532,Glyco_hydro_47,
3352,Pfam-A,PF01534,Frizzled,
3353,Pfam-A,PF01536,SAM_decarbox,
3354,Pfam-A,PF01538,HCV_NS2,
3355,Pfam-A,PF01539,HCV_env,
3356,Pfam-A,PF01542,HCV_core,
3357,Pfam-A,PF01543,HCV_capsid,
3358,Pfam-A,PF01546,Peptidase_M20,
3359,Pfam-A,PF01552,Pico_P2B,
3360,Pfam-A,PF01553,Acyltransferase,
3361,Pfam-A,PF01554,MatE,
3362,Pfam-A,PF01556,DnaJ_C,
3363,Pfam-A,PF01558,POR,
3364,Pfam-A,PF01560,HCV_NS1,
3365,Pfam-A,PF01562,Pep_M12B_propep,
3366,Pfam-A,PF01564,Spermine_synth,
3367,Pfam-A,PF01565,FAD_binding_4,
3368,Pfam-A,PF01566,Nramp,
3369,Pfam-A,PF01569,PAP2,
3370,Pfam-A,PF01570,Flavi_propep,
3371,Pfam-A,PF01575,MaoC_dehydratas,
3372,Pfam-A,PF01582,TIR,
3373,Pfam-A,PF01585,G-patch,
3374,Pfam-A,PF01588,tRNA_bind,
3375,Pfam-A,PF01590,GAF,
3376,Pfam-A,PF01593,Amino_oxidase,
3377,Pfam-A,PF01596,Methyltransf_3,
3378,Pfam-A,PF01603,B56,
3379,Pfam-A,PF01607,CBM_14,
3380,Pfam-A,PF01612,DNA_pol_A_exo1,
3381,Pfam-A,PF01625,PMSR,
3382,Pfam-A,PF01630,Glyco_hydro_56,
3383,Pfam-A,PF01633,Choline_kinase,
3384,Pfam-A,PF01634,HisG,
3385,Pfam-A,PF01636,APH,
3386,Pfam-A,PF01640,Peptidase_C10,
3387,Pfam-A,PF01644,Chitin_synth_1,
3388,Pfam-A,PF01648,ACPS,
3389,Pfam-A,PF01650,Peptidase_C13,
3390,Pfam-A,PF01652,IF4E,
3391,Pfam-A,PF01661,Macro,
3392,Pfam-A,PF01663,Phosphodiest,
3393,Pfam-A,PF01667,Ribosomal_S27e,
3394,Pfam-A,PF01669,Myelin_MBP,
3395,Pfam-A,PF01676,Metalloenzyme,
3396,Pfam-A,PF01693,Cauli_VI,
3397,Pfam-A,PF01699,Na_Ca_ex,
3398,Pfam-A,PF01702,TGT,
3399,Pfam-A,PF01712,dNK,
3400,Pfam-A,PF01728,FtsJ,
3401,Pfam-A,PF01731,Arylesterase,
3402,Pfam-A,PF01733,Nucleoside_tran,
3403,Pfam-A,PF01734,Patatin,
3404,Pfam-A,PF01735,PLA2_B,
3405,Pfam-A,PF01742,Peptidase_M27,
3406,Pfam-A,PF01749,IBB,
3407,Pfam-A,PF01751,Toprim,
3408,Pfam-A,PF01752,Peptidase_M9,
3409,Pfam-A,PF01753,zf-MYND,
3410,Pfam-A,PF01756,ACOX,
3411,Pfam-A,PF01758,SBF,
3412,Pfam-A,PF01759,NTR,
3413,Pfam-A,PF01761,DHQ_synthase,
3414,Pfam-A,PF01764,Lipase_3,
3415,Pfam-A,PF01770,Folate_carrier,
3416,Pfam-A,PF01773,Nucleos_tra2_N,
3417,Pfam-A,PF01794,Ferric_reduct,
3418,Pfam-A,PF01799,Fer2_2,
3419,Pfam-A,PF01804,Penicil_amidase,
3420,Pfam-A,PF01808,AICARFT_IMPCHas,
3421,Pfam-A,PF01817,CM_2,
3422,Pfam-A,PF01820,Dala_Dala_lig_N,
3423,Pfam-A,PF01821,ANATO,
3424,Pfam-A,PF01822,WSC,
3425,Pfam-A,PF01823,MACPF,
3426,Pfam-A,PF01825,GPS,
3427,Pfam-A,PF01826,TIL,
3428,Pfam-A,PF01833,TIG,
3429,Pfam-A,PF01835,A2M_N,
3430,Pfam-A,PF01839,FG-GAP,
3431,Pfam-A,PF01841,Transglut_core,
3432,Pfam-A,PF01842,ACT,
3433,Pfam-A,PF01843,DIL,
3434,Pfam-A,PF01851,PC_rep,
3435,Pfam-A,PF01852,START,
3436,Pfam-A,PF01853,MOZ_SAS,
3437,Pfam-A,PF01855,POR_N,
3438,Pfam-A,PF01857,RB_B,
3439,Pfam-A,PF01858,RB_A,
3440,Pfam-A,PF01885,PTS_2-RNA,
3441,Pfam-A,PF01909,NTP_transf_2,
3442,Pfam-A,PF01915,Glyco_hydro_3_C,
3443,Pfam-A,PF01916,DS,
3444,Pfam-A,PF01920,Prefoldin_2,
3445,Pfam-A,PF01966,HD,
3446,Pfam-A,PF01979,Amidohydro_1,
3447,Pfam-A,PF02008,zf-CXXC,
3448,Pfam-A,PF02010,REJ,
3449,Pfam-A,PF02012,BNR,
3450,Pfam-A,PF02015,Glyco_hydro_45,
3451,Pfam-A,PF02020,W2,
3452,Pfam-A,PF02022,Integrase_Zn,
3453,Pfam-A,PF02025,IL5,
3454,Pfam-A,PF02026,RyR,
3455,Pfam-A,PF02036,SCP2,
3456,Pfam-A,PF02037,SAP,
3457,Pfam-A,PF02038,ATP1G1_PLM_MAT8,
3458,Pfam-A,PF02055,Glyco_hydro_30,
3459,Pfam-A,PF02056,Glyco_hydro_4,
3460,Pfam-A,PF02057,Glyco_hydro_59,
3461,Pfam-A,PF02060,ISK_Channel,
3462,Pfam-A,PF02065,Melibiase,
3463,Pfam-A,PF02083,Urotensin_II,
3464,Pfam-A,PF02086,MethyltransfD12,
3465,Pfam-A,PF02093,Gag_p30,
3466,Pfam-A,PF02100,ODC_AZ,
3467,Pfam-A,PF02113,Peptidase_S13,
3468,Pfam-A,PF02121,IP_trans,
3469,Pfam-A,PF02127,Peptidase_M18,
3471,Pfam-A,PF02135,zf-TAZ,
3472,Pfam-A,PF02142,MGS,
3473,Pfam-A,PF02146,SIR2,
3474,Pfam-A,PF02148,zf-UBP,
3475,Pfam-A,PF02149,KA1,
3476,Pfam-A,PF02150,RNA_POL_M_15KD,
3477,Pfam-A,PF02152,FolB,
3478,Pfam-A,PF02155,GCR,
3479,Pfam-A,PF02157,Man-6-P_recep,
3480,Pfam-A,PF02159,Oest_recep,
3481,Pfam-A,PF02161,Prog_receptor,
3482,Pfam-A,PF02166,Androgen_recep,
3483,Pfam-A,PF02172,KIX,
3484,Pfam-A,PF02173,pKID,
3485,Pfam-A,PF02174,IRS,
3486,Pfam-A,PF02177,APP_N,
3487,Pfam-A,PF02180,BH4,
3488,Pfam-A,PF02185,HR1,
3489,Pfam-A,PF02188,GoLoco,
3490,Pfam-A,PF02189,ITAM,
3491,Pfam-A,PF02192,PI3K_p85B,
3492,Pfam-A,PF02196,RBD,
3493,Pfam-A,PF02197,RIIa,
3494,Pfam-A,PF02198,SAM_PNT,
3495,Pfam-A,PF02201,SWIB,
3496,Pfam-A,PF02212,GED,
3497,Pfam-A,PF02214,BTB_2,
3498,Pfam-A,PF02217,T_Ag_DNA_bind,
3499,Pfam-A,PF02223,Thymidylate_kin,
3500,Pfam-A,PF02225,PA,
3501,Pfam-A,PF02226,Pico_P1A,
3502,Pfam-A,PF02228,Gag_p19,
3503,Pfam-A,PF02230,Abhydrolase_2,
3504,Pfam-A,PF02232,Alpha_TIF,
3505,Pfam-A,PF02234,CDI,
3506,Pfam-A,PF02237,BPL_C,
3507,Pfam-A,PF02244,Propep_M14,
3509,Pfam-A,PF02258,SLT_beta,
3510,Pfam-A,PF02259,FAT,
3511,Pfam-A,PF02260,FATC,
3512,Pfam-A,PF02267,Rib_hydrolayse,
3513,Pfam-A,PF02268,TFIIA_gamma_N,
3514,Pfam-A,PF02271,UCR_14kD,
3515,Pfam-A,PF02272,DHHA1,
3516,Pfam-A,PF02274,Amidinotransf,
3517,Pfam-A,PF02275,CBAH,
3518,Pfam-A,PF02278,Lyase_8,
3519,Pfam-A,PF02310,B12-binding,
3520,Pfam-A,PF02312,CBF_beta,
3521,Pfam-A,PF02319,E2F_TDP,
3522,Pfam-A,PF02321,OEP,
3523,Pfam-A,PF02344,Myc-LZ,
3524,Pfam-A,PF02359,CDC48_N,
3525,Pfam-A,PF02364,Glucan_synthase,
3526,Pfam-A,PF02366,PMT,
3527,Pfam-A,PF02373,JmjC,
3528,Pfam-A,PF02375,JmjN,
3529,Pfam-A,PF02377,Dishevelled,
3530,Pfam-A,PF02394,IL1_propep,
3531,Pfam-A,PF02395,Peptidase_S6,
3532,Pfam-A,PF02403,Seryl_tRNA_N,
3533,Pfam-A,PF02416,MttA_Hcf106,
3534,Pfam-A,PF02436,PYC_OADA,
3535,Pfam-A,PF02449,Glyco_hydro_42,
3536,Pfam-A,PF02450,LCAT,
3537,Pfam-A,PF02452,PemK_toxin,
3538,Pfam-A,PF02460,Patched,
3539,Pfam-A,PF02466,Tim17,
3540,Pfam-A,PF02493,MORN,
3541,Pfam-A,PF02502,LacAB_rpiB,
3542,Pfam-A,PF02511,Thy1,
3543,Pfam-A,PF02517,Abi,
3544,Pfam-A,PF02518,HATPase_c,
3545,Pfam-A,PF02525,Flavodoxin_2,
3546,Pfam-A,PF02540,NAD_synthase,
3547,Pfam-A,PF02544,Steroid_dh,
3548,Pfam-A,PF02557,VanY,
3549,Pfam-A,PF02558,ApbA,
3550,Pfam-A,PF02569,Pantoate_ligase,
3551,Pfam-A,PF02574,S-methyl_trans,
3552,Pfam-A,PF02585,PIG-L,
3553,Pfam-A,PF02602,HEM4,
3554,Pfam-A,PF02603,Hpr_kinase_N,
3555,Pfam-A,PF02607,B12-binding_2,
3556,Pfam-A,PF02629,CoA_binding,
3557,Pfam-A,PF02664,LuxS,
3558,Pfam-A,PF02670,DXP_reductoisom,
3559,Pfam-A,PF02678,Pirin,
3560,Pfam-A,PF02686,Glu-tRNAGln,
3561,Pfam-A,PF02701,zf-Dof,
3562,Pfam-A,PF02709,Glyco_transf_7C,
3563,Pfam-A,PF02724,CDC45,
3564,Pfam-A,PF02727,Cu_amine_oxidN2,
3565,Pfam-A,PF02728,Cu_amine_oxidN3,
3566,Pfam-A,PF02729,OTCace_N,
3567,Pfam-A,PF02736,Myosin_N,
3568,Pfam-A,PF02737,3HCDH_N,
3569,Pfam-A,PF02738,Ald_Xan_dh_C2,
3570,Pfam-A,PF02739,5_3_exonuc_N,
3572,Pfam-A,PF02746,MR_MLE_N,
3573,Pfam-A,PF02751,TFIIA_gamma_C,
3574,Pfam-A,PF02752,Arrestin_C,
3575,Pfam-A,PF02753,PapD_C,
3576,Pfam-A,PF02758,PYRIN,
3577,Pfam-A,PF02763,Diphtheria_C,
3578,Pfam-A,PF02764,Diphtheria_T,
3579,Pfam-A,PF02765,POT1,
3580,Pfam-A,PF02769,AIRS_C,
3581,Pfam-A,PF02770,Acyl-CoA_dh_M,
3582,Pfam-A,PF02772,S-AdoMet_synt_M,
3583,Pfam-A,PF02773,S-AdoMet_synt_C,
3584,Pfam-A,PF02774,Semialdhyde_dhC,
3585,Pfam-A,PF02775,TPP_enzyme_C,
3586,Pfam-A,PF02776,TPP_enzyme_N,
3587,Pfam-A,PF02777,Sod_Fe_C,
3588,Pfam-A,PF02779,Transket_pyr,
3589,Pfam-A,PF02780,Transketolase_C,
3590,Pfam-A,PF02781,G6PD_C,
3591,Pfam-A,PF02782,FGGY_C,
3592,Pfam-A,PF02784,Orn_Arg_deC_N,
3593,Pfam-A,PF02785,Biotin_carb_C,
3594,Pfam-A,PF02786,CPSase_L_D2,
3595,Pfam-A,PF02787,CPSase_L_D3,
3596,Pfam-A,PF02789,Peptidase_M17_N,
3597,Pfam-A,PF02790,COX2_TM,
3598,Pfam-A,PF02791,DDT,
3599,Pfam-A,PF02793,HRM,
3600,Pfam-A,PF02797,Chal_sti_synt_C,
3601,Pfam-A,PF02798,GST_N,
3602,Pfam-A,PF02799,NMT_C,
3603,Pfam-A,PF02800,Gp_dh_C,
3604,Pfam-A,PF02801,Ketoacyl-synt_C,
3605,Pfam-A,PF02803,Thiolase_C,
3606,Pfam-A,PF02806,Alpha-amylase_C,
3607,Pfam-A,PF02807,ATP-gua_PtransN,
3608,Pfam-A,PF02811,PHP,
3609,Pfam-A,PF02812,ELFV_dehydrog_N,
3610,Pfam-A,PF02813,Retro_M,
3611,Pfam-A,PF02815,MIR,
3612,Pfam-A,PF02816,Alpha_kinase,
3613,Pfam-A,PF02820,MBT,
3614,Pfam-A,PF02821,Staphylokinase,
3615,Pfam-A,PF02824,TGS,
3616,Pfam-A,PF02828,L27,
3617,Pfam-A,PF02832,Flavi_glycop_C,
3618,Pfam-A,PF02833,DHHA2,
3619,Pfam-A,PF02836,Glyco_hydro_2_C,
3620,Pfam-A,PF02837,Glyco_hydro_2_N,
3621,Pfam-A,PF02838,Glyco_hydro_20b,
3623,Pfam-A,PF02843,GARS_C,
3624,Pfam-A,PF02844,GARS_N,
3625,Pfam-A,PF02847,MA3,
3626,Pfam-A,PF02852,Pyr_redox_dim,
3627,Pfam-A,PF02854,MIF4G,
3628,Pfam-A,PF02862,DDHD,
3629,Pfam-A,PF02864,STAT_bind,
3630,Pfam-A,PF02865,STAT_int,
3631,Pfam-A,PF02866,Ldh_1_C,
3632,Pfam-A,PF02867,Ribonuc_red_lgC,
3633,Pfam-A,PF02868,Peptidase_M4_C,
3634,Pfam-A,PF02870,Methyltransf_1N,
3635,Pfam-A,PF02872,5_nucleotid_C,
3636,Pfam-A,PF02873,MurB_C,
3637,Pfam-A,PF02874,ATP-synt_ab_N,
3638,Pfam-A,PF02875,Mur_ligase_C,
3639,Pfam-A,PF02877,PARP_reg,
3640,Pfam-A,PF02882,THF_DHG_CYH_C,
3641,Pfam-A,PF02884,Lyase_8_C,
3642,Pfam-A,PF02885,Glycos_trans_3N,
3643,Pfam-A,PF02886,LBP_BPI_CETP_C,
3644,Pfam-A,PF02887,PK_C,
3645,Pfam-A,PF02888,CaMBD,
3646,Pfam-A,PF02893,GRAM,
3647,Pfam-A,PF02897,Peptidase_S9_N,
3648,Pfam-A,PF02898,NO_synthase,
3649,Pfam-A,PF02902,Peptidase_C48,
3650,Pfam-A,PF02905,EBV-NA1,
3651,Pfam-A,PF02907,Peptidase_S29,
3652,Pfam-A,PF02910,Succ_DH_flav_C,
3653,Pfam-A,PF02912,Phe_tRNA-synt_N,
3654,Pfam-A,PF02913,FAD-oxidase_C,
3655,Pfam-A,PF02919,Topoisom_I_N,
3656,Pfam-A,PF02923,BamHI,
3657,Pfam-A,PF02929,Bgal_small_N,
3658,Pfam-A,PF02931,Neur_chan_LBD,
3659,Pfam-A,PF02932,Neur_chan_memb,
3660,Pfam-A,PF02933,CDC48_2,
3661,Pfam-A,PF02953,zf-Tim10_DDP,
3662,Pfam-A,PF02954,HTH_8,
3663,Pfam-A,PF02963,EcoRI,
3664,Pfam-A,PF02965,Met_synt_B12,
3665,Pfam-A,PF02982,Scytalone_dh,
3666,Pfam-A,PF02984,Cyclin_C,
3667,Pfam-A,PF02985,HEAT,
3668,Pfam-A,PF03002,Somatostatin,
3669,Pfam-A,PF03024,Folate_rec,
3670,Pfam-A,PF03028,Dynein_heavy,
3671,Pfam-A,PF03030,H_PPase,
3672,Pfam-A,PF03031,NIF,
3673,Pfam-A,PF03036,Perilipin,
3674,Pfam-A,PF03055,RPE65,
3675,Pfam-A,PF03060,NMO,
3676,Pfam-A,PF03062,MBOAT,
3677,Pfam-A,PF03066,Nucleoplasmin,
3678,Pfam-A,PF03068,PAD,
3679,Pfam-A,PF03073,TspO_MBR,
3680,Pfam-A,PF03074,GCS,
3681,Pfam-A,PF03088,Str_synth,
3682,Pfam-A,PF03095,PTPA,
3683,Pfam-A,PF03098,An_peroxidase,
3684,Pfam-A,PF03099,BPL_LplA_LipB,
3685,Pfam-A,PF03104,DNA_pol_B_exo1,
3686,Pfam-A,PF03105,SPX,
3687,Pfam-A,PF03109,ABC1,
3688,Pfam-A,PF03121,Herpes_UL52,
3689,Pfam-A,PF03129,HGTP_anticodon,
3690,Pfam-A,PF03133,TTL,
3691,Pfam-A,PF03137,OATP,
3692,Pfam-A,PF03142,Chitin_synth_2,
3693,Pfam-A,PF03143,GTP_EFTU_D3,
3694,Pfam-A,PF03144,GTP_EFTU_D2,
3695,Pfam-A,PF03147,FDX-ACB,
3696,Pfam-A,PF03153,TFIIA,
3697,Pfam-A,PF03160,Calx-beta,
3698,Pfam-A,PF03165,MH1,
3699,Pfam-A,PF03166,MH2,
3700,Pfam-A,PF03167,UDG,
3701,Pfam-A,PF03171,2OG-FeII_Oxy,
3702,Pfam-A,PF03178,CPSF_A,
3703,Pfam-A,PF03185,CaKB,
3704,Pfam-A,PF03200,Glyco_hydro_63,
3705,Pfam-A,PF03212,Pertactin,
3706,Pfam-A,PF03234,CDC37_N,
3707,Pfam-A,PF03261,CDK5_activator,
3708,Pfam-A,PF03265,DNase_II,
3709,Pfam-A,PF03275,GLF,
3710,Pfam-A,PF03301,Trp_dioxygenase,
3711,Pfam-A,PF03331,LpxC,
3712,Pfam-A,PF03332,PMM,
3713,Pfam-A,PF03345,DDOST_48kD,
3714,Pfam-A,PF03351,DOMON,
3715,Pfam-A,PF03360,Glyco_transf_43,
3716,Pfam-A,PF03370,CBM_21,
3717,Pfam-A,PF03372,Exo_endo_phos,
3718,Pfam-A,PF03389,MobA_MobL,
3719,Pfam-A,PF03403,PAF-AH_p_II,
3720,Pfam-A,PF03413,PepSY,
3721,Pfam-A,PF03414,Glyco_transf_6,
3722,Pfam-A,PF03415,Peptidase_C11,
3723,Pfam-A,PF03416,Peptidase_C54,
3724,Pfam-A,PF03427,CBM_19,
3725,Pfam-A,PF03446,NAD_binding_2,
3726,Pfam-A,PF03450,CO_deh_flav_C,
3727,Pfam-A,PF03451,HELP,
3728,Pfam-A,PF03472,Autoind_bind,
3729,Pfam-A,PF03477,ATP-cone,
3730,Pfam-A,PF03485,Arg_tRNA_synt_N,
3731,Pfam-A,PF03491,5HT_transport_N,
3732,Pfam-A,PF03493,BK_channel_a,
3733,Pfam-A,PF03494,Beta-APP,
3734,Pfam-A,PF03495,Binary_toxB,
3735,Pfam-A,PF03497,Anthrax_toxA,
3736,Pfam-A,PF03501,S10_plectin,
3737,Pfam-A,PF03520,KCNQ_channel,
3738,Pfam-A,PF03521,Kv2channel,
3739,Pfam-A,PF03523,Macscav_rec,
3740,Pfam-A,PF03530,SK_channel,
3741,Pfam-A,PF03535,Paxillin,
3742,Pfam-A,PF03567,Sulfotransfer_2,
3743,Pfam-A,PF03571,Peptidase_M49,
3744,Pfam-A,PF03572,Peptidase_S41,
3745,Pfam-A,PF03607,DCX,
3746,Pfam-A,PF03619,Solute_trans_a,
3747,Pfam-A,PF03623,Focal_AT,
3748,Pfam-A,PF03644,Glyco_hydro_85,
3749,Pfam-A,PF03662,Glyco_hydro_79n,
3750,Pfam-A,PF03712,Cu2_monoox_C,
3751,Pfam-A,PF03717,PBP_dimer,
3752,Pfam-A,PF03722,Hemocyanin_N,
3753,Pfam-A,PF03723,Hemocyanin_C,
3754,Pfam-A,PF03727,Hexokinase_2,
3755,Pfam-A,PF03738,GSP_synth,
3756,Pfam-A,PF03764,EFG_IV,
3757,Pfam-A,PF03765,CRAL_TRIO_N,
3758,Pfam-A,PF03770,IPK,
3759,Pfam-A,PF03785,Peptidase_C25_C,
3760,Pfam-A,PF03792,PBC,
3761,Pfam-A,PF03793,PASTA,
3762,Pfam-A,PF03796,DnaB_C,
3763,Pfam-A,PF03797,Autotransporter,
3764,Pfam-A,PF03801,Ndc80_HEC,
3765,Pfam-A,PF03810,IBN_N,
3766,Pfam-A,PF03827,Orexin_rec2,
3767,Pfam-A,PF03846,SulA,
3768,Pfam-A,PF03893,Lipase3_N,
3769,Pfam-A,PF03921,ICAM_N,
3770,Pfam-A,PF03924,CHASE,
3771,Pfam-A,PF03941,INCENP_ARK-bind,
3772,Pfam-A,PF03949,Malic_M,
3773,Pfam-A,PF03950,tRNA-synt_1c_C,
3774,Pfam-A,PF03951,Gln-synt_N,
3775,Pfam-A,PF03952,Enolase_N,
3776,Pfam-A,PF03953,Tubulin_C,
3777,Pfam-A,PF03954,Lectin_N,
3778,Pfam-A,PF03957,Jun,
3779,Pfam-A,PF03979,Sigma70_r1_1,
3780,Pfam-A,PF03982,DAGAT,
3781,Pfam-A,PF03989,DNA_gyraseA_C,
3782,Pfam-A,PF04037,DUF382,
3783,Pfam-A,PF04042,DNA_pol_E_B,
3784,Pfam-A,PF04046,PSP,
3785,Pfam-A,PF04057,Rep-A_N,
3786,Pfam-A,PF04075,F420H2_quin_red,
3787,Pfam-A,PF04081,DNA_pol_delta_4,
3789,Pfam-A,PF04095,NAPRTase,
3790,Pfam-A,PF04103,CD20,
3791,Pfam-A,PF04116,FA_hydroxylase,
3792,Pfam-A,PF04122,CW_binding_2,
3793,Pfam-A,PF04137,ERO1,
3794,Pfam-A,PF04140,ICMT,
3795,Pfam-A,PF04151,PPC,
3796,Pfam-A,PF04203,Sortase,
3797,Pfam-A,PF04212,MIT,
3798,Pfam-A,PF04253,TFR_dimer,
3799,Pfam-A,PF04257,Exonuc_V_gamma,
3800,Pfam-A,PF04263,TPK_catalytic,
3801,Pfam-A,PF04265,TPK_B1_binding,
3802,Pfam-A,PF04321,RmlD_sub_bind,
3803,Pfam-A,PF04354,ZipA_C,
3804,Pfam-A,PF04389,Peptidase_M28,
3805,Pfam-A,PF04397,LytTR,
3806,Pfam-A,PF04408,HA2,
3807,Pfam-A,PF04433,SWIRM,
3808,Pfam-A,PF04539,Sigma70_r3,
3809,Pfam-A,PF04542,Sigma70_r2,
3810,Pfam-A,PF04545,Sigma70_r4,
3811,Pfam-A,PF04546,Sigma70_ner,
3812,Pfam-A,PF04547,Anoctamin,
3813,Pfam-A,PF04557,tRNA_synt_1c_R2,
3814,Pfam-A,PF04558,tRNA_synt_1c_R1,
3815,Pfam-A,PF04560,RNA_pol_Rpb2_7,
3816,Pfam-A,PF04561,RNA_pol_Rpb2_2,
3817,Pfam-A,PF04563,RNA_pol_Rpb2_1,
3818,Pfam-A,PF04565,RNA_pol_Rpb2_3,
3819,Pfam-A,PF04574,DUF592,
3820,Pfam-A,PF04602,Arabinose_trans,
3821,Pfam-A,PF04607,RelA_SpoT,
3822,Pfam-A,PF04621,ETS_PEA3_N,
3823,Pfam-A,PF04622,ERG2_Sigma1R,
