site_id,site_name,tid
4988,"Histone deacetylase, Hist_deacetyl domain",117134
4989,"Histone deacetylase, Hist_deacetyl domain",117134
4990,"Histone deacetylase, Hist_deacetyl domain",117134
4991,"Histone deacetylase, Hist_deacetyl domain",117134
4992,"Histone deacetylase, Hist_deacetyl domain",117134
4993,"Histone deacetylase, Hist_deacetyl domain",117134
4994,"Histone deacetylase, Hist_deacetyl domain",117135
4995,"Histone deacetylase, Hist_deacetyl domain",117135
4996,"Histone deacetylase, Hist_deacetyl domain",117135
4997,"Histone deacetylase, Hist_deacetyl domain",117135
4998,"Histone deacetylase, Hist_deacetyl domain",117135
4999,"Histone deacetylase, Hist_deacetyl domain",117135
5000,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117119
5001,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117117
5002,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117122
5003,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117122
5004,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117122
5005,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117118
5006,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117119
5007,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117114
5008,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117114
5009,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117114
5010,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117117
5011,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117117
5012,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117118
5013,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117119
5014,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117114
5015,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117114
5016,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117114
5017,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117122
5018,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117122
5019,"GABA-A receptor; anion channel, Neur_chan_LBD domain",117122
5020,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5021,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5022,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5023,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5024,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5025,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5026,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5027,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5028,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5029,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5030,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5031,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5032,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5033,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5034,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5035,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5036,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5037,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5038,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5039,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5040,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5041,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5042,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5043,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5044,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5045,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5046,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5047,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5048,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5049,"Neuronal acetylcholine receptor, Neur_chan_LBD domain",117042
5050,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",117117
5051,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",117117
5052,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",117118
5053,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",117119
5054,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",117114
5055,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",117114
5056,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",117114
5057,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",117122
5058,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",117122
5059,"GABA-A receptor; benzodiazepine site, Neur_chan_LBD domain",117122
5060,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117114
5061,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117114
5062,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117114
5063,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117122
5064,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117122
5065,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117122
5066,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117117
5067,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117122
5068,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117122
5069,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117122
5070,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117118
5071,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117119
5072,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117114
5073,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117114
5074,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117114
5075,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117117
5076,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117118
5077,"GABA-A receptor; agonist GABA site, Neur_chan_LBD domain",117119
5078,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",117098
5079,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",117098
5080,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5081,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5082,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5083,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5084,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5085,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5086,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5087,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5088,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5089,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5090,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5091,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5092,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5093,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5094,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5095,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5096,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5097,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5098,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5099,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5100,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5101,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5102,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5103,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5104,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5105,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5106,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5107,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5108,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5109,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5110,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5111,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5112,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5113,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5114,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5115,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5116,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5117,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5118,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5119,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5120,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5121,"Cyclin-dependent kinase 4/cyclin D, Pkinase domain",107898
5122,"Sodium/hydrogen exchanger, Na_H_Exchanger domain",10446
5123,"Sodium/hydrogen exchanger, Na_H_Exchanger domain",10446
5124,"Sodium/hydrogen exchanger, Na_H_Exchanger domain",10447
5125,"Sodium/hydrogen exchanger, Na_H_Exchanger domain",10447
5126,"Sodium/hydrogen exchanger, Na_H_Exchanger domain",10447
5127,"Sodium/hydrogen exchanger, Na_H_Exchanger domain",10447
5128,"Sodium/hydrogen exchanger, Na_H_Exchanger domain",10447
5129,"Sodium/hydrogen exchanger, Na_H_Exchanger domain",10447
5130,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5131,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5132,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5133,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5134,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5135,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5136,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5137,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5138,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5139,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5140,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5141,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5142,"Neuronal acetylcholine receptor; alpha2/beta4, Neur_chan_LBD domain",117139
5143,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5144,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5145,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5146,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5147,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5148,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5149,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5150,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5151,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5152,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5153,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5154,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5155,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5156,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5157,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5158,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5159,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5160,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5161,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5162,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5163,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5164,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5165,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5166,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5167,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5168,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",117139
5169,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5170,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5171,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5172,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5173,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5174,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5175,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5176,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5177,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5178,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5179,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5180,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5181,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5182,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5183,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5184,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5185,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5186,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5187,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5188,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5189,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5190,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5191,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5192,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5193,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5194,"Neuronal acetylcholine receptor; alpha3/beta2, Neur_chan_LBD domain",117139
5195,"GABA-A receptor; alpha-3/beta-3/gamma-2, Neur_chan_LBD domain",117117
5196,"GABA-A receptor; alpha-3/beta-3/gamma-2, Neur_chan_LBD domain",117118
5197,"GABA-A receptor; alpha-3/beta-3/gamma-2, Neur_chan_LBD domain",117119
5198,"GABA-A receptor; alpha-3/beta-3/gamma-2, Neur_chan_LBD domain",117117
5199,"GABA-A receptor; alpha-3/beta-3/gamma-2, Neur_chan_LBD domain",117122
5200,"GABA-A receptor; alpha-3/beta-3/gamma-2, Neur_chan_LBD domain",117122
5201,"GABA-A receptor; alpha-3/beta-3/gamma-2, Neur_chan_LBD domain",117122
5202,"GABA-A receptor; alpha-3/beta-3/gamma-2, Neur_chan_LBD domain",117118
5203,"GABA-A receptor; alpha-3/beta-3/gamma-2, Neur_chan_LBD domain",117119
5204,"GABA-A receptor; alpha-1/beta-3/gamma-2, Neur_chan_LBD domain",117114
5205,"GABA-A receptor; alpha-1/beta-3/gamma-2, Neur_chan_LBD domain",117114
5206,"GABA-A receptor; alpha-1/beta-3/gamma-2, Neur_chan_LBD domain",117114
5207,"GABA-A receptor; alpha-1/beta-3/gamma-2, Neur_chan_LBD domain",117117
5208,"GABA-A receptor; alpha-1/beta-3/gamma-2, Neur_chan_LBD domain",117122
5209,"GABA-A receptor; alpha-1/beta-3/gamma-2, Neur_chan_LBD domain",117122
5210,"GABA-A receptor; alpha-1/beta-3/gamma-2, Neur_chan_LBD domain",117122
5211,"GABA-A receptor; alpha-1/beta-3/gamma-2, Neur_chan_LBD domain",117118
5212,"GABA-A receptor; alpha-1/beta-3/gamma-2, Neur_chan_LBD domain",117119
5213,"GABA-A receptor; alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",117117
5214,"GABA-A receptor; alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",117122
5215,"GABA-A receptor; alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",117122
5216,"GABA-A receptor; alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",117122
5217,"GABA-A receptor; alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",117118
5218,"GABA-A receptor; alpha-5/beta-3/gamma-2, Neur_chan_LBD domain",117119
5219,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5220,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5221,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5222,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5223,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5224,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5225,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5226,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5227,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5228,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5229,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5230,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5231,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5232,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5233,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5234,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5235,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5236,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5237,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5238,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5239,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5240,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5241,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5242,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5243,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5244,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5245,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5246,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5247,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5248,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5249,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5250,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5251,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5252,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5253,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5254,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5255,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5256,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5257,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2, Neur_chan_LBD domain",117139
5258,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3), Ion_trans domain",117024
5259,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5260,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5261,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5262,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5263,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5264,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5265,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5266,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5267,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5268,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5269,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5270,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5271,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5272,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5273,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5274,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5275,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5276,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5277,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5278,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5279,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5280,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5281,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5282,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5283,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5284,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5285,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5286,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5287,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5288,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5289,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5290,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5291,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5292,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5293,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5294,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5295,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5296,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5297,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5298,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5299,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5300,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5301,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5302,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5303,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5304,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5305,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5306,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5307,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5308,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5309,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5310,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5311,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5312,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5313,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5314,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5315,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5316,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5317,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5318,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5319,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5320,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5321,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5322,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5323,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5324,"C-C chemokine receptor type 10, 7tm_1 domain",105617
5325,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
5326,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
5327,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
5328,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
5329,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
5330,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
5331,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
5332,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
5333,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
5334,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
5335,"Muscle-type nicotinic acetylcholine receptor, Neur_chan_LBD domain",117052
