category,description,parent_key
process,regulation of organ growth,BE0002390
process,regulation of protein kinase activity,BE0002390
process,regulation of T cell differentiation in thymus,BE0002390
process,relaxation of vascular smooth muscle,BE0002390
process,removal of superoxide radicals,BE0002390
process,response to amphetamine,BE0002390
process,response to antibiotic,BE0002390
process,response to antipsychotic drug,BE0002390
process,response to axon injury,BE0002390
process,response to carbon monoxide,BE0002390
process,response to copper ion,BE0002390
process,response to drug,BE0002390
process,response to ethanol,BE0002390
process,response to heat,BE0002390
process,response to hydrogen peroxide,BE0002390
process,response to nutrient levels,BE0002390
process,response to organic substance,BE0002390
process,response to reactive oxygen species,BE0002390
process,response to superoxide,BE0002390
process,retina homeostasis,BE0002390
process,retrograde axon cargo transport,BE0002390
process,sensory perception of sound,BE0002390
process,spermatogenesis,BE0002390
process,superoxide anion generation,BE0002390
process,superoxide metabolic process,BE0002390
process,thymus development,BE0002390
process,transmission of nerve impulse,BE0002390
component,endoplasmic reticulum membrane,BE0003543
component,mitochondrion,BE0003543
function,aromatase activity,BE0003543
function,demethylase activity,BE0003543
function,flavonoid 3'-monooxygenase activity,BE0003543
function,heme binding,BE0003543
function,iron ion binding,BE0003543
function,monooxygenase activity,BE0003543
function,oxidoreductase activity,BE0003543
function,"oxidoreductase activity, acting on diphenols and related substances as donors",BE0003543
function,oxygen binding,BE0003543
function,steroid hydroxylase activity,BE0003543
function,vitamin D 24-hydroxylase activity,BE0003543
process,9-cis-retinoic acid biosynthetic process,BE0003543
process,aging,BE0003543
process,amine metabolic process,BE0003543
process,arachidonic acid metabolic process,BE0003543
process,camera-type eye development,BE0003543
process,cell proliferation,BE0003543
process,cellular lipid metabolic process,BE0003543
process,cellular response to organic cyclic compound,BE0003543
process,coumarin metabolic process,BE0003543
process,dibenzo-p-dioxin catabolic process,BE0003543
process,digestive tract development,BE0003543
process,drug metabolic process,BE0003543
process,embryo development ending in birth or egg hatching,BE0003543
process,epoxygenase P450 pathway,BE0003543
process,flavonoid metabolic process,BE0003543
process,hepatocyte differentiation,BE0003543
process,hydrogen peroxide biosynthetic process,BE0003543
process,insecticide metabolic process,BE0003543
process,maternal process involved in parturition,BE0003543
process,omega-hydroxylase P450 pathway,BE0003543
process,oxidation-reduction process,BE0003543
process,porphyrin-containing compound metabolic process,BE0003543
process,positive regulation of G1/S transition of mitotic cell cycle,BE0003543
process,response to antibiotic,BE0003543
process,response to arsenic-containing substance,BE0003543
process,response to drug,BE0003543
process,response to food,BE0003543
process,response to herbicide,BE0003543
process,response to hyperoxia,BE0003543
process,response to hypoxia,BE0003543
process,response to immobilization stress,BE0003543
process,response to iron(III) ion,BE0003543
process,response to lipopolysaccharide,BE0003543
process,response to nematode,BE0003543
process,response to virus,BE0003543
process,response to vitamin A,BE0003543
process,response to wounding,BE0003543
process,small molecule metabolic process,BE0003543
process,vitamin D metabolic process,BE0003543
process,xenobiotic metabolic process,BE0003543
component,cytoplasm,BE0000042
component,cytosol,BE0000042
component,extracellular exosome,BE0000042
component,nucleoplasm,BE0000042
component,nucleus,BE0000042
function,ATP binding,BE0000042
function,lithium ion binding,BE0000042
function,magnesium ion binding,BE0000042
function,potassium ion binding,BE0000042
function,protein homodimerization activity,BE0000042
function,pyridoxal kinase activity,BE0000042
function,pyridoxal phosphate binding,BE0000042
function,sodium ion binding,BE0000042
function,zinc ion binding,BE0000042
process,cell proliferation,BE0000042
process,pyridoxal 5'-phosphate salvage,BE0000042
process,pyridoxal phosphate biosynthetic process,BE0000042
process,small molecule metabolic process,BE0000042
process,vitamin B6 metabolic process,BE0000042
process,vitamin metabolic process,BE0000042
process,water-soluble vitamin metabolic process,BE0000042
component,cytoskeleton,BE0000278
component,cytosol,BE0000278
component,extracellular exosome,BE0000278
component,lamellipodium membrane,BE0000278
component,ruffle membrane,BE0000278
function,heat shock protein binding,BE0000278
function,magnesium ion binding,BE0000278
function,phosphoprotein phosphatase activity,BE0000278
function,phosphoserine phosphatase activity,BE0000278
function,pyridoxal phosphatase activity,BE0000278
process,actin rod assembly,BE0000278
process,cellular response to ATP,BE0000278
process,positive regulation of actin filament depolymerization,BE0000278
process,protein dephosphorylation,BE0000278
process,pyridoxal phosphate catabolic process,BE0000278
process,regulation of cytokinesis,BE0000278
process,regulation of mitotic nuclear division,BE0000278
component,anchored component of membrane,BE0003546
component,extracellular exosome,BE0003546
component,extracellular space,BE0003546
component,integral component of membrane,BE0003546
component,membrane,BE0003546
component,plasma membrane,BE0003546
component,proteinaceous extracellular matrix,BE0003546
function,alkaline phosphatase activity,BE0003546
function,metal ion binding,BE0003546
function,pyrophosphatase activity,BE0003546
process,cellular response to organic cyclic compound,BE0003546
process,cementum mineralization,BE0003546
process,developmental process involved in reproduction,BE0003546
process,endochondral ossification,BE0003546
process,osteoblast differentiation,BE0003546
process,response to antibiotic,BE0003546
process,response to glucocorticoid,BE0003546
process,response to lipopolysaccharide,BE0003546
process,response to vitamin D,BE0003546
process,skeletal system development,BE0003546
component,cytosol,BE0002364
component,endoplasmic reticulum membrane,BE0002364
component,intracellular membrane-bounded organelle,BE0002364
component,membrane,BE0002364
component,mitochondrion,BE0002364
function,"cytochrome-b5 reductase activity, acting on NAD(P)H",BE0002364
function,electron carrier activity,BE0002364
function,flavin adenine dinucleotide binding,BE0002364
function,FMN binding,BE0002364
function,hydrolase activity,BE0002364
function,iron ion binding,BE0002364
function,iron-cytochrome-c reductase activity,BE0002364
function,NADP binding,BE0002364
function,NADPH-hemoprotein reductase activity,BE0002364
function,nitric oxide dioxygenase activity,BE0002364
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",BE0002364
process,carnitine metabolic process,BE0002364
process,cellular organofluorine metabolic process,BE0002364
process,cellular response to follicle-stimulating hormone stimulus,BE0002364
process,cellular response to peptide hormone stimulus,BE0002364
process,demethylation,BE0002364
process,fatty acid oxidation,BE0002364
process,flavonoid metabolic process,BE0002364
process,internal peptidyl-lysine acetylation,BE0002364
process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,BE0002364
process,negative regulation of lipase activity,BE0002364
process,nitrate catabolic process,BE0002364
process,nitric oxide catabolic process,BE0002364
process,oxidation-reduction process,BE0002364
process,positive regulation of cholesterol biosynthetic process,BE0002364
process,positive regulation of chondrocyte differentiation,BE0002364
process,positive regulation of monooxygenase activity,BE0002364
process,positive regulation of smoothened signaling pathway,BE0002364
process,positive regulation of steroid hormone biosynthetic process,BE0002364
process,regulation of growth plate cartilage chondrocyte proliferation,BE0002364
process,response to drug,BE0002364
process,response to nutrient,BE0002364
component,cytoplasm,BE0003683
component,endoplasmic reticulum membrane,BE0003683
component,extracellular exosome,BE0003683
component,intracellular membrane-bounded organelle,BE0003683
function,"arachidonic acid 11,12-epoxygenase activity",BE0003683
function,"arachidonic acid 14,15-epoxygenase activity",BE0003683
function,arachidonic acid epoxygenase activity,BE0003683
function,aromatase activity,BE0003683
function,heme binding,BE0003683
function,iron ion binding,BE0003683
function,linoleic acid epoxygenase activity,BE0003683
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",BE0003683
function,oxygen binding,BE0003683
function,steroid hydroxylase activity,BE0003683
process,arachidonic acid metabolic process,BE0003683
process,epoxygenase P450 pathway,BE0003683
process,exogenous drug catabolic process,BE0003683
process,icosanoid metabolic process,BE0003683
process,linoleic acid metabolic process,BE0003683
process,oxidation-reduction process,BE0003683
process,regulation of heart contraction,BE0003683
process,small molecule metabolic process,BE0003683
process,xenobiotic metabolic process,BE0003683
component,cytoplasm,BE0002887
component,endoplasmic reticulum membrane,BE0002887
component,intracellular membrane-bounded organelle,BE0002887
function,arachidonic acid epoxygenase activity,BE0002887
function,aromatase activity,BE0002887
function,caffeine oxidase activity,BE0002887
function,heme binding,BE0002887
function,iron ion binding,BE0002887
function,monooxygenase activity,BE0002887
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",BE0002887
function,oxygen binding,BE0002887
function,steroid hydroxylase activity,BE0002887
process,arachidonic acid metabolic process,BE0002887
process,drug metabolic process,BE0002887
process,epoxygenase P450 pathway,BE0002887
process,exogenous drug catabolic process,BE0002887
process,omega-hydroxylase P450 pathway,BE0002887
process,organic acid metabolic process,BE0002887
process,oxidation-reduction process,BE0002887
process,oxidative demethylation,BE0002887
process,small molecule metabolic process,BE0002887
process,xenobiotic metabolic process,BE0002887
component,cytoplasm,BE0003336
component,cytoplasmic microtubule,BE0003336
component,endoplasmic reticulum membrane,BE0003336
component,intracellular membrane-bounded organelle,BE0003336
function,arachidonic acid epoxygenase activity,BE0003336
function,coumarin 7-hydroxylase activity,BE0003336
function,enzyme binding,BE0003336
function,heme binding,BE0003336
function,iron ion binding,BE0003336
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",BE0003336
function,oxygen binding,BE0003336
function,steroid hydroxylase activity,BE0003336
process,coumarin catabolic process,BE0003336
process,coumarin metabolic process,BE0003336
process,drug metabolic process,BE0003336
process,epoxygenase P450 pathway,BE0003336
process,exogenous drug catabolic process,BE0003336
process,oxidation-reduction process,BE0003336
process,small molecule metabolic process,BE0003336
process,steroid metabolic process,BE0003336
process,xenobiotic metabolic process,BE0003336
component,cytoplasm,BE0003540
component,cytosol,BE0003540
component,nucleoplasm,BE0003540
function,adenosine kinase activity,BE0003540
function,ATP binding,BE0003540
function,metal ion binding,BE0003540
function,poly(A) RNA binding,BE0003540
process,AMP salvage,BE0003540
process,dATP biosynthetic process,BE0003540
process,nucleobase-containing small molecule metabolic process,BE0003540
process,purine nucleobase metabolic process,BE0003540
process,purine-containing compound salvage,BE0003540
process,ribonucleoside monophosphate biosynthetic process,BE0003540
process,small molecule metabolic process,BE0003540
component,mitochondrial inner membrane,BE0002330
component,mitochondrial matrix,BE0002330
function,FAD binding,BE0002330
function,proline dehydrogenase activity,BE0002330
process,4-hydroxyproline catabolic process,BE0002330
process,cellular nitrogen compound metabolic process,BE0002330
process,intrinsic apoptotic signaling pathway in response to oxidative stress,BE0002330
process,proline catabolic process,BE0002330
process,proline catabolic process to glutamate,BE0002330
process,proline metabolic process,BE0002330
process,small molecule metabolic process,BE0002330
component,cytochrome complex,BE0003541
component,endoplasmic reticulum,BE0003541
component,endoplasmic reticulum chaperone complex,BE0003541
component,endoplasmic reticulum membrane,BE0003541
component,integral component of plasma membrane,BE0003541
function,enzyme binding,BE0003541
function,enzyme inhibitor activity,BE0003541
function,glucuronosyltransferase activity,BE0003541
function,protein heterodimerization activity,BE0003541
function,protein homodimerization activity,BE0003541
function,retinoic acid binding,BE0003541
function,steroid binding,BE0003541
process,acute-phase response,BE0003541
process,bilirubin conjugation,BE0003541
process,biphenyl catabolic process,BE0003541
process,cellular glucuronidation,BE0003541
process,cellular response to ethanol,BE0003541
process,cellular response to glucocorticoid stimulus,BE0003541
process,cellular response to hormone stimulus,BE0003541
process,digestion,BE0003541
process,drug metabolic process,BE0003541
process,estrogen metabolic process,BE0003541
process,flavone metabolic process,BE0003541
process,flavonoid biosynthetic process,BE0003541
process,flavonoid glucuronidation,BE0003541
process,heme catabolic process,BE0003541
process,heterocycle metabolic process,BE0003541
process,liver development,BE0003541
process,negative regulation of catalytic activity,BE0003541
process,negative regulation of cellular glucuronidation,BE0003541
process,negative regulation of fatty acid metabolic process,BE0003541
process,negative regulation of glucuronosyltransferase activity,BE0003541
process,negative regulation of steroid metabolic process,BE0003541
process,organ regeneration,BE0003541
process,porphyrin-containing compound metabolic process,BE0003541
process,response to drug,BE0003541
process,response to lipopolysaccharide,BE0003541
process,response to nutrient,BE0003541
process,response to starvation,BE0003541
process,retinoic acid metabolic process,BE0003541
process,small molecule metabolic process,BE0003541
process,steroid metabolic process,BE0003541
process,xenobiotic glucuronidation,BE0003541
process,xenobiotic metabolic process,BE0003541
component,cytoplasm,BE0004866
component,endoplasmic reticulum membrane,BE0004866
component,integral component of membrane,BE0004866
component,intracellular membrane-bounded organelle,BE0004866
function,albendazole monooxygenase activity,BE0004866
function,aromatase activity,BE0004866
function,caffeine oxidase activity,BE0004866
function,enzyme binding,BE0004866
function,heme binding,BE0004866
function,iron ion binding,BE0004866
function,monooxygenase activity,BE0004866
function,oxidoreductase activity,BE0004866
function,oxygen binding,BE0004866
function,quinine 3-monooxygenase activity,BE0004866
function,steroid binding,BE0004866
function,steroid hydroxylase activity,BE0004866
function,taurochenodeoxycholate 6alpha-hydroxylase activity,BE0004866
function,testosterone 6-beta-hydroxylase activity,BE0004866
function,vitamin D 24-hydroxylase activity,BE0004866
function,vitamin D3 25-hydroxylase activity,BE0004866
process,alkaloid catabolic process,BE0004866
process,androgen metabolic process,BE0004866
process,calcitriol biosynthetic process from calciol,BE0004866
process,drug catabolic process,BE0004866
process,drug metabolic process,BE0004866
process,exogenous drug catabolic process,BE0004866
process,heterocycle metabolic process,BE0004866
process,lipid metabolic process,BE0004866
process,monoterpenoid metabolic process,BE0004866
process,oxidation-reduction process,BE0004866
process,oxidative demethylation,BE0004866
process,small molecule metabolic process,BE0004866
process,steroid catabolic process,BE0004866
process,steroid metabolic process,BE0004866
process,vitamin D metabolic process,BE0004866
process,xenobiotic metabolic process,BE0004866
component,cytoplasm,BE0003549
component,endoplasmic reticulum membrane,BE0003549
component,intracellular membrane-bounded organelle,BE0003549
function,arachidonic acid epoxygenase activity,BE0003549
function,heme binding,BE0003549
function,iron ion binding,BE0003549
function,monooxygenase activity,BE0003549
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",BE0003549
function,oxygen binding,BE0003549
function,steroid hydroxylase activity,BE0003549
process,cellular ketone metabolic process,BE0003549
process,drug metabolic process,BE0003549
process,epoxygenase P450 pathway,BE0003549
process,exogenous drug catabolic process,BE0003549
process,oxidation-reduction process,BE0003549
process,small molecule metabolic process,BE0003549
process,steroid metabolic process,BE0003549
process,xenobiotic metabolic process,BE0003549
component,cytosol,BE0000248
component,dendrite,BE0000248
component,extracellular space,BE0000248
component,nuclear envelope,BE0000248
component,nuclear envelope lumen,BE0000248
component,nuclear matrix,BE0000248
component,nuclear membrane,BE0000248
component,sarcolemma,BE0000248
function,arachidonate 5-lipoxygenase activity,BE0000248
function,iron ion binding,BE0000248
process,acute inflammatory response,BE0000248
process,arachidonic acid metabolic process,BE0000248
process,leukotriene biosynthetic process,BE0000248
process,leukotriene metabolic process,BE0000248
process,leukotriene production involved in inflammatory response,BE0000248
process,lipoxin metabolic process,BE0000248
process,lipoxygenase pathway,BE0000248
process,positive regulation of vasoconstriction,BE0000248
process,response to hyperoxia,BE0000248
process,response to nutrient,BE0000248
process,sensory perception of pain,BE0000248
process,small molecule metabolic process,BE0000248
component,cytoplasm,BE0003534
component,endoplasmic reticulum membrane,BE0003534
component,intracellular membrane-bounded organelle,BE0003534
function,arachidonic acid epoxygenase activity,BE0003534
function,aromatase activity,BE0003534
function,heme binding,BE0003534
function,iron ion binding,BE0003534
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",BE0003534
function,oxygen binding,BE0003534
function,steroid hydroxylase activity,BE0003534
process,coumarin metabolic process,BE0003534
process,epoxygenase P450 pathway,BE0003534
process,exogenous drug catabolic process,BE0003534
process,oxidation-reduction process,BE0003534
process,small molecule metabolic process,BE0003534
process,xenobiotic metabolic process,BE0003534
component,extracellular exosome,BE0002196
component,integral component of membrane,BE0002196
component,mitochondrial envelope,BE0002196
component,mitochondrial inner membrane,BE0002196
component,mitochondrial outer membrane,BE0002196
component,mitochondrion,BE0002196
function,electron carrier activity,BE0002196
function,flavin adenine dinucleotide binding,BE0002196
function,primary amine oxidase activity,BE0002196
process,dopamine catabolic process,BE0002196
process,hydrogen peroxide biosynthetic process,BE0002196
process,negative regulation of serotonin secretion,BE0002196
process,positive regulation of dopamine metabolic process,BE0002196
process,response to aluminum ion,BE0002196
process,response to corticosterone,BE0002196
process,response to drug,BE0002196
process,response to ethanol,BE0002196
process,response to lipopolysaccharide,BE0002196
process,response to selenium ion,BE0002196
process,response to toxic substance,BE0002196
process,small molecule metabolic process,BE0002196
process,substantia nigra development,BE0002196
process,xenobiotic metabolic process,BE0002196
component,endoplasmic reticulum lumen,BE0003609
component,endoplasmic reticulum membrane,BE0003609
component,integral component of membrane,BE0003609
function,flavin adenine dinucleotide binding,BE0003609
function,monooxygenase activity,BE0003609
function,"N,N-dimethylaniline monooxygenase activity",BE0003609
function,NADP binding,BE0003609
process,drug metabolic process,BE0003609
process,NADPH oxidation,BE0003609
process,organic acid metabolic process,BE0003609
process,response to lipopolysaccharide,BE0003609
process,response to osmotic stress,BE0003609
process,small molecule metabolic process,BE0003609
process,toxin metabolic process,BE0003609
process,xenobiotic metabolic process,BE0003609
component,endoplasmic reticulum membrane,BE0004696
component,integral component of membrane,BE0004696
component,intracellular membrane-bounded organelle,BE0004696
function,glucuronosyltransferase activity,BE0004696
process,cellular glucuronidation,BE0004696
process,cellular response to hormone stimulus,BE0004696
process,flavonoid biosynthetic process,BE0004696
process,flavonoid glucuronidation,BE0004696
process,steroid metabolic process,BE0004696
process,xenobiotic metabolic process,BE0004696
component,cell junction,BE0002214
component,cell surface,BE0002214
component,cytoplasm,BE0002214
component,cytoplasmic membrane-bounded vesicle lumen,BE0002214
component,cytosol,BE0002214
component,dendrite cytoplasm,BE0002214
component,external side of plasma membrane,BE0002214
component,extracellular space,BE0002214
component,lysosome,BE0002214
component,membrane,BE0002214
component,neuronal cell body,BE0002214
component,plasma membrane,BE0002214
function,adenosine deaminase activity,BE0002214
function,purine nucleoside binding,BE0002214
function,zinc ion binding,BE0002214
process,adenosine catabolic process,BE0002214
process,aging,BE0002214
process,dATP catabolic process,BE0002214
process,deoxyadenosine catabolic process,BE0002214
process,embryonic digestive tract development,BE0002214
process,germinal center B cell differentiation,BE0002214
process,histamine secretion,BE0002214
process,hypoxanthine salvage,BE0002214
process,inosine biosynthetic process,BE0002214
process,liver development,BE0002214
process,lung alveolus development,BE0002214
process,negative regulation of adenosine receptor signaling pathway,BE0002214
process,"negative regulation of circadian sleep/wake cycle, non-REM sleep",BE0002214
process,negative regulation of inflammatory response,BE0002214
process,negative regulation of leukocyte migration,BE0002214
process,negative regulation of mature B cell apoptotic process,BE0002214
process,negative regulation of mucus secretion,BE0002214
process,negative regulation of penile erection,BE0002214
process,negative regulation of thymocyte apoptotic process,BE0002214
process,nucleobase-containing small molecule metabolic process,BE0002214
process,Peyer's patch development,BE0002214
process,placenta development,BE0002214
process,positive regulation of alpha-beta T cell differentiation,BE0002214
process,positive regulation of B cell proliferation,BE0002214
process,positive regulation of calcium-mediated signaling,BE0002214
process,positive regulation of germinal center formation,BE0002214
process,positive regulation of heart rate,BE0002214
process,positive regulation of smooth muscle contraction,BE0002214
process,positive regulation of T cell differentiation in thymus,BE0002214
process,positive regulation of T cell receptor signaling pathway,BE0002214
process,purine nucleobase metabolic process,BE0002214
process,purine nucleotide salvage,BE0002214
process,purine ribonucleoside monophosphate biosynthetic process,BE0002214
process,purine-containing compound salvage,BE0002214
process,regulation of cell-cell adhesion mediated by integrin,BE0002214
process,response to drug,BE0002214
process,response to hydrogen peroxide,BE0002214
process,response to hypoxia,BE0002214
process,response to morphine,BE0002214
process,response to vitamin E,BE0002214
process,small molecule metabolic process,BE0002214
process,T cell activation,BE0002214
process,trophectodermal cell differentiation,BE0002214
process,xanthine biosynthetic process,BE0002214
component,endoplasmic reticulum,BE0002090
component,endoplasmic reticulum membrane,BE0002090
component,membrane,BE0002090
function,aromatase activity,BE0002090
function,electron carrier activity,BE0002090
function,heme binding,BE0002090
function,iron ion binding,BE0002090
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",BE0002090
function,oxygen binding,BE0002090
process,androgen metabolic process,BE0002090
process,estrogen biosynthetic process,BE0002090
process,negative regulation of chronic inflammatory response,BE0002090
process,negative regulation of macrophage chemotaxis,BE0002090
process,prostate gland growth,BE0002090
process,small molecule metabolic process,BE0002090
process,steroid biosynthetic process,BE0002090
process,steroid metabolic process,BE0002090
process,sterol metabolic process,BE0002090
process,xenobiotic metabolic process,BE0002090
component,endoplasmic reticulum membrane,BE0003612
function,aromatase activity,BE0003612
function,heme binding,BE0003612
function,iron ion binding,BE0003612
function,monooxygenase activity,BE0003612
function,oxygen binding,BE0003612
process,small molecule metabolic process,BE0003612
process,xenobiotic metabolic process,BE0003612
component,endoplasmic reticulum,BE0003677
component,endoplasmic reticulum membrane,BE0003677
component,integral component of membrane,BE0003677
function,enzyme binding,BE0003677
function,glucuronosyltransferase activity,BE0003677
function,protein heterodimerization activity,BE0003677
function,protein homodimerization activity,BE0003677
function,retinoic acid binding,BE0003677
process,cellular glucuronidation,BE0003677
process,cellular response to hormone stimulus,BE0003677
process,flavonoid biosynthetic process,BE0003677
process,flavonoid glucuronidation,BE0003677
process,metabolic process,BE0003677
process,negative regulation of cellular glucuronidation,BE0003677
process,negative regulation of fatty acid metabolic process,BE0003677
process,negative regulation of glucuronosyltransferase activity,BE0003677
process,retinoic acid metabolic process,BE0003677
process,xenobiotic glucuronidation,BE0003677
component,endoplasmic reticulum,BE0003544
component,endoplasmic reticulum membrane,BE0003544
component,integral component of membrane,BE0003544
function,enzyme binding,BE0003544
function,glucuronosyltransferase activity,BE0003544
function,protein heterodimerization activity,BE0003544
function,protein homodimerization activity,BE0003544
process,cellular glucuronidation,BE0003544
process,cellular response to hormone stimulus,BE0003544
process,flavonoid biosynthetic process,BE0003544
process,flavonoid glucuronidation,BE0003544
process,heme catabolic process,BE0003544
process,negative regulation of cellular glucuronidation,BE0003544
process,negative regulation of fatty acid metabolic process,BE0003544
process,negative regulation of glucuronosyltransferase activity,BE0003544
process,porphyrin-containing compound metabolic process,BE0003544
process,small molecule metabolic process,BE0003544
process,xenobiotic glucuronidation,BE0003544
process,xenobiotic metabolic process,BE0003544
component,endoplasmic reticulum,BE0004694
component,endoplasmic reticulum membrane,BE0004694
component,extracellular exosome,BE0004694
component,integral component of membrane,BE0004694
function,enzyme binding,BE0004694
function,glucuronosyltransferase activity,BE0004694
function,protein heterodimerization activity,BE0004694
function,protein homodimerization activity,BE0004694
process,cellular glucuronidation,BE0004694
process,cellular response to hormone stimulus,BE0004694
process,flavonoid biosynthetic process,BE0004694
process,flavonoid glucuronidation,BE0004694
process,negative regulation of cellular glucuronidation,BE0004694
process,negative regulation of fatty acid metabolic process,BE0004694
process,negative regulation of glucuronosyltransferase activity,BE0004694
process,small molecule metabolic process,BE0004694
process,xenobiotic glucuronidation,BE0004694
process,xenobiotic metabolic process,BE0004694
component,endoplasmic reticulum,BE0004695
component,endoplasmic reticulum membrane,BE0004695
component,integral component of membrane,BE0004695
function,drug binding,BE0004695
function,enzyme binding,BE0004695
function,enzyme inhibitor activity,BE0004695
function,glucuronosyltransferase activity,BE0004695
function,protein heterodimerization activity,BE0004695
function,protein homodimerization activity,BE0004695
function,protein kinase C binding,BE0004695
function,retinoic acid binding,BE0004695
process,cellular glucuronidation,BE0004695
process,cellular response to hormone stimulus,BE0004695
process,coumarin metabolic process,BE0004695
process,drug metabolic process,BE0004695
process,excretion,BE0004695
process,fatty acid metabolic process,BE0004695
process,flavone metabolic process,BE0004695
process,flavonoid biosynthetic process,BE0004695
process,flavonoid glucuronidation,BE0004695
process,negative regulation of catalytic activity,BE0004695
process,negative regulation of cellular glucuronidation,BE0004695
process,negative regulation of fatty acid metabolic process,BE0004695
process,negative regulation of glucuronosyltransferase activity,BE0004695
process,retinoic acid metabolic process,BE0004695
process,xenobiotic glucuronidation,BE0004695
component,endoplasmic reticulum,BE0003682
component,endoplasmic reticulum membrane,BE0003682
component,integral component of membrane,BE0003682
function,drug binding,BE0003682
function,enzyme binding,BE0003682
function,enzyme inhibitor activity,BE0003682
function,fatty acid binding,BE0003682
function,glucuronosyltransferase activity,BE0003682
function,protein heterodimerization activity,BE0003682
function,protein homodimerization activity,BE0003682
function,retinoic acid binding,BE0003682
function,steroid binding,BE0003682
process,cellular glucuronidation,BE0003682
process,cellular response to hormone stimulus,BE0003682
process,coumarin metabolic process,BE0003682
process,drug metabolic process,BE0003682
process,fatty acid metabolic process,BE0003682
process,flavone metabolic process,BE0003682
process,flavonoid biosynthetic process,BE0003682
process,flavonoid glucuronidation,BE0003682
process,negative regulation of catalytic activity,BE0003682
process,negative regulation of cellular glucuronidation,BE0003682
process,negative regulation of fatty acid metabolic process,BE0003682
process,negative regulation of glucuronosyltransferase activity,BE0003682
process,negative regulation of steroid metabolic process,BE0003682
process,retinoic acid metabolic process,BE0003682
process,steroid metabolic process,BE0003682
process,xenobiotic glucuronidation,BE0003682
component,endoplasmic reticulum,BE0003538
component,endoplasmic reticulum membrane,BE0003538
component,extracellular exosome,BE0003538
component,integral component of membrane,BE0003538
function,enzyme binding,BE0003538
function,enzyme inhibitor activity,BE0003538
function,glucuronosyltransferase activity,BE0003538
function,protein heterodimerization activity,BE0003538
function,protein homodimerization activity,BE0003538
function,retinoic acid binding,BE0003538
process,cellular glucuronidation,BE0003538
process,cellular lipid metabolic process,BE0003538
process,cellular response to hormone stimulus,BE0003538
process,flavone metabolic process,BE0003538
process,flavonoid biosynthetic process,BE0003538
process,flavonoid glucuronidation,BE0003538
process,metabolic process,BE0003538
process,negative regulation of cellular glucuronidation,BE0003538
process,negative regulation of fatty acid metabolic process,BE0003538
process,negative regulation of glucuronosyltransferase activity,BE0003538
process,retinoic acid metabolic process,BE0003538
process,small molecule metabolic process,BE0003538
process,xenobiotic glucuronidation,BE0003538
process,xenobiotic metabolic process,BE0003538
component,endoplasmic reticulum,BE0003678
component,endoplasmic reticulum membrane,BE0003678
component,integral component of membrane,BE0003678
function,enzyme binding,BE0003678
function,glucuronosyltransferase activity,BE0003678
function,protein heterodimerization activity,BE0003678
function,protein homodimerization activity,BE0003678
function,protein kinase C binding,BE0003678
process,cellular glucuronidation,BE0003678
process,cellular response to hormone stimulus,BE0003678
process,flavone metabolic process,BE0003678
process,flavonoid biosynthetic process,BE0003678
process,flavonoid glucuronidation,BE0003678
process,negative regulation of cellular glucuronidation,BE0003678
process,negative regulation of fatty acid metabolic process,BE0003678
process,negative regulation of glucuronosyltransferase activity,BE0003678
process,xenobiotic glucuronidation,BE0003678
component,endoplasmic reticulum membrane,BE0003679
component,extracellular exosome,BE0003679
component,integral component of membrane,BE0003679
component,intracellular membrane-bounded organelle,BE0003679
component,membrane,BE0003679
function,glucuronosyltransferase activity,BE0003679
process,androgen metabolic process,BE0003679
process,cellular glucuronidation,BE0003679
process,cellular response to hormone stimulus,BE0003679
process,flavonoid biosynthetic process,BE0003679
process,flavonoid glucuronidation,BE0003679
process,lipid metabolic process,BE0003679
component,endoplasmic reticulum lumen,BE0002705
component,extracellular space,BE0002705
function,carboxylic ester hydrolase activity,BE0002705
function,methylumbelliferyl-acetate deacetylase activity,BE0002705
function,sterol esterase activity,BE0002705
function,triglyceride lipase activity,BE0002705
process,epithelial cell differentiation,BE0002705
process,lipid catabolic process,BE0002705
process,metabolic process,BE0002705
process,response to toxic substance,BE0002705
process,small molecule metabolic process,BE0002705
process,xenobiotic metabolic process,BE0002705
component,extracellular exosome,BE0003562
component,extracellular space,BE0003562
component,intracellular membrane-bounded organelle,BE0003562
function,"3,4-dihydrocoumarin hydrolase activity",BE0003562
function,aryldialkylphosphatase activity,BE0003562
