text,parent_key
N-acetyl-beta-glucosaminidase,BE0004258
3.2.1.169,BE0005827
Beta-hexosaminidase,BE0005827
Beta-N-acetylglucosaminidase,BE0005827
Beta-N-acetylhexosaminidase,BE0005827
HEXC,BE0005827
KIAA0679,BE0005827
MEA5,BE0005827
Meningioma-expressed antigen 5,BE0005827
N-acetyl-beta-D-glucosaminidase,BE0005827
N-acetyl-beta-glucosaminidase,BE0005827
NCOAT,BE0005827
Nuclear cytoplasmic O-GlcNAcase and acetyltransferase,BE0005827
OGA,BE0005827
PBP-1a,BE0003686
ponA,BE0003686
mrcB,BE0003687
Murein polymerase,BE0003687
PBP-1b,BE0003687
GABA(A) receptor subunit beta-1,BE0002344
GABA(A) receptor subunit beta-3,BE0002345
GABA(A) receptor subunit rho-1,BE0000129
GABA(C) receptor,BE0000129
4.6.1.2,BE0003578
GCS-alpha-2,BE0003578
GUC1A2,BE0003578
GUCSA2,BE0003578
Metallothionein-IA,BE0004778
MT-1A,BE0004778
MT-IA,BE0004778
MT1S,BE0004778
1.13.11.52,BE0000693
IDO,BE0000693
IDO-1,BE0000693
INDO,BE0000693
"Indoleamine-pyrrole 2,3-dioxygenase",BE0000693
Na-Cl cotransporter,BE0000419
Na-Cl symporter,BE0000419
NCC,BE0000419
Thiazide-sensitive sodium-chloride cotransporter,BE0000419
TSC,BE0000419
XDHA,BE0002204
penA,BE0004648
Sporulation-specific penicillin-binding protein,BE0004648
spoVD,BE0004648
3.4.21.-,BE0004649
DD-endopeptidase,BE0004649
PBP-5,BE0004649
Penicillin-binding protein 5,BE0004649
1.5.1.3,BE0002010
tmrA,BE0002010
2.7.4.14,BE0000637
CK,BE0000637
CMK,BE0000637
CMPK,BE0000637
dCMP kinase,BE0000637
Deoxycytidylate kinase,BE0000637
Nucleoside-diphosphate kinase,BE0000637
UCK,BE0000637
UMK,BE0000637
UMP/CMP kinase,BE0000637
UMP/CMPK,BE0000637
UMPK,BE0000637
Uridine monophosphate/cytidine monophosphate kinase,BE0000637
Dr hemagglutinin structural subunit precursor,BE0001544
CR,BE0000929
DAF,BE0000929
MAPTL,BE0003474
MTBT1,BE0003474
Neurofibrillary tangle protein,BE0003474
Paired helical filament-tau,BE0003474
PHF-tau,BE0003474
TAU,BE0003474
strA,BE0000279
CXC-R4,BE0000919
FB22,BE0000919
Fusin,BE0000919
HM89,BE0000919
LAP-3,BE0000919
LCR1,BE0000919
LESTR,BE0000919
Leukocyte-derived seven transmembrane domain receptor,BE0000919
Lipopolysaccharide-associated protein 3,BE0000919
LPS-associated protein 3,BE0000919
NPYRL,BE0000919
SDF-1 receptor,BE0000919
Stromal cell-derived factor 1 receptor,BE0000919
3.4.16.4,BE0001349
DD-carboxypeptidase,BE0001349
3.5.2.6,BE0001358
ampA,BE0001358
Cephalosporinase,BE0001358
EAG,BE0005191
EAG channel 1,BE0005191
EAG1,BE0005191
Ether-a-go-go potassium channel 1,BE0005191
h-eag,BE0005191
hEAG1,BE0005191
Voltage-gated potassium channel subunit Kv10.1,BE0005191
Cellular retinol-binding protein,BE0000301
Cellular retinol-binding protein I,BE0000301
CRBP,BE0000301
CRBP-I,BE0000301
CRBP1,BE0000301
Glycoprotein 9,BE0000866
GP-IX,BE0000866
CANN6,BE0000061
CB-R,BE0000061
CNR,BE0000061
CB-2,BE0000095
CB2A,BE0000095
CB2B,BE0000095
CX5,BE0000095
CYSLT1,BE0000705
CysLTR1,BE0000705
Cysteinyl leukotriene D4 receptor,BE0000705
G-protein coupled receptor HG55,BE0000705
HMTMF81,BE0000705
LTD4 receptor,BE0000705
CKS-1,BE0004552
CKS1,BE0004552
5-HT-2,BE0004881
HTR2,BE0004881
Serotonin receptor 2A,BE0004881
CALM,BE0000418
CALML2,BE0000418
CAM,BE0000418
CAM1,BE0000418
CAM2,BE0000418
CAM3,BE0000418
CAMB,BE0000418
CAMC,BE0000418
CAMIII,BE0000418
AGP 1,BE0004879
AGP1,BE0004879
OMD 1,BE0004879
Orosomucoid-1,BE0004879
Proton channel protein M2,BE0000630
ODF,BE0003517
OPGL,BE0003517
Osteoclast differentiation factor,BE0003517
Osteoprotegerin ligand,BE0003517
RANKL,BE0003517
Receptor activator of nuclear factor kappa-B ligand,BE0003517
TNF-related activation-induced cytokine,BE0003517
TRANCE,BE0003517
7B4 antigen,BE0003403
Vascular endothelial cadherin,BE0003403
VE-cadherin,BE0003403
CAP-3,BE0008982
CAP3,BE0008982
Cytoplasmic antiproteinase 3,BE0008982
Peptidase inhibitor 9,BE0008982
PI-9,BE0008982
PI9,BE0008982
BCEI,BE0008981
Breast cancer estrogen-inducible protein,BE0008981
hP1.A,BE0008981
PNR-2,BE0008981
Polypeptide P1.A,BE0008981
Protein pS2,BE0008981
PS2,BE0008981
2.7.11.1,BE0001193
hPDK1,BE0001193
PDK1,BE0001193
5.99.1.2,BE0004950
DNA topoisomerase I,BE0004950
Omega-protein,BE0004950
Relaxing enzyme,BE0004950
Swivelase,BE0004950
Untwisting enzyme,BE0004950
3.2.1.84,BE0004698
Alpha-glucosidase 2,BE0004698
G2AN,BE0004698
Glucosidase II subunit alpha,BE0004698
KIAA0088,BE0004698
3.2.1.20,BE0004699
hOAT1,BE0001066
hPAHT,BE0001066
hROAT1,BE0001066
OAT1,BE0001066
Organic anion transporter 1,BE0001066
PAH transporter,BE0001066
PAHT,BE0001066
Renal organic anion transporter 1,BE0001066
hOAT3,BE0003645
OAT3,BE0003645
Organic anion transporter 3,BE0003645
OAT4,BE0000879
Organic anion transporter 4,BE0000879
hOAT2,BE0003646
NLT,BE0003646
Novel liver transporter,BE0003646
OAT2,BE0003646
Organic anion transporter 2,BE0003646
3.5.2.6,BE0008388
2.7.7.49,BE0002449
EST2,BE0002449
HEST2,BE0002449
TCS1,BE0002449
Telomerase catalytic subunit,BE0002449
Telomerase-associated protein 2,BE0002449
TP2,BE0002449
TRT,BE0002449
G-protein coupled receptor 24,BE0003478
GPR24,BE0003478
MCH receptor 1,BE0003478
MCH-1R,BE0003478
MCH1R,BE0003478
MCHR,BE0003478
SLC-1,BE0003478
SLC1,BE0003478
Somatostatin receptor-like protein,BE0003478
1.2.7.1,BE0002674
POR,BE0002674
Pyruvate-ferredoxin oxidoreductase.,BE0002674
3.4.21.68,BE0001088
t-PA,BE0001088
3.4.21.-,BE0001283
Apo(a),BE0001283
Sigma non-opioid intracellular receptor 1,BE0000290
HPR6.6,BE0004896
mPR,BE0004896
PGRMC,BE0004896
1.-.-.-,BE0004904
CGD91-phox,BE0004904
Cytochrome b(558) subunit beta,BE0004904
Cytochrome b558 subunit beta,BE0004904
gp91-1,BE0004904
gp91-phox,BE0004904
Heme-binding membrane glycoprotein gp91phox,BE0004904
NADPH oxidase 2,BE0004904
Neutrophil cytochrome b 91 kDa polypeptide,BE0004904
NOX2,BE0004904
p22 phagocyte B-cytochrome,BE0004904
Superoxide-generating NADPH oxidase heavy chain subunit,BE0004904
3-alkyladenine DNA glycosylase,BE0008954
3-methyladenine DNA glycosidase,BE0008954
3.2.2.21,BE0008954
AAG,BE0008954
ADPG,BE0008954
ANPG,BE0008954
MID1,BE0008954
N-methylpurine-DNA glycosylase,BE0008954
Beta-1 metal-binding globulin,BE0000510
Siderophilin,BE0000510
Transferrin,BE0000510
HAH1,BE0002833
Metal transport protein ATX1,BE0002833
Alpha-tubulin 3,BE0001340
TUBA3,BE0001340
Tubulin alpha-3 chain,BE0001340
Tubulin B-alpha-1,BE0001340
TUBB2C,BE0001367
Tubulin beta-2 chain,BE0001367
Tubulin beta-2C chain,BE0001367
1.3.5.4,BE0001487
FL cyt,BE0001487
Flavocytochrome c,BE0001487
3.4.21.106,BE0002128
TMPRSS1,BE0002128
Transmembrane protease serine 1,BE0002128
IBP-3,BE0000970
IBP3,BE0000970
Fetal liver non-specific cross-reactive antigen 3,BE0008996
FL-NCA-3,BE0008996
PS-beta-G-5,BE0008996
1.14.-.-,BE0009043
1.14.14.17,BE0004670
SE,BE0004670
Squalene epoxidase,BE0004670
Tropoelastin,BE0001046
PBP-2,BE0003621
ftsI,BE0003622
Penicillin-binding protein 3,BE0003622
Postsynaptic density protein 95,BE0004524
PSD-95,BE0004524
PSD95,BE0004524
SAP-90,BE0004524
SAP90,BE0004524
Synapse-associated protein 90,BE0004524
3.5.3.1,BE0002994
5.99.1.3,BE0008382
hisW,BE0008382
nalA,BE0008382
parD,BE0008382
5.99.1.3,BE0008383
grlA,BE0008383
Topoisomerase IV subunit A,BE0008383
5.99.1.3,BE0008386
grlB,BE0008386
Topoisomerase IV subunit B,BE0008386
5.99.1.3,BE0008387
cafB,BE0008387
nalA,BE0008387
Multidrug-efflux transporter,BE0008392
5.99.1.3,BE0008385
HPR6.6,BE0004897
mPR,BE0004897
PGRMC,BE0004897
Alpha-tubulin 1,BE0001391
Testis-specific alpha-tubulin,BE0001391
TUBA1,BE0001391
Tubulin alpha-1 chain,BE0001391
Tubulin H2-alpha,BE0001391
1.8.1.9,BE0000474
TRXR,BE0000474
1.3.1.3,BE0003610
Aldo-keto reductase family 1 member D1,BE0003610
Delta(4)-3-ketosteroid 5-beta-reductase,BE0003610
Delta(4)-3-oxosteroid 5-beta-reductase,BE0003610
SRD5B1,BE0003610
1.3.1.22,BE0000585
5 alpha-SR2,BE0000585
S5AR 2,BE0000585
SR type 2,BE0000585
Steroid 5-alpha-reductase 2,BE0000585
Type II 5-alpha reductase,BE0000585
2.7.7.7,BE0000498
POL I,BE0000498
resA,BE0000498
3.5.1.5,BE0000334
Urea amidohydrolase subunit alpha,BE0000334
3.4.24.65,BE0001198
HME,BE0001198
Macrophage elastase,BE0001198
Matrix metalloproteinase-12,BE0001198
ME,BE0001198
MME,BE0001198
MMP-12,BE0001198
3.5.4.4,BE0002214
ADA1,BE0002214
Adenosine aminohydrolase,BE0002214
BII,BE0009609
Brain calcium channel II,BE0009609
CACH6,BE0009609
CACNL1A6,BE0009609
"Calcium channel, L type, alpha-1 polypeptide, isoform 6",BE0009609
Voltage-gated calcium channel subunit alpha Cav2.3,BE0009609
ACHRA,BE0004661
CHNRA,BE0004661
3.2.1.18,BE0000057
3.2.1.18,BE0003527
Endothelin A receptor,BE0000521
ET-A,BE0000521
ETA,BE0000521
ETA-R,BE0000521
ETRA,BE0000521
hET-AR,BE0000521
Endothelin receptor non-selective type,BE0000043
ET-B,BE0000043
ETRB,BE0000043
Acid-sensitive potassium channel protein TASK-1,BE0003582
TASK,BE0003582
TASK1,BE0003582
TWIK-related acid-sensitive K(+) channel 1,BE0003582
Two pore K(+) channel KT3.1,BE0003582
Two pore potassium channel KT3.1,BE0003582
Acid-sensitive potassium channel protein TASK-3,BE0003583
TASK3,BE0003583
TWIK-related acid-sensitive K(+) channel 3,BE0003583
Two pore K(+) channel KT3.2,BE0003583
Two pore potassium channel KT3.2,BE0003583
4.2.1.1,BE0002437
CA-IX,BE0002437
CAIX,BE0002437
Carbonate dehydratase IX,BE0002437
Carbonic anhydrase IX,BE0002437
G250,BE0002437
Membrane antigen MN,BE0002437
MN,BE0002437
P54/58N,BE0002437
pMW1,BE0002437
RCC-associated antigen G250,BE0002437
Renal cell carcinoma-associated antigen G250,BE0002437
4.2.1.1,BE0001653
CA-XII,BE0001653
Carbonate dehydratase XII,BE0001653
Carbonic anhydrase XII,BE0001653
Tumor antigen HOM-RCC-3.1.3,BE0001653
4.2.1.1,BE0009965
CA-I,BE0009965
CAB,BE0009965
Carbonate dehydratase I,BE0009965
Carbonic anhydrase B,BE0009965
Carbonic anhydrase I,BE0009965
Delta-tubulin,BE0003711
TUBD,BE0003711
Gamma-1-tubulin,BE0003713
Gamma-tubulin complex component 1,BE0003713
GCP-1,BE0003713
TUBG,BE0003713
Epsilon-tubulin,BE0003712
TUBE,BE0003712
3.4.16.4,BE0004840
Beta-lactamase,BE0004840
DD-carboxypeptidase,BE0004840
PBP-5,BE0004840
Penicillin-binding protein 5,BE0004840
pfv,BE0004840
3.2.1.23,BE0000116
Beta-gal,BE0000116
Lactase,BE0000116
Ergothioneine transporter,BE0000757
ET transporter,BE0000757
ETT,BE0000757
OCTN1,BE0000757
Organic cation/carnitine transporter 1,BE0000757
UT2H,BE0000757
High-affinity sodium-dependent carnitine cotransporter,BE0000106
OCTN2,BE0000106
Organic cation/carnitine transporter 2,BE0000106
2.3.1.7,BE0000496
Carnitine acetylase,BE0000496
Carnitine acetyltransferase,BE0000496
CAT,BE0000496
CAT1,BE0000496
CrAT,BE0000496
C14orf69,BE0000097
CACT-like,BE0000097
Carnitine/acylcarnitine translocase-like,BE0000097
Mitochondrial carnitine/acylcarnitine carrier protein CACL,BE0000097
Mitochondrial ornithine transporter 3,BE0000097
ORNT3,BE0000097
Solute carrier family 25 member 29,BE0000097
CAC,BE0000579
CACT,BE0000579
Carnitine/acylcarnitine translocase,BE0000579
Solute carrier family 25 member 20,BE0000579
2.3.1.137,BE0000373
COT,BE0000373
2.3.1.21,BE0000179
Carnitine palmitoyltransferase II,BE0000179
CPT II,BE0000179
CPT1,BE0000179
2.3.1.21,BE0000406
"Carnitine O-palmitoyltransferase I, liver isoform",BE0000406
Carnitine palmitoyltransferase 1A,BE0000406
CPT I,BE0000406
CPT1,BE0000406
CPT1-L,BE0000406
CPTI-L,BE0000406
CPLA2,BE0000657
Phospholipase A2 group IVA,BE0000657
PLA2G4,BE0000657
35-alpha calcimedin,BE0003201
Annexin III,BE0003201
Annexin-3,BE0003201
ANX3,BE0003201
"Inositol 1,2-cyclic phosphate 2-phosphohydrolase",BE0003201
Lipocortin III,BE0003201
PAP-III,BE0003201
Placental anticoagulant protein III,BE0003201
35-beta calcimedin,BE0008969
Annexin IV,BE0008969
Annexin-4,BE0008969
ANX4,BE0008969
Carbohydrate-binding protein p33/p41,BE0008969
Chromobindin-4,BE0008969
Endonexin I,BE0008969
Lipocortin IV,BE0008969
P32.5,BE0008969
PAP-II,BE0008969
Placental anticoagulant protein II,BE0008969
PP4-X,BE0008969
Protein II,BE0008969
Anchorin CII,BE0004149
Annexin V,BE0004149
Annexin-5,BE0004149
ANX5,BE0004149
Calphobindin I,BE0004149
CBP-I,BE0004149
Endonexin II,BE0004149
ENX2,BE0004149
Lipocortin V,BE0004149
PAP-I,BE0004149
Placental anticoagulant protein 4,BE0004149
Placental anticoagulant protein I,BE0004149
PP4,BE0004149
Thromboplastin inhibitor,BE0004149
VAC-alpha,BE0004149
Vascular anticoagulant-alpha,BE0004149
1.4.3.22,BE0000351
ABP1,BE0000351
Amiloride-binding protein 1,BE0000351
Amine oxidase copper domain-containing protein 1,BE0000351
DAO,BE0000351
DAO1,BE0000351
Histaminase,BE0000351
KAO,BE0000351
Kidney amine oxidase,BE0000351
ACCN,BE0000678
ACCN1,BE0000678
Amiloride-sensitive brain sodium channel,BE0000678
"Amiloride-sensitive cation channel 1, neuronal",BE0000678
Amiloride-sensitive cation channel neuronal 1,BE0000678
ASIC2,BE0000678
BNAC1,BE0000678
BNC1,BE0000678
Brain sodium channel 1,BE0000678
Mammalian degenerin homolog,BE0000678
MDEG,BE0000678
ACCN2,BE0000353
"Amiloride-sensitive cation channel 2, neuronal",BE0000353
ASIC1,BE0000353
BNAC2,BE0000353
Brain sodium channel 2,BE0000353
APNH,BE0000752
APNH1,BE0000752
"Na(+)/H(+) antiporter, amiloride-sensitive",BE0000752
Na(+)/H(+) exchanger 1,BE0000752
NHE-1,BE0000752
NHE1,BE0000752
Solute carrier family 9 member 1,BE0000752
3.4.21.73,BE0000895
U-plasminogen activator,BE0000895
3.5.1.99,BE0002194
Anandamide amidohydrolase 1,BE0002194
FAAH1,BE0002194
Oleamide hydrolase 1,BE0002194
5-HT-4,BE0000084
Serotonin receptor 4,BE0000084
2.7.11.24,BE0001062
ERK-1,BE0001062
ERK1,BE0001062
ERT2,BE0001062
Extracellular signal-regulated kinase 1,BE0001062
Insulin-stimulated MAP2 kinase,BE0001062
MAP kinase 3,BE0001062
MAP kinase isoform p44,BE0001062
Microtubule-associated protein 2 kinase,BE0001062
p44-ERK1,BE0001062
p44-MAPK,BE0001062
PRKM3,BE0001062
1.1.1.-,BE0004353
AKR1B11,BE0004353
Aldose reductase-like,BE0004353
Aldose reductase-related protein,BE0004353
ARL-1,BE0004353
ARP,BE0004353
hARP,BE0004353
SI reductase,BE0004353
Small intestine reductase,BE0004353
ATP1C,BE0000229
ATP1G1,BE0000229
FXYD domain-containing ion transport regulator 2,BE0000229
Na(+)/K(+) ATPase subunit gamma,BE0000229
Sodium pump gamma chain,BE0000229
"Frizzled protein, human endometrium",BE0009094
FRPHE,BE0009094
sFRP-4,BE0009094
CD289 antigen,BE0001171
Toll-like receptor 9 precursor,BE0001171
2.5.1.18,BE0002659
PfGST,BE0002659
High mobility group protein 1,BE0003428
HMG-1,BE0003428
HMG1,BE0003428
3.4.17.23,BE0000982
ACE-related carboxypeptidase,BE0000982
ACEH,BE0000982
Angiotensin-converting enzyme homolog,BE0000982
Metalloprotease MPROT15,BE0000982
1.3.1.9,BE0000332
ENR,BE0000332
FAS-II enoyl-ACP reductase,BE0000332
NADH-dependent 2-trans-enoyl-ACP reductase,BE0000332
1.11.1.21,BE0000466
CP,BE0000466
Peroxidase/catalase,BE0000466
2.1.1.8,BE0002436
HMT,BE0002436
2.7.7.6,BE0000461
pez,BE0000461
phs,BE0000461
RNA polymerase subunit alpha,BE0000461
RNAP subunit alpha,BE0000461
sez,BE0000461
Transcriptase subunit alpha,BE0000461
2.7.7.6,BE0000257
groN,BE0000257
nitB,BE0000257
rif,BE0000257
RNA polymerase subunit beta,BE0000257
RNAP subunit beta,BE0000257
ron,BE0000257
stl,BE0000257
stv,BE0000257
tabD,BE0000257
Transcriptase subunit beta,BE0000257
2.7.7.6,BE0003707
RNA polymerase subunit beta',BE0003707
RNAP subunit beta',BE0003707
tabB,BE0003707
Transcriptase subunit beta',BE0003707
Heat shock 86 kDa,BE0001120
HSP 86,BE0001120
HSP86,BE0001120
HSP90A,BE0001120
HSPC1,BE0001120
HSPCA,BE0001120
LAP-2,BE0001120
Lipopolysaccharide-associated protein 2,BE0001120
LPS-associated protein 2,BE0001120
Renal carcinoma antigen NY-REN-38,BE0001120
94 kDa glucose-regulated protein,BE0001165
gp96 homolog,BE0001165
GRP-94,BE0001165
GRP94,BE0001165
Heat shock protein 90 kDa beta member 1,BE0001165
TRA1,BE0001165
Tumor rejection antigen 1,BE0001165
3.4.24.11,BE0000266
Atriopeptidase,BE0000266
CALLA,BE0000266
Common acute lymphocytic leukemia antigen,BE0000266
Enkephalinase,BE0000266
EPN,BE0000266
NEP,BE0000266
Neutral endopeptidase,BE0000266
Neutral endopeptidase 24.11,BE0000266
SFE,BE0000266
Skin fibroblast elastase,BE0000266
2.7.11.1,BE0004743
BCR1,BE0004743
D22S11,BE0004743
Renal carcinoma antigen NY-REN-26,BE0004743
Fragment,BE0001104
CSF-1 receptor,BE0000853
CSF-1-R,BE0000853
CSF-1R,BE0000853
FMS,BE0000853
M-CSF-R,BE0000853
Proto-oncogene c-Fms,BE0000853
2.7.10.1,BE0001124
CAK,BE0001124
CD167 antigen-like family member A,BE0001124
Cell adhesion kinase,BE0001124
Discoidin receptor tyrosine kinase,BE0001124
EDDR1,BE0001124
Epithelial discoidin domain receptor 1,BE0001124
HGK2,BE0001124
Mammary carcinoma kinase 10,BE0001124
MCK-10,BE0001124
NEP,BE0001124
NTRK4,BE0001124
Protein-tyrosine kinase 3A,BE0001124
Protein-tyrosine kinase RTK-6,BE0001124
PTK3A,BE0001124
RTK6,BE0001124
TRK E,BE0001124
TRKE,BE0001124
Tyrosine kinase DDR,BE0001124
Tyrosine-protein kinase CAK,BE0001124
3.1.4.17,BE0003565
61 kDa Cam-PDE,BE0003565
Cam-PDE 1A,BE0003565
hCam-1,BE0003565
3.1.4.17,BE0003323
63 kDa Cam-PDE,BE0003323
Cam-PDE 1B,BE0003323
PDE1B1,BE0003323
PDES1B,BE0003323
G-protein coupled receptor 109B,BE0000836
G-protein coupled receptor HM74,BE0000836
G-protein coupled receptor HM74B,BE0000836
GPR109B,BE0000836
HCA3,BE0000836
HM74B,BE0000836
Niacin receptor 2,BE0000836
NIACR2,BE0000836
Nicotinic acid receptor 2,BE0000836
2.4.2.19,BE0000526
QAPRTase,BE0000526
QPRTase,BE0000526
Quinolinate phosphoribosyltransferase [decarboxylating],BE0000526
2.1.1.1,BE0000783
3.1.3.48,BE0000980
MEG,BE0000980
Protein-tyrosine phosphatase MEG1,BE0000980
PTPase-MEG1,BE0000980
3.1.3.48,BE0003567
R-PTP-S,BE0003567
R-PTP-sigma,BE0003567
Receptor-type tyrosine-protein phosphatase sigma,BE0003567
3.1.3.48,BE0003568
Protein-tyrosine phosphatase epsilon,BE0003568
3.6.3.14,BE0003569
ATP6A1,BE0003569
ATP6V1A1,BE0003569
V-ATPase 69 kDa subunit,BE0003569
V-ATPase subunit A,BE0003569
Vacuolar ATPase isoform VA68,BE0003569
Vacuolar proton pump subunit alpha,BE0003569
VPP2,BE0003569
MA,BE0000594
Membrane antigen,BE0000594
MA,BE0000712
Membrane antigen,BE0000712
2.5.1.15,BE0004657
DHPS,BE0004657
Dihydropteroate pyrophosphorylase type I,BE0004657
Dihydropteroate synthase type I,BE0004657
sul1,BE0004657
4.1.2.25,BE0004658
DHNA,BE0004658
PGFT,BE0000882
PRGS,BE0000882
GnRH II receptor,BE0000472
Type II GnRH receptor,BE0000472
CYPXIB1,BE0000731
Cytochrome P-450c11,BE0000731
Cytochrome P450C11,BE0000731
S11BH,BE0000731
Steroid 11-beta-hydroxylase,BE0000731
Adrenal ferredoxin,BE0000242
ADX,BE0000242
Ferredoxin-1,BE0000242
Hepatoredoxin,BE0000242
3.1.4.53,BE0002353
DPDE1,BE0002353
PDE21,BE0002353
GPRC1E,BE0001192
MGLUR5,BE0001192
BI,BE0000356
Brain calcium channel I,BE0000356
CACH4,BE0000356
CACN3,BE0000356
CACNL1A4,BE0000356
"Calcium channel, L type, alpha-1 polypeptide isoform 4",BE0000356
Voltage-gated calcium channel subunit alpha Cav2.1,BE0000356
5.3.3.5,BE0004877
Cholestenol Delta-isomerase,BE0004877
D8-D7 sterol isomerase,BE0004877
Delta(8)-Delta(7) sterol isomerase,BE0004877
Emopamil-binding protein,BE0004877
2.7.11.13,BE0004895
PKC-A,BE0004895
PKCA,BE0004895
PRKACA,BE0004895
2.7.11.24,BE0003790
c-Jun N-terminal kinase 1,BE0003790
JNK-46,BE0003790
JNK1,BE0003790
MAP kinase 8,BE0003790
PRKM8,BE0003790
SAPK1,BE0003790
SAPK1C,BE0003790
Stress-activated protein kinase 1c,BE0003790
Stress-activated protein kinase JNK1,BE0003790
Acidic fibroblast growth factor,BE0000689
aFGF,BE0000689
ECGF,BE0000689
Endothelial cell growth factor,BE0000689
FGF-1,BE0000689
FGFA,BE0000689
HBGF-1,BE0000689
Heparin-binding growth factor 1,BE0000689
FGF-4,BE0000326
HBGF-4,BE0000326
Heparin secretory-transforming protein 1,BE0000326
Heparin-binding growth factor 4,BE0000326
HST,BE0000326
HST-1,BE0000326
HSTF-1,BE0000326
HSTF1,BE0000326
KS3,BE0000326
Transforming protein KS3,BE0000326
4.2.3.12,BE0004520
PTP synthase,BE0004520
KYNA receptor,BE0005562
Kynurenic acid receptor,BE0005562
hIRAS,BE0003580
I-1,BE0003580
I-1 receptor candidate protein,BE0003580
I1R,BE0003580
I1R candidate protein,BE0003580
Imidazoline receptor 1,BE0003580
Imidazoline receptor antisera-selected protein,BE0003580
Imidazoline-1 receptor,BE0003580
Imidazoline-1 receptor candidate protein,BE0003580
IR1,BE0003580
IRAS,BE0003580
KIAA0975,BE0003580
1.2.7.-,BE0002361
1.-.-.-,BE0000621
mda18,BE0000621
mdaA,BE0000621
Modulator of drug activity A,BE0000621
ybjB,BE0000621
nusE,BE0000158
LDL receptor,BE0000499
2.7.7.7,BE0000555
5-HT-1A,BE0004862
ADRB2RL1,BE0004862
ADRBRL1,BE0004862
G-21,BE0004862
Serotonin receptor 1A,BE0004862
CYSLT2,BE0000099
CYSLT2R,BE0000099
CysLTR2,BE0000099
G-protein coupled receptor GPCR21,BE0000099
G-protein coupled receptor HG57,BE0000099
hGPCR21,BE0000099
HPN321,BE0000099
fMLP receptor,BE0000995
FPR,BE0000995
N-formyl peptide receptor,BE0000995
N-formylpeptide chemoattractant receptor,BE0000995
PGD receptor,BE0000296
Prostanoid DP receptor,BE0000296
Adenine nucleotide translocator 2,BE0000709
"ADP,ATP carrier protein 2",BE0000709
"ADP,ATP carrier protein, fibroblast isoform",BE0000709
ANT 2,BE0000709
ANT2,BE0000709
Solute carrier family 25 member 5,BE0000709
Adenine nucleotide translocator 3,BE0000624
"ADP,ATP carrier protein 3",BE0000624
"ADP,ATP carrier protein, isoform T2",BE0000624
ANT 2,BE0000624
ANT 3,BE0000624
ANT3,BE0000624
Solute carrier family 25 member 6,BE0000624
BK channel,BE0004906
BKCA alpha,BE0004906
"Calcium-activated potassium channel, subfamily M subunit alpha-1",BE0004906
hSlo,BE0004906
K(VCA)alpha,BE0004906
KCa1.1,BE0004906
KCNMA,BE0004906
Maxi K channel,BE0004906
MaxiK,BE0004906
SLO,BE0004906
Slo homolog,BE0004906
Slo-alpha,BE0004906
Slo1,BE0004906
Slowpoke homolog,BE0004906
3.1.1.5,BE0009743
C14orf76,BE0009743
Lysophospholipase-transacylase,BE0009743
2.1.1.37,BE0000892
AIM,BE0000892
CXXC-type zinc finger protein 9,BE0000892
CXXC9,BE0000892
DNA methyltransferase HsaI,BE0000892
DNA MTase HsaI,BE0000892
DNMT,BE0000892
Dnmt1,BE0000892
M.HsaI,BE0000892
MCMT,BE0000892
2.1.1.37,BE0009880
DNA methyltransferase HsaIIIA,BE0009880
DNA MTase HsaIIIA,BE0009880
Dnmt3a,BE0009880
M.HsaIIIA,BE0009880
Toll-like receptor 7 precursor,BE0000155
CD288 antigen,BE0003518
Toll-like receptor 8 precursor,BE0003518
1.3.5.4,BE0000548
1.14.14.17,BE0000577
ERG1,BE0000577
SE,BE0000577
Squalene epoxidase,BE0000577
2.1.1.204,BE0002517
DNA (cytosine-5)-methyltransferase-like protein 2,BE0002517
DNA methyltransferase homolog HsaIIP,BE0002517
DNA MTase homolog HsaIIP,BE0002517
DNMT2,BE0002517
M.HsaIIP,BE0002517
PuMet,BE0002517
A4,BE0003392
ABPP,BE0003392
AD1,BE0003392
Alzheimer disease amyloid protein,BE0003392
APP,BE0003392
APPI,BE0003392
Cerebral vascular amyloid peptide,BE0003392
CVAP,BE0003392
PN-II,BE0003392
PreA4,BE0003392
Protease nexin-II,BE0003392
F-ATPase delta subunit,BE0000484
G-protein coupled receptor family C group 5 member A,BE0000697
GPCR5A,BE0000697
PEIG-1,BE0000697
Phorbol ester induced gene 1,BE0000697
RAI3,BE0000697
RAIG-1,BE0000697
RAIG1,BE0000697
Retinoic acid-induced gene 1 protein,BE0000697
PEIG1,BE0000653
PERG-1,BE0000653
Phorbol ester-induced gene 1 protein,BE0000653
RAR-responsive protein TIG1,BE0000653
Tazarotene-induced gene 1 protein,BE0000653
TIG1,BE0000653
Tear lipocalin,BE0005828
Tear prealbumin,BE0005828
Tlc,BE0005828
TP,BE0005828
VEG protein,BE0005828
VEGP,BE0005828
Von Ebner gland protein,BE0005828
OBPIIa,BE0005829
Odorant-binding protein IIa,BE0005829
Plasma retinol-binding protein,BE0000314
PRBP,BE0000314
RBP,BE0000314
2.7.11.2,BE0004284
PDHK4,BE0004284
Pyruvate dehydrogenase kinase isoform 4,BE0004284
1.14.-.-,BE0003480
CYP26,BE0003480
Cytochrome P450 retinoic acid-inactivating 1,BE0003480
Cytochrome P450RAI,BE0003480
hP450RAI,BE0003480
P450RAI1,BE0003480
