resource,identifier,parent_key
GenBank Protein Database,181376,BE0003537
UniProtKB,P05108,BE0003537
UniProt Accession,CP11A_HUMAN,BE0003537
HUGO Gene Nomenclature Committee (HGNC),HGNC:553,BE0003539
GenBank Gene Database,L11005,BE0003539
GenBank Protein Database,438656,BE0003539
UniProtKB,Q06278,BE0003539
UniProt Accession,AOXA_HUMAN,BE0003539
HUGO Gene Nomenclature Committee (HGNC),HGNC:255,BE0003545
GenBank Gene Database,AK092768,BE0003545
GenBank Protein Database,193787401,BE0003545
UniProtKB,P28332,BE0003545
UniProt Accession,ADH6_HUMAN,BE0003545
HUGO Gene Nomenclature Committee (HGNC),HGNC:380,BE0004352
GenBank Gene Database,J04794,BE0004352
GenBank Protein Database,178481,BE0004352
UniProtKB,P14550,BE0004352
UniProt Accession,AK1A1_HUMAN,BE0004352
HUGO Gene Nomenclature Committee (HGNC),HGNC:249,BE0000227
GenAtlas,ADH1A,BE0000227
GenBank Gene Database,M12271,BE0000227
GenBank Protein Database,178092,BE0000227
UniProtKB,P07327,BE0000227
UniProt Accession,ADH1A_HUMAN,BE0000227
HUGO Gene Nomenclature Committee (HGNC),HGNC:250,BE0000400
GenAtlas,ADH1B,BE0000400
GenBank Gene Database,M24317,BE0000400
GenBank Protein Database,178098,BE0000400
UniProtKB,P00325,BE0000400
UniProt Accession,ADH1B_HUMAN,BE0000400
HUGO Gene Nomenclature Committee (HGNC),HGNC:252,BE0000360
GenAtlas,ADH4,BE0000360
GenBank Gene Database,M15943,BE0000360
GenBank Protein Database,178121,BE0000360
UniProtKB,P08319,BE0000360
UniProt Accession,ADH4_HUMAN,BE0000360
HUGO Gene Nomenclature Committee (HGNC),HGNC:253,BE0000009
GenAtlas,ADH5,BE0000009
GenBank Gene Database,M30471,BE0000009
GenBank Protein Database,178134,BE0000009
UniProtKB,P11766,BE0000009
UniProt Accession,ADHX_HUMAN,BE0000009
HUGO Gene Nomenclature Committee (HGNC),HGNC:256,BE0000522
GenAtlas,ADH7,BE0000522
GenBank Gene Database,L33179,BE0000522
GenBank Protein Database,516618,BE0000522
UniProtKB,P40394,BE0000522
UniProt Accession,ADH7_HUMAN,BE0000522
HUGO Gene Nomenclature Committee (HGNC),HGNC:4248,BE0000265
GenAtlas,GGH,BE0000265
GenBank Gene Database,U55206,BE0000265
GenBank Protein Database,2951931,BE0000265
UniProtKB,Q92820,BE0000265
UniProt Accession,GGH_HUMAN,BE0000265
HUGO Gene Nomenclature Committee (HGNC),HGNC:2861,BE0000330
GenAtlas,DHFR,BE0000330
GenBank Gene Database,J00140,BE0000330
GenBank Protein Database,182724,BE0000330
Guide to Pharmacology,2603,BE0000330
UniProtKB,P00374,BE0000330
UniProt Accession,DYR_HUMAN,BE0000330
HUGO Gene Nomenclature Committee (HGNC),HGNC:12651,BE0000223
GenAtlas,VARS,BE0000223
GenBank Gene Database,X59303,BE0000223
GenBank Protein Database,31545,BE0000223
UniProtKB,P26640,BE0000223
UniProt Accession,SYVC_HUMAN,BE0000223
HUGO Gene Nomenclature Committee (HGNC),HGNC:8654,BE0000544
GenAtlas,PCCB,BE0000544
GenBank Gene Database,X73424,BE0000544
GenBank Protein Database,312812,BE0000544
UniProtKB,P05166,BE0000544
UniProt Accession,PCCB_HUMAN,BE0000544
HUGO Gene Nomenclature Committee (HGNC),HGNC:976,BE0000517
GenAtlas,BCAT1,BE0000517
GenBank Gene Database,U21551,BE0000517
GenBank Protein Database,1036780,BE0000517
UniProtKB,P54687,BE0000517
UniProt Accession,BCAT1_HUMAN,BE0000517
HUGO Gene Nomenclature Committee (HGNC),HGNC:2603,BE0003480
GenAtlas,CYP26A1,BE0003480
GenBank Gene Database,AF005418,BE0003480
Guide to Pharmacology,1366,BE0003480
UniProtKB,O43174,BE0003480
UniProt Accession,CP26A_HUMAN,BE0003480
HUGO Gene Nomenclature Committee (HGNC),HGNC:4638,BE0000814
GenAtlas,GSTP1,BE0000814
GenBank Gene Database,M24485,BE0000814
GenBank Protein Database,31946,BE0000814
UniProtKB,P09211,BE0000814
UniProt Accession,GSTP1_HUMAN,BE0000814
HUGO Gene Nomenclature Committee (HGNC),HGNC:13312,BE0000815
GenAtlas,GSTO1,BE0000815
GenBank Gene Database,U90313,BE0000815
GenBank Protein Database,2393722,BE0000815
UniProtKB,P78417,BE0000815
UniProt Accession,GSTO1_HUMAN,BE0000815
HUGO Gene Nomenclature Committee (HGNC),HGNC:4635,BE0000810
GenAtlas,GSTM3,BE0000810
GenBank Gene Database,J05459,BE0000810
GenBank Protein Database,306820,BE0000810
UniProtKB,P21266,BE0000810
UniProt Accession,GSTM3_HUMAN,BE0000810
HUGO Gene Nomenclature Committee (HGNC),HGNC:4311,BE0000166
GenAtlas,GCLC,BE0000166
GenBank Gene Database,M90656,BE0000166
GenBank Protein Database,183039,BE0000166
UniProtKB,P48506,BE0000166
UniProt Accession,GSH1_HUMAN,BE0000166
HUGO Gene Nomenclature Committee (HGNC),HGNC:2874,BE0001184
GenAtlas,NQO1,BE0001184
GenBank Gene Database,J03934,BE0001184
GenBank Protein Database,189246,BE0001184
UniProtKB,P15559,BE0001184
UniProt Accession,NQO1_HUMAN,BE0001184
HUGO Gene Nomenclature Committee (HGNC),HGNC:5013,BE0000735
GenAtlas,HMOX1,BE0000735
GenBank Gene Database,X06985,BE0000735
GenBank Protein Database,35173,BE0000735
Guide to Pharmacology,1441,BE0000735
UniProtKB,P09601,BE0000735
UniProt Accession,HMOX1_HUMAN,BE0000735
HUGO Gene Nomenclature Committee (HGNC),HGNC:11179,BE0002390
GenAtlas,SOD1,BE0002390
GenBank Gene Database,L44139,BE0002390
UniProtKB,P00441,BE0002390
UniProt Accession,SODC_HUMAN,BE0002390
HUGO Gene Nomenclature Committee (HGNC),HGNC:2595,BE0003543
GenBank Gene Database,K03191,BE0003543
GenBank Protein Database,181276,BE0003543
Guide to Pharmacology,1318,BE0003543
UniProtKB,P04798,BE0003543
UniProt Accession,CP1A1_HUMAN,BE0003543
HUGO Gene Nomenclature Committee (HGNC),HGNC:8819,BE0000042
GenAtlas,PDXK,BE0000042
GenBank Gene Database,U89606,BE0000042
GenBank Protein Database,1946349,BE0000042
UniProtKB,O00764,BE0000042
UniProt Accession,PDXK_HUMAN,BE0000042
HUGO Gene Nomenclature Committee (HGNC),HGNC:30259,BE0000278
GenAtlas,PDXP,BE0000278
GenBank Gene Database,AY125047,BE0000278
GenBank Protein Database,37545684,BE0000278
UniProtKB,Q96GD0,BE0000278
UniProt Accession,PLPP_HUMAN,BE0000278
HUGO Gene Nomenclature Committee (HGNC),HGNC:438,BE0003546
GenBank Gene Database,X14174,BE0003546
GenBank Protein Database,28738,BE0003546
UniProtKB,P05186,BE0003546
UniProt Accession,PPBT_HUMAN,BE0003546
HUGO Gene Nomenclature Committee (HGNC),HGNC:9208,BE0002364
GenAtlas,POR,BE0002364
GenBank Gene Database,S90469,BE0002364
GenBank Protein Database,247307,BE0002364
UniProtKB,P16435,BE0002364
UniProt Accession,NCPR_HUMAN,BE0002364
HUGO Gene Nomenclature Committee (HGNC),HGNC:2634,BE0003683
GenBank Gene Database,U37143,BE0003683
GenBank Protein Database,18254513,BE0003683
Guide to Pharmacology,1332,BE0003683
UniProtKB,P51589,BE0003683
UniProt Accession,CP2J2_HUMAN,BE0003683
HUGO Gene Nomenclature Committee (HGNC),HGNC:2622,BE0002887
GenAtlas,CYP2C8,BE0002887
GenBank Gene Database,M17397,BE0002887
Guide to Pharmacology,1325,BE0002887
UniProtKB,P10632,BE0002887
UniProt Accession,CP2C8_HUMAN,BE0002887
HUGO Gene Nomenclature Committee (HGNC),HGNC:2610,BE0003336
GenAtlas,CYP2A6,BE0003336
GenBank Gene Database,X13897,BE0003336
Guide to Pharmacology,1321,BE0003336
UniProtKB,P11509,BE0003336
UniProt Accession,CP2A6_HUMAN,BE0003336
HUGO Gene Nomenclature Committee (HGNC),HGNC:257,BE0003540
GenBank Gene Database,U50196,BE0003540
GenBank Protein Database,1224125,BE0003540
Guide to Pharmacology,1231,BE0003540
UniProtKB,P55263,BE0003540
UniProt Accession,ADK_HUMAN,BE0003540
HUGO Gene Nomenclature Committee (HGNC),HGNC:9453,BE0002330
GenAtlas,PRODH,BE0002330
GenBank Gene Database,U82381,BE0002330
GenBank Protein Database,2677802,BE0002330
UniProtKB,O43272,BE0002330
UniProt Accession,PROD_HUMAN,BE0002330
HUGO Gene Nomenclature Committee (HGNC),HGNC:12530,BE0003541
GenBank Gene Database,M57899,BE0003541
GenBank Protein Database,184473,BE0003541
UniProtKB,P22309,BE0003541
UniProt Accession,UD11_HUMAN,BE0003541
HUGO Gene Nomenclature Committee (HGNC),HGNC:2637,BE0004866
GenAtlas,CYP3A4,BE0004866
GenBank Gene Database,M18907,BE0004866
Guide to Pharmacology,1337,BE0004866
UniProtKB,P08684,BE0004866
UniProt Accession,CP3A4_HUMAN,BE0004866
HUGO Gene Nomenclature Committee (HGNC),HGNC:2615,BE0003549
GenBank Gene Database,M29874,BE0003549
GenBank Protein Database,181296,BE0003549
Guide to Pharmacology,1324,BE0003549
UniProtKB,P20813,BE0003549
UniProt Accession,CP2B6_HUMAN,BE0003549
HUGO Gene Nomenclature Committee (HGNC),HGNC:435,BE0000248
GenAtlas,ALOX5,BE0000248
GenBank Gene Database,J03600,BE0000248
GenBank Protein Database,187193,BE0000248
Guide to Pharmacology,1385,BE0000248
UniProtKB,P09917,BE0000248
UniProt Accession,LOX5_HUMAN,BE0000248
HUGO Gene Nomenclature Committee (HGNC),HGNC:2608,BE0003534
GenBank Gene Database,AF209774,BE0003534
GenBank Protein Database,11494143,BE0003534
UniProtKB,Q16696,BE0003534
UniProt Accession,CP2AD_HUMAN,BE0003534
HUGO Gene Nomenclature Committee (HGNC),HGNC:6834,BE0002196
GenAtlas,MAOB,BE0002196
GenBank Gene Database,S62734,BE0002196
GenBank Protein Database,398415,BE0002196
Guide to Pharmacology,2490,BE0002196
UniProtKB,P27338,BE0002196
UniProt Accession,AOFB_HUMAN,BE0002196
HUGO Gene Nomenclature Committee (HGNC),HGNC:3769,BE0003609
GenBank Gene Database,M64082,BE0003609
GenBank Protein Database,182671,BE0003609
UniProtKB,Q01740,BE0003609
UniProt Accession,FMO1_HUMAN,BE0003609
HUGO Gene Nomenclature Committee (HGNC),HGNC:12546,BE0004696
UniProtKB,P54855,BE0004696
UniProt Accession,UDB15_HUMAN,BE0004696
HUGO Gene Nomenclature Committee (HGNC),HGNC:186,BE0002214
GenAtlas,ADA,BE0002214
GenBank Gene Database,X02994,BE0002214
GenBank Protein Database,28380,BE0002214
Guide to Pharmacology,1230,BE0002214
UniProtKB,P00813,BE0002214
UniProt Accession,ADA_HUMAN,BE0002214
HUGO Gene Nomenclature Committee (HGNC),HGNC:2594,BE0002090
GenAtlas,CYP19A1,BE0002090
GenBank Gene Database,M22246,BE0002090
GenBank Protein Database,179002,BE0002090
Guide to Pharmacology,1362,BE0002090
UniProtKB,P11511,BE0002090
UniProt Accession,CP19A_HUMAN,BE0002090
HUGO Gene Nomenclature Committee (HGNC),HGNC:2640,BE0003612
GenBank Gene Database,D00408,BE0003612
GenBank Protein Database,220149,BE0003612
UniProtKB,P24462,BE0003612
UniProt Accession,CP3A7_HUMAN,BE0003612
HUGO Gene Nomenclature Committee (HGNC),HGNC:12535,BE0003677
GenBank Gene Database,M84127,BE0003677
GenBank Protein Database,340135,BE0003677
UniProtKB,P35503,BE0003677
UniProt Accession,UD13_HUMAN,BE0003677
HUGO Gene Nomenclature Committee (HGNC),HGNC:12536,BE0003544
GenBank Gene Database,M57951,BE0003544
GenBank Protein Database,184475,BE0003544
UniProtKB,P22310,BE0003544
UniProt Accession,UD14_HUMAN,BE0003544
HUGO Gene Nomenclature Committee (HGNC),HGNC:12538,BE0004694
UniProtKB,P19224,BE0004694
UniProt Accession,UD16_HUMAN,BE0004694
HUGO Gene Nomenclature Committee (HGNC),HGNC:12539,BE0004695
UniProtKB,Q9HAW7,BE0004695
UniProt Accession,UD17_HUMAN,BE0004695
HUGO Gene Nomenclature Committee (HGNC),HGNC:12540,BE0003682
GenBank Gene Database,AF030310,BE0003682
GenBank Protein Database,2613044,BE0003682
UniProtKB,Q9HAW9,BE0003682
UniProt Accession,UD18_HUMAN,BE0003682
HUGO Gene Nomenclature Committee (HGNC),HGNC:12541,BE0003538
GenBank Gene Database,S55985,BE0003538
GenBank Protein Database,7690346,BE0003538
UniProtKB,O60656,BE0003538
UniProt Accession,UD19_HUMAN,BE0003538
HUGO Gene Nomenclature Committee (HGNC),HGNC:12531,BE0003678
GenBank Gene Database,U89508,BE0003678
GenBank Protein Database,2039362,BE0003678
UniProtKB,Q9HAW8,BE0003678
UniProt Accession,UD110_HUMAN,BE0003678
HUGO Gene Nomenclature Committee (HGNC),HGNC:12554,BE0003679
GenBank Gene Database,J05428,BE0003679
GenBank Protein Database,340080,BE0003679
UniProtKB,P16662,BE0003679
UniProt Accession,UD2B7_HUMAN,BE0003679
HUGO Gene Nomenclature Committee (HGNC),HGNC:1863,BE0002705
GenAtlas,CES1,BE0002705
GenBank Gene Database,M73499,BE0002705
Guide to Pharmacology,2592,BE0002705
UniProtKB,P23141,BE0002705
UniProt Accession,EST1_HUMAN,BE0002705
HUGO Gene Nomenclature Committee (HGNC),HGNC:9206,BE0003562
GenBank Gene Database,AF320003,BE0003562
GenBank Protein Database,12751374,BE0003562
UniProtKB,Q15166,BE0003562
UniProt Accession,PON3_HUMAN,BE0003562
HUGO Gene Nomenclature Committee (HGNC),HGNC:2704,BE0002804
GenAtlas,DCK,BE0002804
GenBank Gene Database,M60527,BE0002804
UniProtKB,P27707,BE0002804
UniProt Accession,DCK_HUMAN,BE0002804
HUGO Gene Nomenclature Committee (HGNC),HGNC:7645,BE0003608
GenBank Gene Database,D90041,BE0003608
GenBank Protein Database,219414,BE0003608
UniProtKB,P18440,BE0003608
UniProt Accession,ARY1_HUMAN,BE0003608
HUGO Gene Nomenclature Committee (HGNC),HGNC:3771,BE0003606
GenBank Gene Database,M83772,BE0003606
GenBank Protein Database,188631,BE0003606
UniProtKB,P31513,BE0003606
UniProt Accession,FMO3_HUMAN,BE0003606
HUGO Gene Nomenclature Committee (HGNC),HGNC:7646,BE0003607
GenBank Gene Database,D90040,BE0003607
GenBank Protein Database,219412,BE0003607
UniProtKB,P11245,BE0003607
UniProt Accession,ARY2_HUMAN,BE0003607
HUGO Gene Nomenclature Committee (HGNC),HGNC:2591,BE0000731
GenAtlas,CYP11B1,BE0000731
GenBank Gene Database,M32879,BE0000731
GenBank Protein Database,181333,BE0000731
Guide to Pharmacology,1359,BE0000731
UniProtKB,P15538,BE0000731
UniProt Accession,C11B1_HUMAN,BE0000731
HUGO Gene Nomenclature Committee (HGNC),HGNC:3401,BE0009565
UniProtKB,P07099,BE0009565
UniProt Accession,HYEP_HUMAN,BE0009565
HUGO Gene Nomenclature Committee (HGNC),HGNC:2228,BE0002089
GenAtlas,COMT,BE0002089
GenBank Gene Database,M65212,BE0002089
GenBank Protein Database,180920,BE0002089
Guide to Pharmacology,2472,BE0002089
UniProtKB,P21964,BE0002089
UniProt Accession,COMT_HUMAN,BE0002089
UniProtKB,P05178,BE0009371
UniProt Accession,CP2C6_RAT,BE0009371
UniProtKB,P08683,BE0009372
UniProt Accession,CP2CB_RAT,BE0009372
HUGO Gene Nomenclature Committee (HGNC),HGNC:1059,BE0004697
UniProtKB,Q13867,BE0004697
UniProt Accession,BLMH_HUMAN,BE0004697
HUGO Gene Nomenclature Committee (HGNC),HGNC:2592,BE0003542
GenBank Gene Database,X54741,BE0003542
GenBank Protein Database,35200,BE0003542
Guide to Pharmacology,1360,BE0003542
UniProtKB,P19099,BE0003542
UniProt Accession,C11B2_HUMAN,BE0003542
HUGO Gene Nomenclature Committee (HGNC),HGNC:12553,BE0003681
GenBank Gene Database,Y00317,BE0003681
GenBank Protein Database,37589,BE0003681
UniProtKB,P06133,BE0003681
UniProt Accession,UD2B4_HUMAN,BE0003681
HUGO Gene Nomenclature Committee (HGNC),HGNC:362,BE0004477
UniProtKB,P54819,BE0004477
UniProt Accession,KAD2_HUMAN,BE0004477
HUGO Gene Nomenclature Committee (HGNC),HGNC:363,BE0004780
UniProtKB,P27144,BE0004780
UniProt Accession,KAD4_HUMAN,BE0004780
HUGO Gene Nomenclature Committee (HGNC),HGNC:7849,BE0009626
GenAtlas,NME1,BE0009626
GenBank Gene Database,X75598,BE0009626
UniProtKB,P15531,BE0009626
UniProt Accession,NDKA_HUMAN,BE0009626
HUGO Gene Nomenclature Committee (HGNC),HGNC:1991,BE0009627
GenAtlas,CKB,BE0009627
GenBank Gene Database,M16451,BE0009627
GenBank Protein Database,180572,BE0009627
UniProtKB,P12277,BE0009627
UniProt Accession,KCRB_HUMAN,BE0009627
HUGO Gene Nomenclature Committee (HGNC),HGNC:11453,BE0000927
GenAtlas,SULT1A1,BE0000927
GenBank Gene Database,L10819,BE0000927
GenBank Protein Database,179042,BE0000927
UniProtKB,P50225,BE0000927
UniProt Accession,ST1A1_HUMAN,BE0000927
HUGO Gene Nomenclature Committee (HGNC),HGNC:11455,BE0004767
UniProtKB,P0DMM9,BE0004767
UniProt Accession,ST1A3_HUMAN,BE0004767
HUGO Gene Nomenclature Committee (HGNC),HGNC:3553,BE0002194
GenAtlas,FAAH,BE0002194
GenBank Gene Database,U82535,BE0002194
GenBank Protein Database,2149156,BE0002194
Guide to Pharmacology,1400,BE0002194
UniProtKB,O00519,BE0002194
UniProt Accession,FAAH1_HUMAN,BE0002194
HUGO Gene Nomenclature Committee (HGNC),HGNC:4632,BE0000807
GenAtlas,GSTM1,BE0000807
GenBank Gene Database,X08020,BE0000807
GenBank Protein Database,31924,BE0000807
UniProtKB,P09488,BE0000807
UniProt Accession,GSTM1_HUMAN,BE0000807
HUGO Gene Nomenclature Committee (HGNC),HGNC:12544,BE0009343
UniProtKB,P36537,BE0009343
UniProt Accession,UDB10_HUMAN,BE0009343
HUGO Gene Nomenclature Committee (HGNC),HGNC:3148,BE0002193
GenAtlas,ECGF1,BE0002193
GenBank Gene Database,M63193,BE0002193
GenBank Protein Database,189701,BE0002193
UniProtKB,P19971,BE0002193
UniProt Accession,TYPH_HUMAN,BE0002193
HUGO Gene Nomenclature Committee (HGNC),HGNC:5157,BE0000077
GenAtlas,HPRT1,BE0000077
GenBank Gene Database,M31642,BE0000077
GenBank Protein Database,306885,BE0000077
UniProtKB,P00492,BE0000077
UniProt Accession,HPRT_HUMAN,BE0000077
HUGO Gene Nomenclature Committee (HGNC),HGNC:108,BE0000426
GenAtlas,ACHE,BE0000426
GenBank Gene Database,M55040,BE0000426
GenBank Protein Database,177975,BE0000426
Guide to Pharmacology,2465,BE0000426
UniProtKB,P22303,BE0000426
UniProt Accession,ACES_HUMAN,BE0000426
GenBank Gene Database,M29873,BE0001052
GenBank Protein Database,181294,BE0001052
UniProtKB,Q14097,BE0001052
UniProt Accession,Q14097_HUMAN,BE0001052
HUGO Gene Nomenclature Committee (HGNC),HGNC:2593,BE0000344
GenAtlas,CYP17A1,BE0000344
GenBank Gene Database,M14564,BE0000344
GenBank Protein Database,181342,BE0000344
Guide to Pharmacology,1361,BE0000344
UniProtKB,P05093,BE0000344
UniProt Accession,CP17A_HUMAN,BE0000344
HUGO Gene Nomenclature Committee (HGNC),HGNC:1548,BE0003074
GenAtlas,CBR1,BE0003074
GenBank Gene Database,J04056,BE0003074
Guide to Pharmacology,1383,BE0003074
UniProtKB,P16152,BE0003074
UniProt Accession,CBR1_HUMAN,BE0003074
UniProtKB,Q6LAP9,BE0004740
UniProt Accession,Q6LAP9_HUMAN,BE0004740
HUGO Gene Nomenclature Committee (HGNC),HGNC:11830,BE0001260
GenAtlas,TK1,BE0001260
GenBank Gene Database,K02581,BE0001260
GenBank Protein Database,339709,BE0001260
UniProtKB,P04183,BE0001260
UniProt Accession,KITH_HUMAN,BE0001260
HUGO Gene Nomenclature Committee (HGNC),HGNC:404,BE0000133
GenAtlas,ALDH2,BE0000133
GenBank Gene Database,X05409,BE0000133
GenBank Protein Database,28606,BE0000133
Guide to Pharmacology,2595,BE0000133
UniProtKB,P05091,BE0000133
UniProt Accession,ALDH2_HUMAN,BE0000133
HUGO Gene Nomenclature Committee (HGNC),HGNC:12014,BE0000987
GenAtlas,TPMT,BE0000987
GenBank Gene Database,S62904,BE0000987
GenBank Protein Database,386420,BE0000987
UniProtKB,P51580,BE0000987
UniProt Accession,TPMT_HUMAN,BE0000987
HUGO Gene Nomenclature Committee (HGNC),HGNC:1712,BE0002443
GenAtlas,CDA,BE0002443
GenBank Gene Database,L27943,BE0002443
UniProtKB,P32320,BE0002443
UniProt Accession,CDD_HUMAN,BE0002443
GenBank Gene Database,X07848,BE0001542
GenBank Protein Database,47025,BE0001542
UniProtKB,P00484,BE0001542
UniProt Accession,CAT3_ECOLX,BE0001542
GenBank Gene Database,AF036933,BE0001320
GenBank Protein Database,4104539,BE0001320
UniProtKB,P26841,BE0001320
UniProt Accession,CAT4_PSEAE,BE0001320
GenBank Gene Database,U09991,BE0001493
GenBank Protein Database,498888,BE0001493
UniProtKB,Q56148,BE0001493
UniProt Accession,CPT_STRVP,BE0001493
HUGO Gene Nomenclature Committee (HGNC),HGNC:40,BE0001032
GenAtlas,ABCB1,BE0001032
GenBank Gene Database,M14758,BE0001032
GenBank Protein Database,307180,BE0001032
UniProtKB,P08183,BE0001032
UniProt Accession,MDR1_HUMAN,BE0001032
HUGO Gene Nomenclature Committee (HGNC),HGNC:5208,BE0000329
GenAtlas,HSD11B1,BE0000329
GenBank Gene Database,M76665,BE0000329
GenBank Protein Database,179475,BE0000329
Guide to Pharmacology,2763,BE0000329
UniProtKB,P28845,BE0000329
UniProt Accession,DHI1_HUMAN,BE0000329
HUGO Gene Nomenclature Committee (HGNC),HGNC:384,BE0000126
GenAtlas,AKR1C1,BE0000126
GenBank Gene Database,M86609,BE0000126
GenBank Protein Database,181549,BE0000126
UniProtKB,Q04828,BE0000126
UniProt Accession,AK1C1_HUMAN,BE0000126
HUGO Gene Nomenclature Committee (HGNC),HGNC:385,BE0000622
GenAtlas,AKR1C2,BE0000622
GenBank Gene Database,U05598,BE0000622
GenBank Protein Database,531160,BE0000622
UniProtKB,P52895,BE0000622
UniProt Accession,AK1C2_HUMAN,BE0000622
HUGO Gene Nomenclature Committee (HGNC),HGNC:387,BE0000438
GenAtlas,AKR1C4,BE0000438
GenBank Gene Database,S68287,BE0000438
GenBank Protein Database,4261710,BE0000438
UniProtKB,P17516,BE0000438
UniProt Accession,AK1C4_HUMAN,BE0000438
HUGO Gene Nomenclature Committee (HGNC),HGNC:477,BE0002639
GenAtlas,AMY2A,BE0002639
GenBank Gene Database,M18785,BE0002639
UniProtKB,P04746,BE0002639
UniProt Accession,AMYP_HUMAN,BE0002639
HUGO Gene Nomenclature Committee (HGNC),HGNC:12530,BE0009758
GenBank Gene Database,M57899,BE0009758
GenBank Protein Database,184473,BE0009758
UniProtKB,P22309,BE0009758
UniProt Accession,UD11_HUMAN,BE0009758
GenBank Gene Database,Y09702,BE0002674
UniProtKB,P94692,BE0002674
UniProt Accession,POR_DESAF,BE0002674
UniProtKB,P9WJI5,BE0004429
UniProt Accession,NAT_MYCTU,BE0004429
HUGO Gene Nomenclature Committee (HGNC),HGNC:4641,BE0000818
GenAtlas,GSTT1,BE0000818
GenBank Gene Database,X79389,BE0000818
GenBank Protein Database,510905,BE0000818
UniProtKB,P30711,BE0000818
UniProt Accession,GSTT1_HUMAN,BE0000818
HUGO Gene Nomenclature Committee (HGNC),HGNC:7393,BE0004778
UniProtKB,P04731,BE0004778
UniProt Accession,MT1A_HUMAN,BE0004778
HUGO Gene Nomenclature Committee (HGNC),HGNC:7406,BE0004779
UniProtKB,P02795,BE0004779
UniProt Accession,MT2_HUMAN,BE0004779
HUGO Gene Nomenclature Committee (HGNC),HGNC:3012,BE0000960
GenAtlas,DPYD,BE0000960
GenBank Gene Database,U09178,BE0000960
GenBank Protein Database,558305,BE0000960
UniProtKB,Q12882,BE0000960
UniProt Accession,DPYD_HUMAN,BE0000960
HUGO Gene Nomenclature Committee (HGNC),HGNC:12576,BE0002456
GenAtlas,UPP1,BE0002456
GenBank Gene Database,X90858,BE0002456
UniProtKB,Q16831,BE0002456
UniProt Accession,UPP1_HUMAN,BE0002456
HUGO Gene Nomenclature Committee (HGNC),HGNC:23061,BE0002457
GenAtlas,UPP2,BE0002457
GenBank Gene Database,AY225131,BE0002457
UniProtKB,O95045,BE0002457
UniProt Accession,UPP2_HUMAN,BE0002457
HUGO Gene Nomenclature Committee (HGNC),HGNC:12441,BE0000324
GenAtlas,TYMS,BE0000324
GenBank Gene Database,X02308,BE0000324
GenBank Protein Database,37479,BE0000324
Guide to Pharmacology,2642,BE0000324
UniProtKB,P04818,BE0000324
UniProt Accession,TYSY_HUMAN,BE0000324
HUGO Gene Nomenclature Committee (HGNC),HGNC:12563,BE0004473
UniProtKB,P11172,BE0004473
UniProt Accession,UMPS_HUMAN,BE0004473
HUGO Gene Nomenclature Committee (HGNC),HGNC:9238,BE0000374
GenAtlas,PPAT,BE0000374
GenBank Gene Database,D13757,BE0000374
GenBank Protein Database,219459,BE0000374
UniProtKB,Q06203,BE0000374
UniProt Accession,PUR1_HUMAN,BE0000374
HUGO Gene Nomenclature Committee (HGNC),HGNC:2689,BE0000138
GenAtlas,DBH,BE0000138
GenBank Gene Database,X13255,BE0000138
GenBank Protein Database,30474,BE0000138
Guide to Pharmacology,2486,BE0000138
UniProtKB,P09172,BE0000138
UniProt Accession,DOPO_HUMAN,BE0000138
HUGO Gene Nomenclature Committee (HGNC),HGNC:8891,BE0003559
GenBank Gene Database,U30255,BE0003559
GenBank Protein Database,984325,BE0003559
UniProtKB,P52209,BE0003559
UniProt Accession,6PGD_HUMAN,BE0003559
HUGO Gene Nomenclature Committee (HGNC),HGNC:3824,BE0000700
GenAtlas,FPGS,BE0000700
GenBank Gene Database,M98045,BE0000700
GenBank Protein Database,292029,BE0000700
UniProtKB,Q05932,BE0000700
UniProt Accession,FOLC_HUMAN,BE0000700
HUGO Gene Nomenclature Committee (HGNC),HGNC:794,BE0001240
GenAtlas,ATIC,BE0001240
GenBank Gene Database,U37436,BE0001240
GenBank Protein Database,1263196,BE0001240
UniProtKB,P31939,BE0001240
UniProt Accession,PUR9_HUMAN,BE0001240
HUGO Gene Nomenclature Committee (HGNC),HGNC:4693,BE0002351
GenAtlas,GUK1,BE0002351
GenBank Gene Database,L76200,BE0002351
GenBank Protein Database,1196436,BE0002351
UniProtKB,Q16774,BE0002351
UniProt Accession,KGUA_HUMAN,BE0002351
GenBank Gene Database,J02224,BE0000514
GenBank Protein Database,330210,BE0000514
UniProtKB,P06478,BE0000514
UniProt Accession,KITH_HHV1C,BE0000514
HUGO Gene Nomenclature Committee (HGNC),HGNC:9031,BE0001640
GenAtlas,PLA2G2A,BE0001640
GenBank Gene Database,M22430,BE0001640
GenBank Protein Database,190889,BE0001640
Guide to Pharmacology,1417,BE0001640
UniProtKB,P14555,BE0001640
UniProt Accession,PA2GA_HUMAN,BE0001640
HUGO Gene Nomenclature Committee (HGNC),HGNC:80,BE0000351
GenAtlas,ABP1,BE0000351
GenBank Gene Database,M55602,BE0000351
GenBank Protein Database,177960,BE0000351
UniProtKB,P19801,BE0000351
UniProt Accession,AOC1_HUMAN,BE0000351
UniProtKB,Q9TRC7,BE0004667
UniProt Accession,AOC1_PIG,BE0004667
HUGO Gene Nomenclature Committee (HGNC),HGNC:5218,BE0000059
GenAtlas,HSD3B2,BE0000059
GenBank Gene Database,M67466,BE0000059
GenBank Protein Database,184401,BE0000059
UniProtKB,P26439,BE0000059
