resource,identifier,parent_key
HUGO Gene Nomenclature Committee (HGNC),HGNC:11001,BE0004705
UniProtKB,O00337,BE0004705
UniProt Accession,S28A1_HUMAN,BE0004705
HUGO Gene Nomenclature Committee (HGNC),HGNC:11003,BE0001204
GenAtlas,SLC29A1,BE0001204
GenBank Gene Database,U81375,BE0001204
GenBank Protein Database,1845345,BE0001204
Guide to Pharmacology,1117,BE0001204
UniProtKB,Q99808,BE0001204
UniProt Accession,S29A1_HUMAN,BE0001204
HUGO Gene Nomenclature Committee (HGNC),HGNC:11004,BE0004706
UniProtKB,Q14542,BE0004706
UniProt Accession,S29A2_HUMAN,BE0004706
HUGO Gene Nomenclature Committee (HGNC),HGNC:11016,BE0003649
GenBank Gene Database,U83460,BE0003649
GenBank Protein Database,2315987,BE0003649
UniProtKB,O15431,BE0003649
UniProt Accession,COPT1_HUMAN,BE0003649
HUGO Gene Nomenclature Committee (HGNC),HGNC:11017,BE0003662
GenBank Gene Database,U83461,BE0003662
GenBank Protein Database,2315989,BE0003662
UniProtKB,O15432,BE0003662
UniProt Accession,COPT2_HUMAN,BE0003662
HUGO Gene Nomenclature Committee (HGNC),HGNC:870,BE0003664
GenBank Gene Database,U11700,BE0003664
GenBank Protein Database,551502,BE0003664
UniProtKB,P35670,BE0003664
UniProt Accession,ATP7B_HUMAN,BE0003664
HUGO Gene Nomenclature Committee (HGNC),HGNC:869,BE0003666
GenBank Gene Database,L06133,BE0003666
GenBank Protein Database,179253,BE0003666
UniProtKB,Q04656,BE0003666
UniProt Accession,ATP7A_HUMAN,BE0003666
HUGO Gene Nomenclature Committee (HGNC),HGNC:10937,BE0004711
UniProtKB,P41440,BE0004711
UniProt Accession,S19A1_HUMAN,BE0004711
HUGO Gene Nomenclature Committee (HGNC),HGNC:3791,BE0003405
GenAtlas,FOLR1,BE0003405
GenBank Gene Database,M28099,BE0003405
UniProtKB,P15328,BE0003405
UniProt Accession,FOLR1_HUMAN,BE0003405
HUGO Gene Nomenclature Committee (HGNC),HGNC:3793,BE0000271
GenAtlas,FOLR2,BE0000271
GenBank Gene Database,X69516,BE0000271
GenBank Protein Database,1655592,BE0000271
UniProtKB,P14207,BE0000271
UniProt Accession,FOLR2_HUMAN,BE0000271
HUGO Gene Nomenclature Committee (HGNC),HGNC:20302,BE0003669
GenBank Gene Database,AY145502,BE0003669
GenBank Protein Database,24429900,BE0003669
UniProtKB,Q86VW1,BE0003669
UniProt Accession,S22AG_HUMAN,BE0003669
HUGO Gene Nomenclature Committee (HGNC),HGNC:10591,BE0002083
GenAtlas,SCN4A,BE0002083
GenBank Gene Database,M81758,BE0002083
GenBank Protein Database,338213,BE0002083
IUPHAR,581,BE0002083
Guide to Pharmacology,581,BE0002083
UniProtKB,P35499,BE0002083
UniProt Accession,SCN4A_HUMAN,BE0002083
HUGO Gene Nomenclature Committee (HGNC),HGNC:100,BE0000353
GenAtlas,ACCN2,BE0000353
GenBank Gene Database,U78180,BE0000353
GenBank Protein Database,1871168,BE0000353
Guide to Pharmacology,684,BE0000353
UniProtKB,P78348,BE0000353
UniProt Accession,ASIC1_HUMAN,BE0000353
HUGO Gene Nomenclature Committee (HGNC),HGNC:6296,BE0000897
GenAtlas,KCNQ2,BE0000897
GenBank Gene Database,D82346,BE0000897
GenBank Protein Database,1841342,BE0000897
IUPHAR,561,BE0000897
Guide to Pharmacology,561,BE0000897
UniProtKB,O43526,BE0000897
UniProt Accession,KCNQ2_HUMAN,BE0000897
HUGO Gene Nomenclature Committee (HGNC),HGNC:6297,BE0002398
GenAtlas,KCNQ3,BE0002398
GenBank Gene Database,AF071491,BE0002398
IUPHAR,562,BE0002398
Guide to Pharmacology,562,BE0002398
UniProtKB,O43525,BE0002398
UniProt Accession,KCNQ3_HUMAN,BE0002398
HUGO Gene Nomenclature Committee (HGNC),HGNC:33,BE0003671
GenBank Gene Database,U78735,BE0003671
GenBank Protein Database,1699038,BE0003671
UniProtKB,Q99758,BE0003671
UniProt Accession,ABCA3_HUMAN,BE0003671
UniProtKB,P42332,BE0009705
UniProt Accession,BCRA_BACLI,BE0009705
UniProtKB,P42333,BE0009706
UniProt Accession,BCRB_BACLI,BE0009706
UniProtKB,P42334,BE0009707
UniProt Accession,BCRC_BACLI,BE0009707
HUGO Gene Nomenclature Committee (HGNC),HGNC:17989,BE0004782
Guide to Pharmacology,1031,BE0004782
UniProtKB,Q96S37,BE0004782
UniProt Accession,S22AC_HUMAN,BE0004782
HUGO Gene Nomenclature Committee (HGNC),HGNC:13446,BE0004783
UniProtKB,Q9NRM0,BE0004783
UniProt Accession,GTR9_HUMAN,BE0004783
HUGO Gene Nomenclature Committee (HGNC),HGNC:10935,BE0000118
GenAtlas,SLC18A2,BE0000118
GenBank Gene Database,L09118,BE0000118
GenBank Protein Database,292335,BE0000118
Guide to Pharmacology,1012,BE0000118
UniProtKB,Q05940,BE0000118
UniProt Accession,VMAT2_HUMAN,BE0000118
HUGO Gene Nomenclature Committee (HGNC),HGNC:11049,BE0000647
GenAtlas,SLC6A3,BE0000647
GenBank Gene Database,M96670,BE0000647
GenBank Protein Database,553260,BE0000647
Guide to Pharmacology,927,BE0000647
UniProtKB,Q01959,BE0000647
UniProt Accession,SC6A3_HUMAN,BE0000647
HUGO Gene Nomenclature Committee (HGNC),HGNC:2338,BE0000508
GenAtlas,CRABP1,BE0000508
GenBank Gene Database,S74445,BE0000508
GenBank Protein Database,241542,BE0000508
UniProtKB,P29762,BE0000508
UniProt Accession,RABP1_HUMAN,BE0000508
HUGO Gene Nomenclature Committee (HGNC),HGNC:2339,BE0000782
GenAtlas,CRABP2,BE0000782
GenBank Gene Database,M68867,BE0000782
GenBank Protein Database,181026,BE0000782
UniProtKB,P29373,BE0000782
UniProt Accession,RABP2_HUMAN,BE0000782
HUGO Gene Nomenclature Committee (HGNC),HGNC:10911,BE0000281
GenAtlas,SLC12A2,BE0000281
GenBank Gene Database,U30246,BE0000281
GenBank Protein Database,903682,BE0000281
Guide to Pharmacology,969,BE0000281
UniProtKB,P55011,BE0000281
UniProt Accession,S12A2_HUMAN,BE0000281
HUGO Gene Nomenclature Committee (HGNC),HGNC:10910,BE0000502
GenAtlas,SLC12A1,BE0000502
GenBank Gene Database,U58130,BE0000502
GenBank Protein Database,1373425,BE0000502
Guide to Pharmacology,968,BE0000502
UniProtKB,Q13621,BE0000502
UniProt Accession,S12A1_HUMAN,BE0000502
HUGO Gene Nomenclature Committee (HGNC),HGNC:13818,BE0000047
GenAtlas,SLC12A5,BE0000047
GenBank Gene Database,AF208159,BE0000047
GenBank Protein Database,12003227,BE0000047
Guide to Pharmacology,972,BE0000047
UniProtKB,Q9H2X9,BE0000047
UniProt Accession,S12A5_HUMAN,BE0000047
HUGO Gene Nomenclature Committee (HGNC),HGNC:10914,BE0000140
GenAtlas,SLC12A6,BE0000140
GenBank Gene Database,AF116242,BE0000140
GenBank Protein Database,6693798,BE0000140
UniProtKB,Q9UHW9,BE0000140
UniProt Accession,S12A6_HUMAN,BE0000140
HUGO Gene Nomenclature Committee (HGNC),HGNC:10915,BE0000276
GenAtlas,SLC12A7,BE0000276
GenBank Gene Database,AF105365,BE0000276
GenBank Protein Database,5106521,BE0000276
UniProtKB,Q9Y666,BE0000276
UniProt Accession,S12A7_HUMAN,BE0000276
HUGO Gene Nomenclature Committee (HGNC),HGNC:10913,BE0000601
GenAtlas,SLC12A4,BE0000601
GenBank Gene Database,U55054,BE0000601
GenBank Protein Database,1399212,BE0000601
UniProtKB,Q9UP95,BE0000601
UniProt Accession,S12A4_HUMAN,BE0000601
HUGO Gene Nomenclature Committee (HGNC),HGNC:11036,BE0004754
Guide to Pharmacology,915,BE0004754
UniProtKB,P13866,BE0004754
UniProt Accession,SC5A1_HUMAN,BE0004754
HUGO Gene Nomenclature Committee (HGNC),HGNC:17992,BE0009808
Guide to Pharmacology,495,BE0009808
UniProtKB,Q9HCF6,BE0009808
UniProt Accession,TRPM3_HUMAN,BE0009808
UniProtKB,A0A059JJ46,BE0009791
UniProt Accession,MDR2_TRIIM,BE0009791
HUGO Gene Nomenclature Committee (HGNC),HGNC:35,BE0003670
GenBank Gene Database,AY028897,BE0003670
GenBank Protein Database,17223620,BE0003670
UniProtKB,Q8WWZ7,BE0003670
UniProt Accession,ABCA5_HUMAN,BE0003670
HUGO Gene Nomenclature Committee (HGNC),HGNC:17466,BE0009810
UniProtKB,Q8NBI5,BE0009810
UniProt Accession,S43A3_HUMAN,BE0009810
HUGO Gene Nomenclature Committee (HGNC),HGNC:49,BE0003673
GenBank Gene Database,AF047690,BE0003673
GenBank Protein Database,4321407,BE0003673
UniProtKB,Q9NUT2,BE0003673
UniProt Accession,ABCB8_HUMAN,BE0003673
GenBank Gene Database,J01655,BE0001570
GenBank Protein Database,147010,BE0001570
UniProtKB,P02931,BE0001570
UniProt Accession,OMPF_ECOLI,BE0001570
UniProtKB,P06996,BE0009852
UniProt Accession,OMPC_ECOLI,BE0009852
HUGO Gene Nomenclature Committee (HGNC),HGNC:11002,BE0004781
Guide to Pharmacology,1115,BE0004781
UniProtKB,O43868,BE0004781
UniProt Accession,S28A2_HUMAN,BE0004781
HUGO Gene Nomenclature Committee (HGNC),HGNC:11071,BE0000752
GenAtlas,SLC9A1,BE0000752
GenBank Gene Database,M81768,BE0000752
GenBank Protein Database,178753,BE0000752
UniProtKB,P19634,BE0000752
UniProt Accession,SL9A1_HUMAN,BE0000752
HUGO Gene Nomenclature Committee (HGNC),HGNC:11059,BE0000030
GenAtlas,SLC7A11,BE0000030
GenBank Gene Database,AB026891,BE0000030
GenBank Protein Database,5668545,BE0000030
Guide to Pharmacology,902,BE0000030
UniProtKB,Q9UPY5,BE0000030
UniProt Accession,XCT_HUMAN,BE0000030
UniProtKB,Q61327,BE0009676
UniProt Accession,SC6A3_MOUSE,BE0009676
UniProtKB,Q8BRU6,BE0009675
UniProt Accession,VMAT2_MOUSE,BE0009675
HUGO Gene Nomenclature Committee (HGNC),HGNC:9212,BE0009712
UniProtKB,P14859,BE0009712
UniProt Accession,PO2F1_HUMAN,BE0009712
HUGO Gene Nomenclature Committee (HGNC),HGNC:9213,BE0004865
UniProtKB,P09086,BE0004865
UniProt Accession,PO2F2_HUMAN,BE0004865
UniProtKB,Q91V14,BE0009674
UniProt Accession,S12A5_MOUSE,BE0009674
HUGO Gene Nomenclature Committee (HGNC),HGNC:43,BE0003109
GenAtlas,TAP1,BE0003109
GenBank Gene Database,X66401,BE0003109
UniProtKB,Q03518,BE0003109
UniProt Accession,TAP1_HUMAN,BE0003109
HUGO Gene Nomenclature Committee (HGNC),HGNC:11030,BE0004675
UniProtKB,Q9Y6R1,BE0004675
UniProt Accession,S4A4_HUMAN,BE0004675
HUGO Gene Nomenclature Committee (HGNC),HGNC:11033,BE0004676
UniProtKB,Q9Y6M7,BE0004676
UniProt Accession,S4A7_HUMAN,BE0004676
HUGO Gene Nomenclature Committee (HGNC),HGNC:11034,BE0004680
UniProtKB,Q2Y0W8,BE0004680
UniProt Accession,S4A8_HUMAN,BE0004680
HUGO Gene Nomenclature Committee (HGNC),HGNC:18168,BE0004677
UniProtKB,Q9BY07,BE0004677
UniProt Accession,S4A5_HUMAN,BE0004677
HUGO Gene Nomenclature Committee (HGNC),HGNC:13811,BE0004683
UniProtKB,Q6U841,BE0004683
UniProt Accession,S4A10_HUMAN,BE0004683
HUGO Gene Nomenclature Committee (HGNC),HGNC:11006,BE0001045
GenAtlas,SLC2A2,BE0001045
GenBank Gene Database,J03810,BE0001045
GenBank Protein Database,307125,BE0001045
UniProtKB,P11168,BE0001045
UniProt Accession,GTR2_HUMAN,BE0001045
HUGO Gene Nomenclature Committee (HGNC),HGNC:11010,BE0005216
UniProtKB,P22732,BE0005216
UniProt Accession,GTR5_HUMAN,BE0005216
HUGO Gene Nomenclature Committee (HGNC),HGNC:11011,BE0005217
UniProtKB,Q9UGQ3,BE0005217
UniProt Accession,GTR6_HUMAN,BE0005217
HUGO Gene Nomenclature Committee (HGNC),HGNC:13445,BE0005218
UniProtKB,Q6PXP3,BE0005218
UniProt Accession,GTR7_HUMAN,BE0005218
HUGO Gene Nomenclature Committee (HGNC),HGNC:13812,BE0005219
UniProtKB,Q9NY64,BE0005219
UniProt Accession,GTR8_HUMAN,BE0005219
HUGO Gene Nomenclature Committee (HGNC),HGNC:13444,BE0005220
UniProtKB,O95528,BE0005220
UniProt Accession,GTR10_HUMAN,BE0005220
HUGO Gene Nomenclature Committee (HGNC),HGNC:14239,BE0005221
UniProtKB,Q9BYW1,BE0005221
UniProt Accession,GTR11_HUMAN,BE0005221
HUGO Gene Nomenclature Committee (HGNC),HGNC:18067,BE0005222
UniProtKB,Q8TD20,BE0005222
UniProt Accession,GTR12_HUMAN,BE0005222
HUGO Gene Nomenclature Committee (HGNC),HGNC:11037,BE0004753
Guide to Pharmacology,916,BE0004753
UniProtKB,P31639,BE0004753
UniProt Accession,SC5A2_HUMAN,BE0004753
HUGO Gene Nomenclature Committee (HGNC),HGNC:11052,BE0009148
UniProtKB,P31641,BE0009148
UniProt Accession,SC6A6_HUMAN,BE0009148
HUGO Gene Nomenclature Committee (HGNC),HGNC:30603,BE0004710
UniProtKB,Q3KNW5,BE0004710
UniProt Accession,SOAT_HUMAN,BE0004710
HUGO Gene Nomenclature Committee (HGNC),HGNC:10919,BE0004691
UniProtKB,Q15849,BE0004691
UniProt Accession,UT2_HUMAN,BE0004691
HUGO Gene Nomenclature Committee (HGNC),HGNC:10918,BE0004692
Guide to Pharmacology,982,BE0004692
UniProtKB,Q13336,BE0004692
UniProt Accession,UT1_HUMAN,BE0004692
HUGO Gene Nomenclature Committee (HGNC),HGNC:12530,BE0003541
GenBank Gene Database,M57899,BE0003541
GenBank Protein Database,184473,BE0003541
UniProtKB,P22309,BE0003541
UniProt Accession,UD11_HUMAN,BE0003541
HUGO Gene Nomenclature Committee (HGNC),HGNC:11763,BE0004850
UniProtKB,P02786,BE0004850
UniProt Accession,TFR1_HUMAN,BE0004850
HUGO Gene Nomenclature Committee (HGNC),HGNC:11040,BE0009346
UniProtKB,Q92911,BE0009346
UniProt Accession,SC5A5_HUMAN,BE0009346
HUGO Gene Nomenclature Committee (HGNC),HGNC:8818,BE0009874
UniProtKB,O43511,BE0009874
UniProt Accession,S26A4_HUMAN,BE0009874
HUGO Gene Nomenclature Committee (HGNC),HGNC:45,BE0003641
GenBank Gene Database,M23234,BE0003641
GenBank Protein Database,307181,BE0003641
UniProtKB,P21439,BE0003641
UniProt Accession,MDR3_HUMAN,BE0003641
HUGO Gene Nomenclature Committee (HGNC),HGNC:11740,BE0000510
GenAtlas,TF,BE0000510
GenBank Gene Database,M12530,BE0000510
GenBank Protein Database,339453,BE0000510
UniProtKB,P02787,BE0000510
UniProt Accession,TRFE_HUMAN,BE0000510
HUGO Gene Nomenclature Committee (HGNC),HGNC:3999,BE0000085
GenAtlas,FTL,BE0000085
GenBank Gene Database,M11147,BE0000085
GenBank Protein Database,182514,BE0000085
UniProtKB,P02792,BE0000085
UniProt Accession,FRIL_HUMAN,BE0000085
HUGO Gene Nomenclature Committee (HGNC),HGNC:3976,BE0000399
GenAtlas,FTH1,BE0000399
GenBank Gene Database,X00318,BE0000399
GenBank Protein Database,28435,BE0000399
UniProtKB,P02794,BE0000399
UniProt Accession,FRIH_HUMAN,BE0000399
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,BE0000530
GenAtlas,ALB,BE0000530
GenBank Gene Database,V00494,BE0000530
GenBank Protein Database,28590,BE0000530
UniProtKB,P02768,BE0000530
UniProt Accession,ALBU_HUMAN,BE0000530
HUGO Gene Nomenclature Committee (HGNC),HGNC:2295,BE0001140
GenAtlas,CP,BE0001140
GenBank Gene Database,M13699,BE0001140
GenBank Protein Database,180256,BE0001140
UniProtKB,P00450,BE0001140
UniProt Accession,CERU_HUMAN,BE0001140
UniProtKB,Q19KS1,BE0007205
UniProt Accession,Q19KS1_BOVIN,BE0007205
HUGO Gene Nomenclature Committee (HGNC),HGNC:10908,BE0008685
Guide to Pharmacology,967,BE0008685
UniProtKB,P49281,BE0008685
UniProt Accession,NRAM2_HUMAN,BE0008685
UniProtKB,G3X745,BE0008217
UniProt Accession,GPC1_BOVIN,BE0008217
UniProtKB,Q9WTN6,BE0004785
UniProt Accession,S22AL_MOUSE,BE0004785
HUGO Gene Nomenclature Committee (HGNC),HGNC:10940,BE0000884
GenAtlas,SLC1A2,BE0000884
GenBank Gene Database,U03505,BE0000884
GenBank Protein Database,487341,BE0000884
Guide to Pharmacology,869,BE0000884
UniProtKB,P43004,BE0000884
UniProt Accession,EAA2_HUMAN,BE0000884
HUGO Gene Nomenclature Committee (HGNC),HGNC:10941,BE0001115
GenAtlas,SLC1A3,BE0001115
GenBank Gene Database,L19158,BE0001115
Guide to Pharmacology,868,BE0001115
UniProtKB,P43003,BE0001115
UniProt Accession,EAA1_HUMAN,BE0001115
HUGO Gene Nomenclature Committee (HGNC),HGNC:14411,BE0008678
UniProtKB,Q9BQT8,BE0008678
UniProt Accession,ODC_HUMAN,BE0008678
HUGO Gene Nomenclature Committee (HGNC),HGNC:23089,BE0008677
UniProtKB,Q86YT5,BE0008677
UniProt Accession,S13A5_HUMAN,BE0008677
HUGO Gene Nomenclature Committee (HGNC),HGNC:10979,BE0008676
UniProtKB,P53007,BE0008676
UniProt Accession,TXTP_HUMAN,BE0008676
HUGO Gene Nomenclature Committee (HGNC),HGNC:12536,BE0008629
GenBank Gene Database,M57951,BE0008629
GenBank Protein Database,184475,BE0008629
UniProtKB,P22310,BE0008629
UniProt Accession,UD14_HUMAN,BE0008629
HUGO Gene Nomenclature Committee (HGNC),HGNC:18140,BE0003949
GenBank Gene Database,AF193809,BE0003949
GenBank Protein Database,6625732,BE0003949
UniProtKB,Q9UBD6,BE0003949
UniProt Accession,RHCG_HUMAN,BE0003949
UniProtKB,Q99870,BE0008661
UniProt Accession,Q99870_HUMAN,BE0008661
HUGO Gene Nomenclature Committee (HGNC),HGNC:10946,BE0005055
UniProtKB,Q8WUM9,BE0005055
UniProt Accession,S20A1_HUMAN,BE0005055
HUGO Gene Nomenclature Committee (HGNC),HGNC:10947,BE0008680
UniProtKB,Q08357,BE0008680
UniProt Accession,S20A2_HUMAN,BE0008680
HUGO Gene Nomenclature Committee (HGNC),HGNC:11019,BE0008681
UniProtKB,Q06495,BE0008681
UniProt Accession,NPT2A_HUMAN,BE0008681
HUGO Gene Nomenclature Committee (HGNC),HGNC:11020,BE0008682
UniProtKB,O95436,BE0008682
UniProt Accession,NPT2B_HUMAN,BE0008682
HUGO Gene Nomenclature Committee (HGNC),HGNC:20305,BE0008683
UniProtKB,Q8N130,BE0008683
UniProt Accession,NPT2C_HUMAN,BE0008683
HUGO Gene Nomenclature Committee (HGNC),HGNC:640,BE0010003
UniProtKB,O14520,BE0010003
UniProt Accession,AQP7_HUMAN,BE0010003
HUGO Gene Nomenclature Committee (HGNC),HGNC:643,BE0010004
UniProtKB,O43315,BE0010004
UniProt Accession,AQP9_HUMAN,BE0010004
GenBank Gene Database,X15054,BE0002037
UniProtKB,P0AER0,BE0002037
UniProt Accession,GLPF_ECOLI,BE0002037
HUGO Gene Nomenclature Committee (HGNC),HGNC:17995,BE0005126
Guide to Pharmacology,498,BE0005126
UniProtKB,Q9BX84,BE0005126
UniProt Accession,TRPM6_HUMAN,BE0005126
HUGO Gene Nomenclature Committee (HGNC),HGNC:31046,BE0008673
UniProtKB,Q96GZ6,BE0008673
UniProt Accession,S41A3_HUMAN,BE0008673
HUGO Gene Nomenclature Committee (HGNC),HGNC:103,BE0008674
UniProtKB,Q9H8M5,BE0008674
UniProt Accession,CNNM2_HUMAN,BE0008674
HUGO Gene Nomenclature Committee (HGNC),HGNC:17994,BE0004624
Guide to Pharmacology,499,BE0004624
UniProtKB,Q96QT4,BE0004624
UniProt Accession,TRPM7_HUMAN,BE0004624
HUGO Gene Nomenclature Committee (HGNC),HGNC:11068,BE0000986
GenAtlas,SLC8A1,BE0000986
GenBank Gene Database,M91368,BE0000986
GenBank Protein Database,180673,BE0000986
UniProtKB,P32418,BE0000986
UniProt Accession,NAC1_HUMAN,BE0000986
HUGO Gene Nomenclature Committee (HGNC),HGNC:1396,BE0000012
GenAtlas,CACNA1I,BE0000012
GenBank Gene Database,AF129133,BE0000012
GenBank Protein Database,5565888,BE0000012
IUPHAR,537,BE0000012
Guide to Pharmacology,537,BE0000012
UniProtKB,Q9P0X4,BE0000012
UniProt Accession,CAC1I_HUMAN,BE0000012
HUGO Gene Nomenclature Committee (HGNC),HGNC:7508,BE0003501
GenAtlas,MUC1,BE0003501
GenBank Gene Database,M21868,BE0003501
UniProtKB,P15941,BE0003501
UniProt Accession,MUC1_HUMAN,BE0003501
HUGO Gene Nomenclature Committee (HGNC),HGNC:14006,BE0005102
UniProtKB,Q9H1D0,BE0005102
UniProt Accession,TRPV6_HUMAN,BE0005102
HUGO Gene Nomenclature Committee (HGNC),HGNC:3145,BE0005112
Guide to Pharmacology,511,BE0005112
UniProtKB,Q9NQA5,BE0005112
UniProt Accession,TRPV5_HUMAN,BE0005112
HUGO Gene Nomenclature Committee (HGNC),HGNC:10483,BE0000739
GenAtlas,RYR1,BE0000739
GenBank Gene Database,J05200,BE0000739
GenBank Protein Database,337722,BE0000739
Guide to Pharmacology,747,BE0000739
UniProtKB,P21817,BE0000739
UniProt Accession,RYR1_HUMAN,BE0000739
HUGO Gene Nomenclature Committee (HGNC),HGNC:10484,BE0005295
Guide to Pharmacology,748,BE0005295
UniProtKB,Q92736,BE0005295
UniProt Accession,RYR2_HUMAN,BE0005295
HUGO Gene Nomenclature Committee (HGNC),HGNC:9011,BE0008712
Guide to Pharmacology,505,BE0008712
UniProtKB,Q9P0L9,BE0008712
UniProt Accession,PK2L1_HUMAN,BE0008712
HUGO Gene Nomenclature Committee (HGNC),HGNC:10485,BE0005296
Guide to Pharmacology,749,BE0005296
UniProtKB,Q15413,BE0005296
UniProt Accession,RYR3_HUMAN,BE0005296
HUGO Gene Nomenclature Committee (HGNC),HGNC:21716,BE0008713
UniProtKB,Q7Z443,BE0008713
UniProt Accession,PK1L3_HUMAN,BE0008713
HUGO Gene Nomenclature Committee (HGNC),HGNC:17116,BE0008714
Guide to Pharmacology,388,BE0008714
UniProtKB,Q8NEC5,BE0008714
UniProt Accession,CTSR1_HUMAN,BE0008714
HUGO Gene Nomenclature Committee (HGNC),HGNC:1390,BE0008715
GenAtlas,CACNA1C,BE0008715
GenBank Gene Database,M92270,BE0008715
IUPHAR,529,BE0008715
Guide to Pharmacology,529,BE0008715
UniProtKB,Q13936,BE0008715
UniProt Accession,CAC1C_HUMAN,BE0008715
HUGO Gene Nomenclature Committee (HGNC),HGNC:1388,BE0008717
GenAtlas,CACNA1A,BE0008717
GenBank Gene Database,AF004884,BE0008717
GenBank Protein Database,2213913,BE0008717
IUPHAR,532,BE0008717
UniProtKB,O00555,BE0008717
UniProt Accession,CAC1A_HUMAN,BE0008717
HUGO Gene Nomenclature Committee (HGNC),HGNC:1394,BE0008716
GenAtlas,CACNA1G,BE0008716
GenBank Gene Database,AF134986,BE0008716
GenBank Protein Database,6625659,BE0008716
IUPHAR,535,BE0008716
Guide to Pharmacology,535,BE0008716
UniProtKB,O43497,BE0008716
UniProt Accession,CAC1G_HUMAN,BE0008716
HUGO Gene Nomenclature Committee (HGNC),HGNC:1392,BE0008718
Guide to Pharmacology,534,BE0008718
UniProtKB,Q15878,BE0008718
UniProt Accession,CAC1E_HUMAN,BE0008718
HUGO Gene Nomenclature Committee (HGNC),HGNC:10751,BE0005533
UniProtKB,P49908,BE0005533
UniProt Accession,SEPP1_HUMAN,BE0005533
HUGO Gene Nomenclature Committee (HGNC),HGNC:12404,BE0000643
GenAtlas,TTPA,BE0000643
GenBank Gene Database,D49488,BE0000643
GenBank Protein Database,699601,BE0000643
UniProtKB,P49638,BE0000643
UniProt Accession,TTPA_HUMAN,BE0000643
HUGO Gene Nomenclature Committee (HGNC),HGNC:20627,BE0000076
GenAtlas,SEC14L4,BE0000076
GenBank Gene Database,AY158085,BE0000076
GenBank Protein Database,27803380,BE0000076
UniProtKB,Q9UDX3,BE0000076
UniProt Accession,S14L4_HUMAN,BE0000076
HUGO Gene Nomenclature Committee (HGNC),HGNC:10699,BE0000256
GenAtlas,SEC14L2,BE0000256
GenBank Gene Database,AL096881,BE0000256
GenBank Protein Database,5596693,BE0000256
UniProtKB,O76054,BE0000256
UniProt Accession,S14L2_HUMAN,BE0000256
HUGO Gene Nomenclature Committee (HGNC),HGNC:18655,BE0000339
GenAtlas,SEC14L3,BE0000339
GenBank Gene Database,AY158086,BE0000339
GenBank Protein Database,27803382,BE0000339
UniProtKB,Q9UDX4,BE0000339
UniProt Accession,S14L3_HUMAN,BE0000339
HUGO Gene Nomenclature Committee (HGNC),HGNC:24087,BE0005852
UniProtKB,Q0VD83,BE0005852
UniProt Accession,APOBR_HUMAN,BE0005852
HUGO Gene Nomenclature Committee (HGNC),HGNC:6180,BE0004522
Guide to Pharmacology,743,BE0004522
UniProtKB,Q14643,BE0004522
UniProt Accession,ITPR1_HUMAN,BE0004522
HUGO Gene Nomenclature Committee (HGNC),HGNC:13886,BE0004750
UniProtKB,Q9H222,BE0004750
UniProt Accession,ABCG5_HUMAN,BE0004750
HUGO Gene Nomenclature Committee (HGNC),HGNC:13887,BE0004751
UniProtKB,Q9H221,BE0004751
UniProt Accession,ABCG8_HUMAN,BE0004751
HUGO Gene Nomenclature Committee (HGNC),HGNC:1699,BE0009680
UniProtKB,P40259,BE0009680
UniProt Accession,CD79B_HUMAN,BE0009680
HUGO Gene Nomenclature Committee (HGNC),HGNC:6251,BE0000090
GenAtlas,KCNH2,BE0000090
GenBank Gene Database,U04270,BE0000090
GenBank Protein Database,487738,BE0000090
IUPHAR,572,BE0000090
Guide to Pharmacology,572,BE0000090
UniProtKB,Q12809,BE0000090
UniProt Accession,KCNH2_HUMAN,BE0000090
HUGO Gene Nomenclature Committee (HGNC),HGNC:6834,BE0002196
GenAtlas,MAOB,BE0002196
GenBank Gene Database,S62734,BE0002196
GenBank Protein Database,398415,BE0002196
Guide to Pharmacology,2490,BE0002196
UniProtKB,P27338,BE0002196
UniProt Accession,AOFB_HUMAN,BE0002196
GenBank Gene Database,EU372012,BE0003941
GenBank Protein Database,166079762,BE0003941
UniProtKB,Q9K597,BE0003941
UniProt Accession,Q9K597_ECOLX,BE0003941
HUGO Gene Nomenclature Committee (HGNC),HGNC:11038,BE0009368
UniProtKB,P53794,BE0009368
UniProt Accession,SC5A3_HUMAN,BE0009368
HUGO Gene Nomenclature Committee (HGNC),HGNC:10909,BE0009856
UniProtKB,Q9NP59,BE0009856
UniProt Accession,S40A1_HUMAN,BE0009856
HUGO Gene Nomenclature Committee (HGNC),HGNC:799,BE0000732
GenAtlas,ATP1A1,BE0000732
GenBank Gene Database,D00099,BE0000732
GenBank Protein Database,219942,BE0000732
UniProtKB,P05023,BE0000732
UniProt Accession,AT1A1_HUMAN,BE0000732
HUGO Gene Nomenclature Committee (HGNC),HGNC:819,BE0009378
GenAtlas,ATP4A,BE0009378
GenBank Gene Database,J05451,BE0009378
GenBank Protein Database,561634,BE0009378
UniProtKB,P20648,BE0009378
UniProt Accession,ATP4A_HUMAN,BE0009378
HUGO Gene Nomenclature Committee (HGNC),HGNC:10599,BE0000190
GenAtlas,SCNN1A,BE0000190
GenBank Gene Database,X76180,BE0000190
GenBank Protein Database,452650,BE0000190
UniProtKB,P37088,BE0000190
UniProt Accession,SCNNA_HUMAN,BE0000190
HUGO Gene Nomenclature Committee (HGNC),HGNC:10600,BE0000024
GenAtlas,SCNN1B,BE0000024
GenBank Gene Database,X87159,BE0000024
