category,description,parent_key
process,neurological system process,BE0003584
process,positive regulation of transmission of nerve impulse,BE0003584
process,protein heterooligomerization,BE0003584
process,regulation of membrane potential,BE0003584
process,regulation of neurotransmitter secretion,BE0003584
process,regulation of smooth muscle contraction,BE0003584
process,response to nicotine,BE0003584
process,signal transduction,BE0003584
process,smooth muscle contraction,BE0003584
process,synaptic transmission,BE0003584
process,synaptic transmission involved in micturition,BE0003584
process,"synaptic transmission, cholinergic",BE0003584
component,endoplasmic reticulum,BE0002090
component,endoplasmic reticulum membrane,BE0002090
component,membrane,BE0002090
function,aromatase activity,BE0002090
function,electron carrier activity,BE0002090
function,heme binding,BE0002090
function,iron ion binding,BE0002090
function,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",BE0002090
function,oxygen binding,BE0002090
process,androgen metabolic process,BE0002090
process,estrogen biosynthetic process,BE0002090
process,negative regulation of chronic inflammatory response,BE0002090
process,negative regulation of macrophage chemotaxis,BE0002090
process,prostate gland growth,BE0002090
process,small molecule metabolic process,BE0002090
process,steroid biosynthetic process,BE0002090
process,steroid metabolic process,BE0002090
process,sterol metabolic process,BE0002090
process,xenobiotic metabolic process,BE0002090
component,cytoplasm,BE0000519
component,cytosol,BE0000519
component,mitochondrion,BE0000519
component,nucleus,BE0000519
function,choline O-acetyltransferase activity,BE0000519
process,glycerophospholipid biosynthetic process,BE0000519
process,neurotransmitter biosynthetic process,BE0000519
process,neurotransmitter secretion,BE0000519
process,phosphatidylcholine biosynthetic process,BE0000519
process,phospholipid metabolic process,BE0000519
process,small molecule metabolic process,BE0000519
process,synaptic transmission,BE0000519
component,asymmetric synapse,BE0000045
component,axon terminus,BE0000045
component,basolateral plasma membrane,BE0000045
component,cell junction,BE0000045
component,dendrite,BE0000045
component,integral component of plasma membrane,BE0000045
component,plasma membrane,BE0000045
component,postsynaptic membrane,BE0000045
component,synapse,BE0000045
function,acetylcholine binding,BE0000045
function,drug binding,BE0000045
function,G-protein coupled acetylcholine receptor activity,BE0000045
function,phosphatidylinositol phospholipase C activity,BE0000045
function,receptor activity,BE0000045
process,adenylate cyclase-inhibiting G-protein coupled acetylcholine receptor signaling pathway,BE0000045
process,cell proliferation,BE0000045
process,cellular protein modification process,BE0000045
process,energy reserve metabolic process,BE0000045
process,G-protein coupled acetylcholine receptor signaling pathway,BE0000045
process,G-protein coupled receptor signaling pathway,BE0000045
process,nervous system development,BE0000045
process,phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway,BE0000045
process,positive regulation of smooth muscle contraction,BE0000045
process,regulation of insulin secretion,BE0000045
process,regulation of vascular smooth muscle contraction,BE0000045
process,saliva secretion,BE0000045
process,sensory perception of chemical stimulus,BE0000045
process,signal transduction,BE0000045
process,small molecule metabolic process,BE0000045
process,smooth muscle contraction,BE0000045
process,"synaptic transmission, cholinergic",BE0000045
component,asymmetric synapse,BE0000092
component,axon terminus,BE0000092
component,cell junction,BE0000092
component,dendrite,BE0000092
component,integral component of plasma membrane,BE0000092
component,membrane,BE0000092
component,plasma membrane,BE0000092
component,postsynaptic density,BE0000092
component,postsynaptic membrane,BE0000092
component,synapse,BE0000092
function,drug binding,BE0000092
function,G-protein coupled acetylcholine receptor activity,BE0000092
function,phosphatidylinositol phospholipase C activity,BE0000092
process,adenylate cyclase-inhibiting G-protein coupled acetylcholine receptor signaling pathway,BE0000092
process,cell proliferation,BE0000092
process,cellular protein modification process,BE0000092
process,cognition,BE0000092
process,entrainment of circadian clock,BE0000092
process,G-protein coupled acetylcholine receptor signaling pathway,BE0000092
process,G-protein coupled receptor signaling pathway,BE0000092
process,nervous system development,BE0000092
process,neuromuscular synaptic transmission,BE0000092
process,phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway,BE0000092
process,"phototransduction, visible light",BE0000092
process,positive regulation of cell proliferation,BE0000092
process,positive regulation of intracellular protein transport,BE0000092
process,positive regulation of ion transport,BE0000092
process,protein kinase C-activating G-protein coupled receptor signaling pathway,BE0000092
process,regulation of locomotion,BE0000092
process,saliva secretion,BE0000092
process,sensory perception of chemical stimulus,BE0000092
process,signal transduction,BE0000092
process,"synaptic transmission, cholinergic",BE0000092
component,cell junction,BE0004797
component,chloride channel complex,BE0004797
component,GABA receptor complex,BE0004797
component,GABA-A receptor complex,BE0004797
component,integral component of plasma membrane,BE0004797
component,neuron projection,BE0004797
component,plasma membrane,BE0004797
component,postsynaptic membrane,BE0004797
component,synapse,BE0004797
function,chloride channel activity,BE0004797
function,drug binding,BE0004797
function,GABA-A receptor activity,BE0004797
function,inhibitory extracellular ligand-gated ion channel activity,BE0004797
process,cellular response to histamine,BE0004797
process,chloride transmembrane transport,BE0004797
process,gamma-aminobutyric acid signaling pathway,BE0004797
process,ion transmembrane transport,BE0004797
process,neurological system process,BE0004797
process,regulation of membrane potential,BE0004797
process,response to drug,BE0004797
process,synaptic transmission,BE0004797
process,"synaptic transmission, GABAergic",BE0004797
process,transmembrane transport,BE0004797
process,transport,BE0004797
component,cell junction,BE0008668
component,chloride channel complex,BE0008668
component,GABA receptor complex,BE0008668
component,GABA-A receptor complex,BE0008668
component,integral component of plasma membrane,BE0008668
component,neuron projection,BE0008668
component,plasma membrane,BE0008668
component,postsynaptic membrane,BE0008668
component,synapse,BE0008668
function,chloride channel activity,BE0008668
function,drug binding,BE0008668
function,GABA-A receptor activity,BE0008668
function,inhibitory extracellular ligand-gated ion channel activity,BE0008668
process,cellular response to histamine,BE0008668
process,chloride transmembrane transport,BE0008668
process,gamma-aminobutyric acid signaling pathway,BE0008668
process,ion transmembrane transport,BE0008668
process,neurological system process,BE0008668
process,regulation of membrane potential,BE0008668
process,response to drug,BE0008668
process,synaptic transmission,BE0008668
process,"synaptic transmission, GABAergic",BE0008668
process,transmembrane transport,BE0008668
process,transport,BE0008668
component,centrosome,BE0002348
component,cytoplasm,BE0002348
component,cytosol,BE0002348
component,extracellular exosome,BE0002348
component,nucleoplasm,BE0002348
component,nucleus,BE0002348
component,proteasome complex,BE0002348
component,proteasome core complex,BE0002348
function,endopeptidase activity,BE0002348
function,threonine-type endopeptidase activity,BE0002348
process,activation of MAPKK activity,BE0002348
process,anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process,BE0002348
process,antigen processing and presentation of exogenous peptide antigen via MHC class I,BE0002348
process,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",BE0002348
process,antigen processing and presentation of peptide antigen via MHC class I,BE0002348
process,apoptotic process,BE0002348
process,axon guidance,BE0002348
process,cellular nitrogen compound metabolic process,BE0002348
process,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",BE0002348
process,epidermal growth factor receptor signaling pathway,BE0002348
process,Fc-epsilon receptor signaling pathway,BE0002348
process,fibroblast growth factor receptor signaling pathway,BE0002348
process,G1/S transition of mitotic cell cycle,BE0002348
process,gene expression,BE0002348
process,innate immune response,BE0002348
process,insulin receptor signaling pathway,BE0002348
process,MAPK cascade,BE0002348
process,mitotic cell cycle,BE0002348
process,negative regulation of apoptotic process,BE0002348
process,negative regulation of canonical Wnt signaling pathway,BE0002348
process,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,BE0002348
process,neurotrophin TRK receptor signaling pathway,BE0002348
process,NIK/NF-kappaB signaling,BE0002348
process,polyamine metabolic process,BE0002348
process,positive regulation of canonical Wnt signaling pathway,BE0002348
process,positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,BE0002348
process,programmed cell death,BE0002348
process,proteasomal ubiquitin-independent protein catabolic process,BE0002348
process,proteasome-mediated ubiquitin-dependent protein catabolic process,BE0002348
process,protein polyubiquitination,BE0002348
process,Ras protein signal transduction,BE0002348
process,regulation of apoptotic process,BE0002348
process,regulation of cellular amino acid metabolic process,BE0002348
process,regulation of mRNA stability,BE0002348
process,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,BE0002348
process,response to oxidative stress,BE0002348
process,small GTPase mediated signal transduction,BE0002348
process,small molecule metabolic process,BE0002348
process,stimulatory C-type lectin receptor signaling pathway,BE0002348
process,T cell receptor signaling pathway,BE0002348
process,tumor necrosis factor-mediated signaling pathway,BE0002348
process,vascular endothelial growth factor receptor signaling pathway,BE0002348
process,viral process,BE0002348
component,cytoplasm,BE0002347
component,cytosol,BE0002347
component,extracellular exosome,BE0002347
component,nucleoplasm,BE0002347
component,nucleus,BE0002347
component,proteasome complex,BE0002347
component,proteasome core complex,BE0002347
function,endopeptidase activity,BE0002347
function,threonine-type endopeptidase activity,BE0002347
process,activation of MAPKK activity,BE0002347
process,anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process,BE0002347
process,antigen processing and presentation of exogenous peptide antigen via MHC class I,BE0002347
process,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",BE0002347
process,antigen processing and presentation of peptide antigen via MHC class I,BE0002347
process,apoptotic process,BE0002347
process,axon guidance,BE0002347
process,cellular nitrogen compound metabolic process,BE0002347
process,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",BE0002347
process,epidermal growth factor receptor signaling pathway,BE0002347
process,Fc-epsilon receptor signaling pathway,BE0002347
process,fibroblast growth factor receptor signaling pathway,BE0002347
process,G1/S transition of mitotic cell cycle,BE0002347
process,gene expression,BE0002347
process,innate immune response,BE0002347
process,insulin receptor signaling pathway,BE0002347
process,MAPK cascade,BE0002347
process,mitotic cell cycle,BE0002347
process,negative regulation of apoptotic process,BE0002347
process,negative regulation of canonical Wnt signaling pathway,BE0002347
process,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,BE0002347
process,neurotrophin TRK receptor signaling pathway,BE0002347
process,NIK/NF-kappaB signaling,BE0002347
process,polyamine metabolic process,BE0002347
process,positive regulation of canonical Wnt signaling pathway,BE0002347
process,positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,BE0002347
process,programmed cell death,BE0002347
process,proteasomal ubiquitin-independent protein catabolic process,BE0002347
process,proteasome-mediated ubiquitin-dependent protein catabolic process,BE0002347
process,protein polyubiquitination,BE0002347
process,Ras protein signal transduction,BE0002347
process,regulation of apoptotic process,BE0002347
process,regulation of cellular amino acid metabolic process,BE0002347
process,regulation of mRNA stability,BE0002347
process,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,BE0002347
process,small GTPase mediated signal transduction,BE0002347
process,small molecule metabolic process,BE0002347
process,stimulatory C-type lectin receptor signaling pathway,BE0002347
process,T cell receptor signaling pathway,BE0002347
process,tumor necrosis factor-mediated signaling pathway,BE0002347
process,vascular endothelial growth factor receptor signaling pathway,BE0002347
process,viral process,BE0002347
component,integral component of membrane,BE0002198
component,mitochondrial outer membrane,BE0002198
component,mitochondrion,BE0002198
function,flavin adenine dinucleotide binding,BE0002198
function,primary amine oxidase activity,BE0002198
function,serotonin binding,BE0002198
process,cellular biogenic amine metabolic process,BE0002198
process,dopamine catabolic process,BE0002198
process,neurotransmitter biosynthetic process,BE0002198
process,neurotransmitter catabolic process,BE0002198
process,neurotransmitter secretion,BE0002198
process,phenylethylamine metabolic process,BE0002198
process,serotonin metabolic process,BE0002198
process,small molecule metabolic process,BE0002198
process,synaptic transmission,BE0002198
process,xenobiotic metabolic process,BE0002198
component,cell,BE0003476
component,extracellular region,BE0003476
component,extracellular space,BE0003476
component,Golgi apparatus,BE0003476
function,calcium channel regulator activity,BE0003476
function,G-protein coupled receptor activity,BE0003476
function,neuropeptide hormone activity,BE0003476
function,neuropeptide Y receptor binding,BE0003476
function,receptor binding,BE0003476
process,adult feeding behavior,BE0003476
process,antibacterial humoral response,BE0003476
process,antifungal humoral response,BE0003476
process,behavior,BE0003476
process,blood circulation,BE0003476
process,calcium ion transport,BE0003476
process,cell proliferation,BE0003476
process,central nervous system neuron development,BE0003476
process,cerebral cortex development,BE0003476
process,defense response to Gram-negative bacterium,BE0003476
process,defense response to Gram-positive bacterium,BE0003476
process,digestion,BE0003476
process,feeding behavior,BE0003476
process,"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",BE0003476
process,innate immune response,BE0003476
process,movement of cell or subcellular component,BE0003476
process,neuron projection development,BE0003476
process,neuropeptide signaling pathway,BE0003476
process,positive regulation of appetite,BE0003476
process,regulation of appetite,BE0003476
process,regulation of blood pressure,BE0003476
process,response to yeast,BE0003476
process,synaptic transmission,BE0003476
component,caveola,BE0000197
component,cell surface,BE0000197
component,endoplasmic reticulum,BE0000197
component,integral component of membrane,BE0000197
component,intercalated disc,BE0000197
component,intracellular,BE0000197
component,lateral plasma membrane,BE0000197
component,plasma membrane,BE0000197
component,sarcolemma,BE0000197
component,T-tubule,BE0000197
component,voltage-gated sodium channel complex,BE0000197
component,Z disc,BE0000197
function,ankyrin binding,BE0000197
function,calmodulin binding,BE0000197
function,enzyme binding,BE0000197
function,fibroblast growth factor binding,BE0000197
function,ion channel binding,BE0000197
function,nitric-oxide synthase binding,BE0000197
function,protein domain specific binding,BE0000197
function,protein kinase binding,BE0000197
function,scaffold protein binding,BE0000197
function,ubiquitin protein ligase binding,BE0000197
function,voltage-gated sodium channel activity,BE0000197
function,voltage-gated sodium channel activity involved in AV node cell action potential,BE0000197
function,voltage-gated sodium channel activity involved in bundle of His cell action potential,BE0000197
function,voltage-gated sodium channel activity involved in cardiac muscle cell action potential,BE0000197
function,voltage-gated sodium channel activity involved in Purkinje myocyte action potential,BE0000197
function,voltage-gated sodium channel activity involved in SA node cell action potential,BE0000197
process,AV node cell action potential,BE0000197
process,AV node cell to bundle of His cell communication,BE0000197
process,axon guidance,BE0000197
process,brainstem development,BE0000197
process,bundle of His cell action potential,BE0000197
process,cardiac muscle cell action potential involved in contraction,BE0000197
process,cardiac muscle contraction,BE0000197
process,cardiac ventricle development,BE0000197
process,cellular response to calcium ion,BE0000197
process,cerebellum development,BE0000197
process,membrane depolarization,BE0000197
process,membrane depolarization during action potential,BE0000197
process,membrane depolarization during AV node cell action potential,BE0000197
process,membrane depolarization during bundle of His cell action potential,BE0000197
process,membrane depolarization during cardiac muscle cell action potential,BE0000197
process,membrane depolarization during Purkinje myocyte cell action potential,BE0000197
process,membrane depolarization during SA node cell action potential,BE0000197
process,neuronal action potential,BE0000197
process,odontogenesis of dentin-containing tooth,BE0000197
process,positive regulation of action potential,BE0000197
process,positive regulation of epithelial cell proliferation,BE0000197
process,positive regulation of sodium ion transport,BE0000197
process,regulation of atrial cardiac muscle cell membrane depolarization,BE0000197
process,regulation of atrial cardiac muscle cell membrane repolarization,BE0000197
process,regulation of cardiac muscle cell contraction,BE0000197
process,regulation of heart rate,BE0000197
process,regulation of heart rate by cardiac conduction,BE0000197
process,regulation of sodium ion transmembrane transport,BE0000197
process,regulation of ventricular cardiac muscle cell membrane depolarization,BE0000197
process,regulation of ventricular cardiac muscle cell membrane repolarization,BE0000197
process,response to denervation involved in regulation of muscle adaptation,BE0000197
process,SA node cell action potential,BE0000197
process,sodium ion transmembrane transport,BE0000197
process,sodium ion transport,BE0000197
process,telencephalon development,BE0000197
process,ventricular cardiac muscle cell action potential,BE0000197
component,cytosol,BE0000770
component,endoplasmic reticulum,BE0000770
component,Golgi apparatus,BE0000770
component,integral component of plasma membrane,BE0000770
component,neuron projection,BE0000770
component,plasma membrane,BE0000770
function,beta-endorphin receptor activity,BE0000770
function,G-protein alpha-subunit binding,BE0000770
function,G-protein beta-subunit binding,BE0000770
function,G-protein coupled receptor activity,BE0000770
function,morphine receptor activity,BE0000770
function,neuropeptide binding,BE0000770
function,voltage-gated calcium channel activity,BE0000770
process,adenylate cyclase-activating dopamine receptor signaling pathway,BE0000770
process,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,BE0000770
process,behavioral response to ethanol,BE0000770
process,calcium ion transmembrane transport,BE0000770
process,cellular response to morphine,BE0000770
process,cellular response to stress,BE0000770
process,"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",BE0000770
process,locomotory behavior,BE0000770
process,negative regulation of adenylate cyclase activity,BE0000770
process,negative regulation of cAMP-mediated signaling,BE0000770
process,negative regulation of cell proliferation,BE0000770
process,negative regulation of cytosolic calcium ion concentration,BE0000770
process,negative regulation of nitric oxide biosynthetic process,BE0000770
process,negative regulation of Wnt protein secretion,BE0000770
process,neuropeptide signaling pathway,BE0000770
process,opioid receptor signaling pathway,BE0000770
process,phospholipase C-activating G-protein coupled receptor signaling pathway,BE0000770
process,positive regulation of cAMP-mediated signaling,BE0000770
process,positive regulation of cytosolic calcium ion concentration,BE0000770
process,positive regulation of ERK1 and ERK2 cascade,BE0000770
process,positive regulation of neurogenesis,BE0000770
process,positive regulation of nitric oxide biosynthetic process,BE0000770
process,regulation of N-methyl-D-aspartate selective glutamate receptor activity,BE0000770
process,sensory perception,BE0000770
process,sensory perception of pain,BE0000770
process,synaptic transmission,BE0000770
component,cytosol,BE0000533
component,integral component of plasma membrane,BE0000533
component,plasma membrane,BE0000533
function,"1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding",BE0000533
function,drug binding,BE0000533
function,Gq/11-coupled serotonin receptor activity,BE0000533
function,serotonin binding,BE0000533
function,serotonin receptor activity,BE0000533
process,behavioral fear response,BE0000533
process,cellular calcium ion homeostasis,BE0000533
process,cGMP biosynthetic process,BE0000533
process,feeding behavior,BE0000533
process,locomotory behavior,BE0000533
process,phospholipase C-activating G-protein coupled receptor signaling pathway,BE0000533
process,phospholipase C-activating serotonin receptor signaling pathway,BE0000533
process,positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway,BE0000533
process,positive regulation of ERK1 and ERK2 cascade,BE0000533
process,positive regulation of fat cell differentiation,BE0000533
process,positive regulation of phosphatidylinositol biosynthetic process,BE0000533
process,regulation of appetite,BE0000533
process,regulation of corticotropin-releasing hormone secretion,BE0000533
process,regulation of neurological system process,BE0000533
process,release of sequestered calcium ion into cytosol,BE0000533
process,response to drug,BE0000533
process,serotonin receptor signaling pathway,BE0000533
process,synaptic transmission,BE0000533
component,axon terminus,BE0000632
component,dendrite,BE0000632
component,integral component of membrane,BE0000632
component,integral component of plasma membrane,BE0000632
component,neuron projection,BE0000632
component,perikaryon,BE0000632
component,plasma membrane,BE0000632
component,synapse,BE0000632
function,dynorphin receptor activity,BE0000632
function,neuropeptide binding,BE0000632
function,opioid receptor activity,BE0000632
process,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,BE0000632
process,adenylate cyclase-inhibiting opioid receptor signaling pathway,BE0000632
process,behavior,BE0000632
process,behavioral response to cocaine,BE0000632
process,cellular response to lipopolysaccharide,BE0000632
process,defense response to virus,BE0000632
process,eating behavior,BE0000632
process,estrous cycle,BE0000632
process,immune response,BE0000632
process,locomotory behavior,BE0000632
process,maternal behavior,BE0000632
process,negative regulation of luteinizing hormone secretion,BE0000632
process,neuropeptide signaling pathway,BE0000632
process,opioid receptor signaling pathway,BE0000632
process,phospholipase C-activating G-protein coupled receptor signaling pathway,BE0000632
process,positive regulation of dopamine secretion,BE0000632
process,positive regulation of locomotion,BE0000632
process,positive regulation of p38MAPK cascade,BE0000632
process,positive regulation of potassium ion transmembrane transport,BE0000632
process,regulation of aerobic respiration,BE0000632
process,regulation of energy homeostasis,BE0000632
process,regulation of saliva secretion,BE0000632
process,regulation of sensory perception of pain,BE0000632
process,response to acrylamide,BE0000632
process,response to estrogen,BE0000632
process,response to ethanol,BE0000632
process,response to insulin,BE0000632
process,response to morphine,BE0000632
process,response to radiation,BE0000632
process,sensory perception,BE0000632
process,sensory perception of pain,BE0000632
process,sensory perception of temperature stimulus,BE0000632
process,synaptic transmission,BE0000632
component,axon terminus,BE0000420
component,cytoplasm,BE0000420
component,dendrite membrane,BE0000420
component,integral component of plasma membrane,BE0000420
component,intrinsic component of plasma membrane,BE0000420
component,membrane raft,BE0000420
component,neuron projection,BE0000420
component,plasma membrane,BE0000420
component,postsynaptic membrane,BE0000420
component,vesicle,BE0000420
function,enkephalin receptor activity,BE0000420
function,neuropeptide binding,BE0000420
function,opioid receptor activity,BE0000420
process,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,BE0000420
process,adult locomotory behavior,BE0000420
process,cellular response to growth factor stimulus,BE0000420
process,cellular response to hypoxia,BE0000420
process,cellular response to toxic substance,BE0000420
process,eating behavior,BE0000420
process,G-protein coupled receptor signaling pathway,BE0000420
process,"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",BE0000420
process,immune response,BE0000420
process,negative regulation of gene expression,BE0000420
process,negative regulation of protein oligomerization,BE0000420
process,neuropeptide signaling pathway,BE0000420
process,opioid receptor signaling pathway,BE0000420
process,phospholipase C-activating G-protein coupled receptor signaling pathway,BE0000420
process,positive regulation of CREB transcription factor activity,BE0000420
process,positive regulation of peptidyl-serine phosphorylation,BE0000420
process,"protein import into nucleus, translocation",BE0000420
process,regulation of calcium ion transport,BE0000420
process,regulation of mitochondrial membrane potential,BE0000420
process,regulation of sensory perception of pain,BE0000420
process,synaptic transmission,BE0000420
component,integral component of membrane,BE0003438
process,ion transport,BE0003438
component,integral component of plasma membrane,BE0000384
component,plasma membrane,BE0000384
function,substance P receptor activity,BE0000384
function,tachykinin receptor activity,BE0000384
process,cell surface receptor signaling pathway,BE0000384
process,detection of abiotic stimulus,BE0000384
process,inflammatory response,BE0000384
process,neuropeptide signaling pathway,BE0000384
process,phospholipase C-activating G-protein coupled receptor signaling pathway,BE0000384
process,positive regulation of smooth muscle contraction,BE0000384
process,regulation of uterine smooth muscle contraction,BE0000384
process,response to pain,BE0000384
process,synaptic transmission,BE0000384
process,tachykinin receptor signaling pathway,BE0000384
component,axon,BE0002081
component,integral component of plasma membrane,BE0002081
component,intercalated disc,BE0002081
component,intracellular,BE0002081
component,intrinsic component of plasma membrane,BE0002081
component,node of Ranvier,BE0002081
component,paranode region of axon,BE0002081
component,plasma membrane,BE0002081
component,sodium channel complex,BE0002081
component,T-tubule,BE0002081
component,voltage-gated sodium channel complex,BE0002081
function,voltage-gated sodium channel activity,BE0002081
process,intrinsic apoptotic signaling pathway in response to osmotic stress,BE0002081
process,membrane depolarization during action potential,BE0002081
process,myelination,BE0002081
process,neuron apoptotic process,BE0002081
process,neuronal action potential,BE0002081
process,sodium ion transmembrane transport,BE0002081
process,sodium ion transport,BE0002081
component,cell junction,BE0004956
component,cell surface,BE0004956
component,dendrite,BE0004956
component,dendrite membrane,BE0004956
component,dendritic branch,BE0004956
component,dendritic spine,BE0004956
component,endoplasmic reticulum,BE0004956
component,excitatory synapse,BE0004956
component,integral component of plasma membrane,BE0004956
component,neuron projection,BE0004956
component,neuronal cell body,BE0004956
component,neuronal postsynaptic density,BE0004956
component,NMDA selective glutamate receptor complex,BE0004956
component,plasma membrane,BE0004956
component,postsynaptic density,BE0004956
component,postsynaptic membrane,BE0004956
component,synapse,BE0004956
component,synaptic cleft,BE0004956
component,synaptic vesicle,BE0004956
component,terminal bouton,BE0004956
function,calcium channel activity,BE0004956
function,calcium ion binding,BE0004956
function,calmodulin binding,BE0004956
function,extracellular-glutamate-gated ion channel activity,BE0004956
function,glutamate binding,BE0004956
function,glycine binding,BE0004956
function,neurotransmitter binding,BE0004956
function,NMDA glutamate receptor activity,BE0004956
function,voltage-gated cation channel activity,BE0004956
process,activation of MAPKK activity,BE0004956
process,adult locomotory behavior,BE0004956
process,axon guidance,BE0004956
process,calcium ion homeostasis,BE0004956
process,calcium ion transmembrane transport,BE0004956
process,cation transport,BE0004956
process,cellular calcium ion homeostasis,BE0004956
process,cellular response to manganese ion,BE0004956
process,cerebral cortex development,BE0004956
process,conditioned taste aversion,BE0004956
process,ephrin receptor signaling pathway,BE0004956
process,epidermal growth factor receptor signaling pathway,BE0004956
process,excitatory postsynaptic potential,BE0004956
process,Fc-epsilon receptor signaling pathway,BE0004956
process,fibroblast growth factor receptor signaling pathway,BE0004956
process,innate immune response,BE0004956
process,insulin receptor signaling pathway,BE0004956
process,ion transmembrane transport,BE0004956
process,ionotropic glutamate receptor signaling pathway,BE0004956
process,long-term memory,BE0004956
process,male mating behavior,BE0004956
process,MAPK cascade,BE0004956
process,negative regulation of neuron apoptotic process,BE0004956
process,neurotrophin TRK receptor signaling pathway,BE0004956
process,olfactory learning,BE0004956
process,pons maturation,BE0004956
process,positive regulation of apoptotic process,BE0004956
process,positive regulation of excitatory postsynaptic potential,BE0004956
process,positive regulation of transcription from RNA polymerase II promoter,BE0004956
process,prepulse inhibition,BE0004956
process,propylene metabolic process,BE0004956
process,protein tetramerization,BE0004956
process,Ras protein signal transduction,BE0004956
process,regulation of axonogenesis,BE0004956
process,regulation of dendrite morphogenesis,BE0004956
process,regulation of long-term neuronal synaptic plasticity,BE0004956
process,regulation of membrane potential,BE0004956
process,regulation of respiratory gaseous exchange,BE0004956
process,regulation of synapse assembly,BE0004956
process,respiratory gaseous exchange,BE0004956
process,response to amphetamine,BE0004956
process,response to calcium ion,BE0004956
process,response to ethanol,BE0004956
process,response to fungicide,BE0004956
process,response to morphine,BE0004956
process,rhythmic process,BE0004956
process,sensory perception of pain,BE0004956
process,small GTPase mediated signal transduction,BE0004956
process,social behavior,BE0004956
process,suckling behavior,BE0004956
process,synaptic transmission,BE0004956
process,"synaptic transmission, glutamatergic",BE0004956
process,vascular endothelial growth factor receptor signaling pathway,BE0004956
process,visual learning,BE0004956
component,asymmetric synapse,BE0000013
component,axolemma,BE0000013
component,basolateral plasma membrane,BE0000013
component,dendritic spine,BE0000013
component,endoplasmic reticulum,BE0000013
component,integral component of plasma membrane,BE0000013
component,neuronal cell body,BE0000013
component,plasma membrane,BE0000013
component,postsynaptic density,BE0000013
component,postsynaptic membrane,BE0000013
component,presynaptic active zone,BE0000013
component,presynaptic membrane,BE0000013
component,terminal bouton,BE0000013
function,G-protein coupled adenosine receptor activity,BE0000013
function,phospholipase C activity,BE0000013
function,purine nucleoside binding,BE0000013
process,activation of MAPKK activity,BE0000013
process,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,BE0000013
process,apoptotic signaling pathway,BE0000013
process,cell-cell signaling,BE0000013
process,cognition,BE0000013
process,detection of temperature stimulus involved in sensory perception of pain,BE0000013
process,excitatory postsynaptic potential,BE0000013
process,inflammatory response,BE0000013
process,lipid catabolic process,BE0000013
process,negative regulation of acute inflammatory response,BE0000013
process,negative regulation of apoptotic process,BE0000013
process,negative regulation of blood pressure,BE0000013
process,negative regulation of cardiac muscle contraction,BE0000013
process,negative regulation of cell proliferation,BE0000013
process,"negative regulation of circadian sleep/wake cycle, non-REM sleep",BE0000013
process,negative regulation of glutamate secretion,BE0000013
process,negative regulation of hormone secretion,BE0000013
process,negative regulation of leukocyte migration,BE0000013
process,negative regulation of lipid catabolic process,BE0000013
process,negative regulation of long term synaptic depression,BE0000013
process,negative regulation of mucus secretion,BE0000013
process,negative regulation of neurotrophin production,BE0000013
process,negative regulation of renal sodium excretion,BE0000013
process,"negative regulation of synaptic transmission, GABAergic",BE0000013
process,"negative regulation of synaptic transmission, glutamatergic",BE0000013
process,negative regulation of vasodilation,BE0000013
process,nervous system development,BE0000013
process,phagocytosis,BE0000013
process,positive regulation of blood pressure,BE0000013
process,positive regulation of epidermal growth factor-activated receptor activity,BE0000013
process,positive regulation of nucleoside transport,BE0000013
process,positive regulation of peptide secretion,BE0000013
process,positive regulation of potassium ion transport,BE0000013
process,positive regulation of protein dephosphorylation,BE0000013
process,protein targeting to membrane,BE0000013
process,regulation of glomerular filtration,BE0000013
process,regulation of respiratory gaseous exchange by neurological system process,BE0000013
process,regulation of sensory perception of pain,BE0000013
process,regulation of synaptic plasticity,BE0000013
process,relaxation of vascular smooth muscle,BE0000013
