resource,identifier,parent_key
GenBank Gene Database,M32313,BE0000539
GenBank Protein Database,177767,BE0000539
UniProtKB,P18405,BE0000539
UniProt Accession,S5A1_HUMAN,BE0000539
HUGO Gene Nomenclature Committee (HGNC),HGNC:288,BE0001012
GenAtlas,ADRB3,BE0001012
GenBank Gene Database,M29932,BE0001012
GenBank Protein Database,178896,BE0001012
IUPHAR,30,BE0001012
Guide to Pharmacology,30,BE0001012
UniProtKB,P13945,BE0001012
UniProt Accession,ADRB3_HUMAN,BE0001012
GenBank Gene Database,X17403,BE0000343
GenBank Protein Database,1780831,BE0000343
UniProtKB,P08546,BE0000343
UniProt Accession,DPOL_HCMVA,BE0000343
UniProtKB,Q9UE69,BE0005582
UniProt Accession,Q9UE69_HUMAN,BE0005582
GenBank Gene Database,X04567,BE0001248
GenBank Protein Database,15261,BE0001248
UniProtKB,P00720,BE0001248
UniProt Accession,ENLYS_BPT4,BE0001248
HUGO Gene Nomenclature Committee (HGNC),HGNC:9602,BE0000475
GenAtlas,PTGIR,BE0000475
GenBank Gene Database,L29016,BE0000475
GenBank Protein Database,495043,BE0000475
IUPHAR,345,BE0000475
Guide to Pharmacology,345,BE0000475
UniProtKB,P43119,BE0000475
UniProt Accession,PI2R_HUMAN,BE0000475
HUGO Gene Nomenclature Committee (HGNC),HGNC:11990,BE0002425
GenAtlas,TOP2B,BE0002425
GenBank Gene Database,X68060,BE0002425
UniProtKB,Q02880,BE0002425
UniProt Accession,TOP2B_HUMAN,BE0002425
HUGO Gene Nomenclature Committee (HGNC),HGNC:1389,BE0002226
GenAtlas,CACNA1B,BE0002226
GenBank Gene Database,M94172,BE0002226
GenBank Protein Database,179758,BE0002226
IUPHAR,533,BE0002226
Guide to Pharmacology,533,BE0002226
UniProtKB,Q00975,BE0002226
UniProt Accession,CAC1B_HUMAN,BE0002226
HUGO Gene Nomenclature Committee (HGNC),HGNC:15460,BE0003563
GenBank Gene Database,AJ272268,BE0003563
GenBank Protein Database,7105926,BE0003563
UniProtKB,Q8IZS8,BE0003563
UniProt Accession,CA2D3_HUMAN,BE0003563
HUGO Gene Nomenclature Committee (HGNC),HGNC:11120,BE0000973
GenAtlas,SMPD1,BE0000973
GenBank Gene Database,M59916,BE0000973
GenBank Protein Database,179095,BE0000973
UniProtKB,P17405,BE0000973
UniProt Accession,ASM_HUMAN,BE0000973
HUGO Gene Nomenclature Committee (HGNC),HGNC:1396,BE0000012
GenAtlas,CACNA1I,BE0000012
GenBank Gene Database,AF129133,BE0000012
GenBank Protein Database,5565888,BE0000012
IUPHAR,537,BE0000012
Guide to Pharmacology,537,BE0000012
UniProtKB,Q9P0X4,BE0000012
UniProt Accession,CAC1I_HUMAN,BE0000012
UniProtKB,A0A024R8I1,BE0009351
UniProt Accession,A0A024R8I1_HUMAN,BE0009351
HUGO Gene Nomenclature Committee (HGNC),HGNC:1863,BE0002705
GenAtlas,CES1,BE0002705
GenBank Gene Database,M73499,BE0002705
Guide to Pharmacology,2592,BE0002705
UniProtKB,P23141,BE0002705
UniProt Accession,EST1_HUMAN,BE0002705
HUGO Gene Nomenclature Committee (HGNC),HGNC:10602,BE0000497
GenAtlas,SCNN1G,BE0000497
GenBank Gene Database,X87160,BE0000497
GenBank Protein Database,1004273,BE0000497
UniProtKB,P51170,BE0000497
UniProt Accession,SCNNG_HUMAN,BE0000497
HUGO Gene Nomenclature Committee (HGNC),HGNC:10599,BE0000190
GenAtlas,SCNN1A,BE0000190
GenBank Gene Database,X76180,BE0000190
GenBank Protein Database,452650,BE0000190
UniProtKB,P37088,BE0000190
UniProt Accession,SCNNA_HUMAN,BE0000190
HUGO Gene Nomenclature Committee (HGNC),HGNC:10600,BE0000024
GenAtlas,SCNN1B,BE0000024
GenBank Gene Database,X87159,BE0000024
GenBank Protein Database,1004271,BE0000024
UniProtKB,P51168,BE0000024
UniProt Accession,SCNNB_HUMAN,BE0000024
HUGO Gene Nomenclature Committee (HGNC),HGNC:10601,BE0000495
GenAtlas,SCNN1D,BE0000495
GenBank Gene Database,U38254,BE0000495
GenBank Protein Database,1066457,BE0000495
UniProtKB,P51172,BE0000495
UniProt Accession,SCNND_HUMAN,BE0000495
HUGO Gene Nomenclature Committee (HGNC),HGNC:12015,BE0000507
GenAtlas,TPO,BE0000507
GenBank Gene Database,J02969,BE0000507
GenBank Protein Database,339867,BE0000507
UniProtKB,P07202,BE0000507
UniProt Accession,PERT_HUMAN,BE0000507
HUGO Gene Nomenclature Committee (HGNC),HGNC:799,BE0000732
GenAtlas,ATP1A1,BE0000732
GenBank Gene Database,D00099,BE0000732
GenBank Protein Database,219942,BE0000732
UniProtKB,P05023,BE0000732
UniProt Accession,AT1A1_HUMAN,BE0000732
HUGO Gene Nomenclature Committee (HGNC),HGNC:1393,BE0002357
GenAtlas,CACNA1F,BE0002357
GenBank Gene Database,AJ006216,BE0002357
GenBank Protein Database,3183953,BE0002357
IUPHAR,531,BE0002357
Guide to Pharmacology,531,BE0002357
UniProtKB,O60840,BE0002357
UniProt Accession,CAC1F_HUMAN,BE0002357
HUGO Gene Nomenclature Committee (HGNC),HGNC:1403,BE0002358
GenAtlas,CACNB3,BE0002358
GenBank Gene Database,X76555,BE0002358
GenBank Protein Database,435135,BE0002358
UniProtKB,P54284,BE0002358
UniProt Accession,CACB3_HUMAN,BE0002358
HUGO Gene Nomenclature Committee (HGNC),HGNC:1404,BE0002356
GenAtlas,CACNB4,BE0002356
GenBank Gene Database,U95020,BE0002356
GenBank Protein Database,2058727,BE0002356
UniProtKB,O00305,BE0002356
UniProt Accession,CACB4_HUMAN,BE0002356
HUGO Gene Nomenclature Committee (HGNC),HGNC:7979,BE0000668
GenAtlas,NR3C2,BE0000668
GenBank Gene Database,M16801,BE0000668
GenBank Protein Database,307166,BE0000668
IUPHAR,626,BE0000668
Guide to Pharmacology,626,BE0000668
UniProtKB,P08235,BE0000668
UniProt Accession,MCR_HUMAN,BE0000668
HUGO Gene Nomenclature Committee (HGNC),HGNC:4082,BE0002346
GenAtlas,GABRB2,BE0002346
GenBank Gene Database,S67368,BE0002346
GenBank Protein Database,455946,BE0002346
IUPHAR,411,BE0002346
UniProtKB,P47870,BE0002346
UniProt Accession,GBRB2_HUMAN,BE0002346
HUGO Gene Nomenclature Committee (HGNC),HGNC:4087,BE0003592
GenBank Gene Database,X15376,BE0003592
GenBank Protein Database,31637,BE0003592
UniProtKB,P18507,BE0003592
UniProt Accession,GBRG2_HUMAN,BE0003592
HUGO Gene Nomenclature Committee (HGNC),HGNC:1097,BE0000634
GenAtlas,BRAF,BE0000634
GenBank Gene Database,M95712,BE0000634
GenBank Protein Database,41387220,BE0000634
Guide to Pharmacology,1943,BE0000634
UniProtKB,P15056,BE0000634
UniProt Accession,BRAF_HUMAN,BE0000634
HUGO Gene Nomenclature Committee (HGNC),HGNC:9829,BE0000036
GenAtlas,RAF1,BE0000036
GenBank Gene Database,X03484,BE0000036
GenBank Protein Database,35842,BE0000036
Guide to Pharmacology,2184,BE0000036
UniProtKB,P04049,BE0000036
UniProt Accession,RAF1_HUMAN,BE0000036
HUGO Gene Nomenclature Committee (HGNC),HGNC:3767,BE0000023
GenAtlas,FLT4,BE0000023
GenBank Gene Database,X69878,BE0000023
GenBank Protein Database,297050,BE0000023
Guide to Pharmacology,1814,BE0000023
UniProtKB,P35916,BE0000023
UniProt Accession,VGFR3_HUMAN,BE0000023
HUGO Gene Nomenclature Committee (HGNC),HGNC:6307,BE0000369
GenAtlas,KDR,BE0000369
GenBank Gene Database,AF035121,BE0000369
GenBank Protein Database,2655412,BE0000369
Guide to Pharmacology,1813,BE0000369
UniProtKB,P35968,BE0000369
UniProt Accession,VGFR2_HUMAN,BE0000369
HUGO Gene Nomenclature Committee (HGNC),HGNC:3765,BE0000147
GenAtlas,FLT3,BE0000147
GenBank Gene Database,U02687,BE0000147
GenBank Protein Database,409573,BE0000147
Guide to Pharmacology,1807,BE0000147
UniProtKB,P36888,BE0000147
UniProt Accession,FLT3_HUMAN,BE0000147
HUGO Gene Nomenclature Committee (HGNC),HGNC:6342,BE0000453
GenAtlas,KIT,BE0000453
GenBank Gene Database,X06182,BE0000453
GenBank Protein Database,34085,BE0000453
Guide to Pharmacology,1805,BE0000453
UniProtKB,P10721,BE0000453
UniProt Accession,KIT_HUMAN,BE0000453
HUGO Gene Nomenclature Committee (HGNC),HGNC:9967,BE0002411
GenAtlas,RET,BE0002411
GenBank Gene Database,X12949,BE0002411
Guide to Pharmacology,2185,BE0002411
UniProtKB,P07949,BE0002411
UniProt Accession,RET_HUMAN,BE0002411
HUGO Gene Nomenclature Committee (HGNC),HGNC:3763,BE0000029
GenAtlas,FLT1,BE0000029
GenBank Gene Database,X51602,BE0000029
GenBank Protein Database,31432,BE0000029
Guide to Pharmacology,1812,BE0000029
UniProtKB,P17948,BE0000029
UniProt Accession,VGFR1_HUMAN,BE0000029
GenBank Gene Database,M19398,BE0000283
GenBank Protein Database,170938,BE0000283
UniProtKB,P10875,BE0000283
UniProt Accession,TBB_CANAX,BE0000283
HUGO Gene Nomenclature Committee (HGNC),HGNC:6414,BE0004660
UniProtKB,Q99456,BE0004660
UniProt Accession,K1C12_HUMAN,BE0004660
HUGO Gene Nomenclature Committee (HGNC),HGNC:1570,BE0000402
GenAtlas,CCKAR,BE0000402
GenBank Gene Database,L13605,BE0000402
GenBank Protein Database,306491,BE0000402
IUPHAR,76,BE0000402
Guide to Pharmacology,76,BE0000402
UniProtKB,P32238,BE0000402
UniProt Accession,CCKAR_HUMAN,BE0000402
HUGO Gene Nomenclature Committee (HGNC),HGNC:775,BE0000280
GenAtlas,SERPINC1,BE0000280
GenBank Gene Database,M21642,BE0000280
GenBank Protein Database,179161,BE0000280
Guide to Pharmacology,2632,BE0000280
UniProtKB,P01008,BE0000280
UniProt Accession,ANT3_HUMAN,BE0000280
HUGO Gene Nomenclature Committee (HGNC),HGNC:4838,BE0000775
GenAtlas,SERPIND1,BE0000775
GenBank Gene Database,M12849,BE0000775
GenBank Protein Database,183910,BE0000775
UniProtKB,P05546,BE0000775
UniProt Accession,HEP2_HUMAN,BE0000775
GenBank Gene Database,X74219,BE0000804
GenBank Protein Database,437916,BE0000804
UniProtKB,P41972,BE0000804
UniProt Accession,SYI1_STAAU,BE0000804
GenBank Gene Database,M90527,BE0004290
GenBank Protein Database,153767,BE0004290
UniProtKB,Q8DR59,BE0004290
UniProt Accession,PBPA_STRR6,BE0004290
HUGO Gene Nomenclature Committee (HGNC),HGNC:10920,BE0001018
GenAtlas,SLC15A1,BE0001018
GenBank Gene Database,U13173,BE0001018
GenBank Protein Database,773588,BE0001018
Guide to Pharmacology,984,BE0001018
UniProtKB,P46059,BE0001018
UniProt Accession,S15A1_HUMAN,BE0001018
HUGO Gene Nomenclature Committee (HGNC),HGNC:10921,BE0001134
GenAtlas,SLC15A2,BE0001134
GenBank Gene Database,S78203,BE0001134
GenBank Protein Database,999213,BE0001134
UniProtKB,Q16348,BE0001134
UniProt Accession,S15A2_HUMAN,BE0001134
HUGO Gene Nomenclature Committee (HGNC),HGNC:11724,BE0003379
GenAtlas,TEK,BE0003379
GenBank Gene Database,L06139,BE0003379
Guide to Pharmacology,1842,BE0003379
UniProtKB,Q02763,BE0003379
UniProt Accession,TIE2_HUMAN,BE0003379
GenBank Gene Database,X52593,BE0003618
GenBank Protein Database,46611,BE0003618
UniProtKB,Q53707,BE0003618
UniProt Accession,Q53707_STAAU,BE0003618
GenBank Gene Database,M15660,BE0001304
GenBank Protein Database,143306,BE0001304
UniProtKB,P12256,BE0001304
UniProt Accession,PAC_LYSSH,BE0001304
HUGO Gene Nomenclature Committee (HGNC),HGNC:12524,BE0000477
GenAtlas,UGCG,BE0000477
GenBank Gene Database,D50840,BE0000477
GenBank Protein Database,1325917,BE0000477
Guide to Pharmacology,2528,BE0000477
UniProtKB,Q16739,BE0000477
UniProt Accession,CEGT_HUMAN,BE0000477
HUGO Gene Nomenclature Committee (HGNC),HGNC:2592,BE0003542
GenBank Gene Database,X54741,BE0003542
GenBank Protein Database,35200,BE0003542
Guide to Pharmacology,1360,BE0003542
UniProtKB,P19099,BE0003542
UniProt Accession,C11B2_HUMAN,BE0003542
HUGO Gene Nomenclature Committee (HGNC),HGNC:11284,BE0004887
GenAtlas,SRD5A1,BE0004887
GenBank Gene Database,M32313,BE0004887
GenBank Protein Database,177767,BE0004887
UniProtKB,P18405,BE0004887
UniProt Accession,S5A1_HUMAN,BE0004887
HUGO Gene Nomenclature Committee (HGNC),HGNC:11006,BE0001045
GenAtlas,SLC2A2,BE0001045
GenBank Gene Database,J03810,BE0001045
GenBank Protein Database,307125,BE0001045
UniProtKB,P11168,BE0001045
UniProt Accession,GTR2_HUMAN,BE0001045
GenBank Gene Database,AE015928,BE0004258
GenBank Protein Database,29337303,BE0004258
UniProtKB,Q89ZI2,BE0004258
UniProt Accession,OGA_BACTN,BE0004258
HUGO Gene Nomenclature Committee (HGNC),HGNC:7056,BE0005827
UniProtKB,O60502,BE0005827
UniProt Accession,OGA_HUMAN,BE0005827
GenBank Gene Database,U73780,BE0003686
GenBank Protein Database,1763284,BE0003686
UniProtKB,Q07806,BE0003686
UniProt Accession,PBPA_PSEAE,BE0003686
GenBank Gene Database,AF147449,BE0003687
GenBank Protein Database,4887211,BE0003687
UniProtKB,Q9X6W0,BE0003687
UniProt Accession,Q9X6W0_PSEAI,BE0003687
HUGO Gene Nomenclature Committee (HGNC),HGNC:4081,BE0002344
GenAtlas,GABRB1,BE0002344
GenBank Gene Database,X14767,BE0002344
GenBank Protein Database,31635,BE0002344
IUPHAR,410,BE0002344
UniProtKB,P18505,BE0002344
UniProt Accession,GBRB1_HUMAN,BE0002344
HUGO Gene Nomenclature Committee (HGNC),HGNC:4083,BE0002345
GenAtlas,GABRB3,BE0002345
GenBank Gene Database,M82919,BE0002345
GenBank Protein Database,182925,BE0002345
IUPHAR,412,BE0002345
Guide to Pharmacology,412,BE0002345
UniProtKB,P28472,BE0002345
UniProt Accession,GBRB3_HUMAN,BE0002345
HUGO Gene Nomenclature Committee (HGNC),HGNC:4090,BE0000129
GenAtlas,GABRR1,BE0000129
GenBank Gene Database,M62400,BE0000129
GenBank Protein Database,182911,BE0000129
IUPHAR,420,BE0000129
UniProtKB,P24046,BE0000129
UniProt Accession,GBRR1_HUMAN,BE0000129
HUGO Gene Nomenclature Committee (HGNC),HGNC:4684,BE0003578
GenBank Gene Database,X63282,BE0003578
GenBank Protein Database,31671,BE0003578
UniProtKB,P33402,BE0003578
UniProt Accession,GCYA2_HUMAN,BE0003578
HUGO Gene Nomenclature Committee (HGNC),HGNC:7393,BE0004778
UniProtKB,P04731,BE0004778
UniProt Accession,MT1A_HUMAN,BE0004778
HUGO Gene Nomenclature Committee (HGNC),HGNC:6059,BE0000693
GenAtlas,INDO,BE0000693
GenBank Gene Database,M34455,BE0000693
GenBank Protein Database,306956,BE0000693
Guide to Pharmacology,2829,BE0000693
UniProtKB,P14902,BE0000693
UniProt Accession,I23O1_HUMAN,BE0000693
HUGO Gene Nomenclature Committee (HGNC),HGNC:10912,BE0000419
GenAtlas,SLC12A3,BE0000419
GenBank Gene Database,U44128,BE0000419
GenBank Protein Database,1172161,BE0000419
UniProtKB,P55017,BE0000419
UniProt Accession,S12A3_HUMAN,BE0000419
HUGO Gene Nomenclature Committee (HGNC),HGNC:12805,BE0002204
GenAtlas,XDH,BE0002204
GenBank Gene Database,D11456,BE0002204
GenBank Protein Database,10336525,BE0002204
Guide to Pharmacology,2646,BE0002204
UniProtKB,P47989,BE0002204
UniProt Accession,XDH_HUMAN,BE0002204
UniProtKB,Q9X6V3,BE0004648
UniProt Accession,Q9X6V3_PSEAI,BE0004648
UniProtKB,P72161,BE0004649
UniProt Accession,PBP5_PSEAE,BE0004649
GenBank Gene Database,J01609,BE0002010
GenBank Protein Database,146006,BE0002010
UniProtKB,P0ABQ4,BE0002010
UniProt Accession,DYR_ECOLI,BE0002010
HUGO Gene Nomenclature Committee (HGNC),HGNC:18170,BE0000637
GenAtlas,CMPK,BE0000637
GenBank Gene Database,AF070416,BE0000637
GenBank Protein Database,6578133,BE0000637
UniProtKB,P30085,BE0000637
UniProt Accession,KCY_HUMAN,BE0000637
UniProtKB,P0ADY7,BE0004650
UniProt Accession,RL16_ECOLI,BE0004650
GenBank Gene Database,M62834,BE0001544
GenBank Protein Database,145801,BE0001544
UniProtKB,P24093,BE0001544
UniProt Accession,DRAA_ECOLX,BE0001544
HUGO Gene Nomenclature Committee (HGNC),HGNC:2665,BE0000929
GenAtlas,CD55,BE0000929
GenBank Gene Database,M31516,BE0000929
GenBank Protein Database,181468,BE0000929
UniProtKB,P08174,BE0000929
UniProt Accession,DAF_HUMAN,BE0000929
HUGO Gene Nomenclature Committee (HGNC),HGNC:6893,BE0003474
GenAtlas,MAPT,BE0003474
GenBank Gene Database,BN000503,BE0003474
UniProtKB,P10636,BE0003474
UniProt Accession,TAU_HUMAN,BE0003474
GenBank Gene Database,V00355,BE0000279
GenBank Protein Database,43010,BE0000279
UniProtKB,P0A7S3,BE0000279
UniProt Accession,RS12_ECOLI,BE0000279
HUGO Gene Nomenclature Committee (HGNC),HGNC:2561,BE0000919
GenAtlas,CXCR4,BE0000919
GenBank Gene Database,L01639,BE0000919
GenBank Protein Database,189314,BE0000919
IUPHAR,71,BE0000919
Guide to Pharmacology,71,BE0000919
UniProtKB,P61073,BE0000919
UniProt Accession,CXCR4_HUMAN,BE0000919
GenBank Gene Database,X02130,BE0000127
GenBank Protein Database,535073,BE0000127
UniProtKB,P0A7X3,BE0000127
UniProt Accession,RS9_ECOLI,BE0000127
GenBank Gene Database,X05109,BE0001349
GenBank Protein Database,515050,BE0001349
UniProtKB,P15555,BE0001349
UniProt Accession,DAC_STRSR,BE0001349
GenBank Gene Database,J01611,BE0001358
GenBank Protein Database,145267,BE0001358
UniProtKB,P00811,BE0001358
UniProt Accession,AMPC_ECOLI,BE0001358
HUGO Gene Nomenclature Committee (HGNC),HGNC:6250,BE0005191
Guide to Pharmacology,570,BE0005191
UniProtKB,O95259,BE0005191
UniProt Accession,KCNH1_HUMAN,BE0005191
HUGO Gene Nomenclature Committee (HGNC),HGNC:9919,BE0000301
GenAtlas,RBP1,BE0000301
GenBank Gene Database,M11433,BE0000301
GenBank Protein Database,190948,BE0000301
UniProtKB,P09455,BE0000301
UniProt Accession,RET1_HUMAN,BE0000301
HUGO Gene Nomenclature Committee (HGNC),HGNC:4444,BE0000866
GenAtlas,GP9,BE0000866
GenBank Gene Database,X52997,BE0000866
GenBank Protein Database,2160046,BE0000866
UniProtKB,P14770,BE0000866
UniProt Accession,GPIX_HUMAN,BE0000866
HUGO Gene Nomenclature Committee (HGNC),HGNC:2159,BE0000061
GenAtlas,CNR1,BE0000061
GenBank Gene Database,X54937,BE0000061
GenBank Protein Database,29915,BE0000061
IUPHAR,56,BE0000061
Guide to Pharmacology,56,BE0000061
UniProtKB,P21554,BE0000061
UniProt Accession,CNR1_HUMAN,BE0000061
HUGO Gene Nomenclature Committee (HGNC),HGNC:2160,BE0000095
GenAtlas,CNR2,BE0000095
GenBank Gene Database,X74328,BE0000095
GenBank Protein Database,407807,BE0000095
IUPHAR,57,BE0000095
Guide to Pharmacology,57,BE0000095
UniProtKB,P34972,BE0000095
UniProt Accession,CNR2_HUMAN,BE0000095
HUGO Gene Nomenclature Committee (HGNC),HGNC:17451,BE0000705
GenAtlas,CYSLTR1,BE0000705
GenBank Gene Database,AF119711,BE0000705
GenBank Protein Database,5353887,BE0000705
IUPHAR,269,BE0000705
Guide to Pharmacology,269,BE0000705
UniProtKB,Q9Y271,BE0000705
UniProt Accession,CLTR1_HUMAN,BE0000705
HUGO Gene Nomenclature Committee (HGNC),HGNC:19083,BE0004552
UniProtKB,P61024,BE0004552
UniProt Accession,CKS1_HUMAN,BE0004552
HUGO Gene Nomenclature Committee (HGNC),HGNC:5293,BE0004881
GenAtlas,HTR2A,BE0004881
GenBank Gene Database,S42168,BE0004881
GenBank Protein Database,36431,BE0004881
IUPHAR,6,BE0004881
Guide to Pharmacology,6,BE0004881
UniProtKB,P28223,BE0004881
UniProt Accession,5HT2A_HUMAN,BE0004881
HUGO Gene Nomenclature Committee (HGNC),HGNC:1442,BE0000418
GenAtlas,CALM1,BE0000418
GenBank Gene Database,J04046,BE0000418
GenBank Protein Database,179888,BE0000418
UniProtKB,P0DP23,BE0000418
UniProt Accession,CALM_HUMAN,BE0000418
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,BE0004879
GenAtlas,ORM1,BE0004879
GenBank Gene Database,X02544,BE0004879
GenBank Protein Database,757907,BE0004879
UniProtKB,P02763,BE0004879
UniProt Accession,A1AG1_HUMAN,BE0004879
GenBank Gene Database,M23978,BE0000630
GenBank Protein Database,324265,BE0000630
UniProtKB,P21430,BE0000630
UniProt Accession,M2_I60A0,BE0000630
HUGO Gene Nomenclature Committee (HGNC),HGNC:30185,BE0004755
UniProtKB,Q96SW2,BE0004755
UniProt Accession,CRBN_HUMAN,BE0004755
HUGO Gene Nomenclature Committee (HGNC),HGNC:11926,BE0003517
GenAtlas,TNFSF11,BE0003517
GenBank Gene Database,AF013171,BE0003517
UniProtKB,O14788,BE0003517
UniProt Accession,TNF11_HUMAN,BE0003517
HUGO Gene Nomenclature Committee (HGNC),HGNC:1764,BE0003403
GenAtlas,CDH5,BE0003403
GenBank Gene Database,X79981,BE0003403
UniProtKB,P33151,BE0003403
UniProt Accession,CADH5_HUMAN,BE0003403
HUGO Gene Nomenclature Committee (HGNC),HGNC:8955,BE0008982
UniProtKB,P50453,BE0008982
UniProt Accession,SPB9_HUMAN,BE0008982
HUGO Gene Nomenclature Committee (HGNC),HGNC:11755,BE0008981
UniProtKB,P04155,BE0008981
UniProt Accession,TFF1_HUMAN,BE0008981
HUGO Gene Nomenclature Committee (HGNC),HGNC:8816,BE0001193
GenAtlas,PDPK1,BE0001193
GenBank Gene Database,AF017995,BE0001193
GenBank Protein Database,2407613,BE0001193
Guide to Pharmacology,1519,BE0001193
UniProtKB,O15530,BE0001193
UniProt Accession,PDPK1_HUMAN,BE0001193
HUGO Gene Nomenclature Committee (HGNC),HGNC:1750,BE0009698
UniProtKB,H3BUU9,BE0009698
UniProt Accession,H3BUU9_HUMAN,BE0009698
UniProtKB,A0A0E1R3H3,BE0009126
UniProt Accession,A0A0E1R3H3_LISMN,BE0009126
UniProtKB,Q06AK7,BE0004950
UniProt Accession,TOP1_STAAU,BE0004950
HUGO Gene Nomenclature Committee (HGNC),HGNC:4138,BE0004698
UniProtKB,Q14697,BE0004698
UniProt Accession,GANAB_HUMAN,BE0004698
HUGO Gene Nomenclature Committee (HGNC),HGNC:4139,BE0004699
UniProtKB,Q8TET4,BE0004699
UniProt Accession,GANC_HUMAN,BE0004699
HUGO Gene Nomenclature Committee (HGNC),HGNC:10970,BE0001066
GenAtlas,hROAT1,BE0001066
GenBank Gene Database,AF057039,BE0001066
GenBank Protein Database,3831566,BE0001066
Guide to Pharmacology,1025,BE0001066
UniProtKB,Q4U2R8,BE0001066
UniProt Accession,S22A6_HUMAN,BE0001066
HUGO Gene Nomenclature Committee (HGNC),HGNC:10972,BE0003645
GenBank Gene Database,AF097491,BE0003645
GenBank Protein Database,4378059,BE0003645
Guide to Pharmacology,1027,BE0003645
UniProtKB,Q8TCC7,BE0003645
UniProt Accession,S22A8_HUMAN,BE0003645
HUGO Gene Nomenclature Committee (HGNC),HGNC:18120,BE0000879
GenAtlas,SLC22A11,BE0000879
GenBank Gene Database,AB026116,BE0000879
GenBank Protein Database,7707622,BE0000879
Guide to Pharmacology,1030,BE0000879
UniProtKB,Q9NSA0,BE0000879
UniProt Accession,S22AB_HUMAN,BE0000879
HUGO Gene Nomenclature Committee (HGNC),HGNC:10971,BE0003646
GenBank Gene Database,AF097518,BE0003646
GenBank Protein Database,5001689,BE0003646
UniProtKB,Q9Y694,BE0003646
UniProt Accession,S22A7_HUMAN,BE0003646
UniProtKB,B2ZTR6,BE0008388
UniProt Accession,B2ZTR6_ACIBA,BE0008388
HUGO Gene Nomenclature Committee (HGNC),HGNC:11730,BE0002449
GenAtlas,TERT,BE0002449
GenBank Gene Database,AF015950,BE0002449
UniProtKB,O14746,BE0002449
UniProt Accession,TERT_HUMAN,BE0002449
HUGO Gene Nomenclature Committee (HGNC),HGNC:4479,BE0003478
GenAtlas,MCHR1,BE0003478
GenBank Gene Database,U71092,BE0003478
IUPHAR,280,BE0003478
Guide to Pharmacology,280,BE0003478
UniProtKB,Q99705,BE0003478
UniProt Accession,MCHR1_HUMAN,BE0003478
GenBank Gene Database,Y09702,BE0002674
UniProtKB,P94692,BE0002674
UniProt Accession,POR_DESAF,BE0002674
HUGO Gene Nomenclature Committee (HGNC),HGNC:9051,BE0001088
GenAtlas,PLAT,BE0001088
GenBank Gene Database,L00153,BE0001088
GenBank Protein Database,339834,BE0001088
Guide to Pharmacology,2392,BE0001088
UniProtKB,P00750,BE0001088
UniProt Accession,TPA_HUMAN,BE0001088
HUGO Gene Nomenclature Committee (HGNC),HGNC:6667,BE0001283
GenAtlas,LPA,BE0001283
GenBank Gene Database,X06290,BE0001283
GenBank Protein Database,28620,BE0001283
UniProtKB,P08519,BE0001283
UniProt Accession,APOA_HUMAN,BE0001283
HUGO Gene Nomenclature Committee (HGNC),HGNC:8157,BE0000290
GenAtlas,OPRS1,BE0000290
GenBank Gene Database,AL450283,BE0000290
GenBank Protein Database,123231939,BE0000290
UniProtKB,Q5T1J1,BE0000290
UniProt Accession,Q5T1J1_HUMAN,BE0000290
HUGO Gene Nomenclature Committee (HGNC),HGNC:16090,BE0004896
UniProtKB,O00264,BE0004896
UniProt Accession,PGRC1_HUMAN,BE0004896
HUGO Gene Nomenclature Committee (HGNC),HGNC:2578,BE0004904
UniProtKB,P04839,BE0004904
UniProt Accession,CY24B_HUMAN,BE0004904
HUGO Gene Nomenclature Committee (HGNC),HGNC:7211,BE0008954
UniProtKB,P29372,BE0008954
UniProt Accession,3MG_HUMAN,BE0008954
HUGO Gene Nomenclature Committee (HGNC),HGNC:11740,BE0000510
GenAtlas,TF,BE0000510
GenBank Gene Database,M12530,BE0000510
GenBank Protein Database,339453,BE0000510
UniProtKB,P02787,BE0000510
UniProt Accession,TRFE_HUMAN,BE0000510
HUGO Gene Nomenclature Committee (HGNC),HGNC:798,BE0002833
GenAtlas,ATOX1,BE0002833
GenBank Gene Database,U70660,BE0002833
UniProtKB,O00244,BE0002833
UniProt Accession,ATOX1_HUMAN,BE0002833
HUGO Gene Nomenclature Committee (HGNC),HGNC:20766,BE0001340
GenAtlas,TUBA1A,BE0001340
GenBank Gene Database,X01703,BE0001340
GenBank Protein Database,37492,BE0001340
UniProtKB,Q71U36,BE0001340
UniProt Accession,TBA1A_HUMAN,BE0001340
UniProtKB,F1L7U3,BE0004789
UniProt Accession,F1L7U3_ASCSU,BE0004789
HUGO Gene Nomenclature Committee (HGNC),HGNC:20771,BE0001367
GenAtlas,TUBB2C,BE0001367
GenBank Gene Database,X02344,BE0001367
GenBank Protein Database,37494,BE0001367
UniProtKB,P68371,BE0001367
UniProt Accession,TBB4B_HUMAN,BE0001367
GenBank Gene Database,AE014299,BE0001487
GenBank Protein Database,24346572,BE0001487
UniProtKB,P83223,BE0001487
UniProt Accession,FRDA_SHEON,BE0001487
HUGO Gene Nomenclature Committee (HGNC),HGNC:5155,BE0002128
GenAtlas,HPN,BE0002128
GenBank Gene Database,M18930,BE0002128
GenBank Protein Database,306886,BE0002128
UniProtKB,P05981,BE0002128
UniProt Accession,HEPS_HUMAN,BE0002128
HUGO Gene Nomenclature Committee (HGNC),HGNC:5472,BE0000970
GenAtlas,IGFBP3,BE0000970
