identifier,name,parent_key
PF00061,Lipocalin,BE0004879
PF00599,Flu_M2,BE0000630
PF02190,LON_substr_bdg,BE0004755
PF00229,TNF,BE0003517
PF00028,Cadherin,BE0003403
PF01049,Cadherin_C,BE0003403
PF00079,Serpin,BE0008982
PF00088,Trefoil,BE0008981
PF00069,Pkinase,BE0001193
PF00028,Cadherin,BE0009698
PF01049,Cadherin_C,BE0009698
PF03717,PBP_dimer,BE0009126
PF00905,Transpeptidase,BE0009126
PF05223,MecA_N,BE0009126
PF01751,Toprim,BE0004950
PF01131,Topoisom_bac,BE0004950
PF01396,zf-C4_Topoisom,BE0004950
PF01055,Glyco_hydro_31,BE0004698
PF13802,Gal_mutarotas_2,BE0004698
PF01055,Glyco_hydro_31,BE0004699
PF13802,Gal_mutarotas_2,BE0004699
PF00083,Sugar_tr,BE0001066
PF00083,Sugar_tr,BE0003645
PF00083,Sugar_tr,BE0000879
PF07690,MFS_1,BE0003646
PF00144,Beta-lactamase,BE0008388
PF00078,RVT_1,BE0002449
PF12009,Telomerase_RBD,BE0002449
PF00001,7tm_1,BE0003478
PF02775,TPP_enzyme_C,BE0002674
PF01558,POR,BE0002674
PF01855,POR_N,BE0002674
PF10371,EKR,BE0002674
PF00008,EGF,BE0001088
PF00051,Kringle,BE0001088
PF00089,Trypsin,BE0001088
PF00039,fn1,BE0001088
PF00051,Kringle,BE0001283
PF00089,Trypsin,BE0001283
PF04622,ERG2_Sigma1R,BE0000290
PF00173,Cyt-b5,BE0004896
PF08022,FAD_binding_8,BE0004904
PF01794,Ferric_reduct,BE0004904
PF08030,NAD_binding_6,BE0004904
PF02245,Pur_DNA_glyco,BE0008954
PF00405,Transferrin,BE0000510
PF00403,HMA,BE0002833
PF00091,Tubulin,BE0001340
PF03953,Tubulin_C,BE0001340
PF00091,Tubulin,BE0004789
PF03953,Tubulin_C,BE0004789
PF00091,Tubulin,BE0001367
PF03953,Tubulin_C,BE0001367
PF00890,FAD_binding_2,BE0001487
PF00089,Trypsin,BE0002128
PF09272,Hepsin-SRCR,BE0002128
PF00219,IGFBP,BE0000970
PF00086,Thyroglobulin_1,BE0000970
PF07686,V-set,BE0008996
PF13895,Ig_2,BE0008996
PF00067,p450,BE0009043
PF08491,SE,BE0004670
PF03717,PBP_dimer,BE0003621
PF00905,Transpeptidase,BE0003621
PF03717,PBP_dimer,BE0003622
PF00905,Transpeptidase,BE0003622
PF00018,SH3_1,BE0004524
PF00595,PDZ,BE0004524
PF00625,Guanylate_kin,BE0004524
PF10608,MAGUK_N_PEST,BE0004524
PF10600,PDZ_assoc,BE0004524
PF00491,Arginase,BE0002994
PF03989,DNA_gyraseA_C,BE0008382
PF00521,DNA_topoisoIV,BE0008382
PF03989,DNA_gyraseA_C,BE0008383
PF00521,DNA_topoisoIV,BE0008383
PF02518,HATPase_c,BE0008386
PF00204,DNA_gyraseB,BE0008386
PF00986,DNA_gyraseB_C,BE0008386
PF01751,Toprim,BE0008386
PF03989,DNA_gyraseA_C,BE0008387
PF00521,DNA_topoisoIV,BE0008387
PF01554,MatE,BE0008392
PF00521,DNA_topoisoIV,BE0008384
PF03989,DNA_gyraseA_C,BE0008385
PF00521,DNA_topoisoIV,BE0008385
PF00173,Cyt-b5,BE0004897
PF00091,Tubulin,BE0001391
PF03953,Tubulin_C,BE0001391
PF07992,Pyr_redox_2,BE0000474
PF00248,Aldo_ket_red,BE0003610
PF02544,Steroid_dh,BE0000585
PF01612,DNA_pol_A_exo1,BE0000498
PF01367,5_3_exonuc,BE0000498
PF02739,5_3_exonuc_N,BE0000498
PF00476,DNA_pol_A,BE0000498
PF01979,Amidohydro_1,BE0000334
PF00449,Urease_alpha,BE0000334
PF00045,Hemopexin,BE0001198
PF00413,Peptidase_M10,BE0001198
PF01471,PG_binding_1,BE0001198
PF00962,A_deaminase,BE0002214
PF00520,Ion_trans,BE0009609
PF08763,Ca_chan_IQ,BE0009609
PF16905,GPHH,BE0009609
PF02931,Neur_chan_LBD,BE0004661
PF02932,Neur_chan_memb,BE0004661
PF00064,Neur,BE0000057
PF00064,Neur,BE0003527
PF00001,7tm_1,BE0000521
PF00001,7tm_1,BE0000043
PF00416,Ribosomal_S13,BE0003709
PF00253,Ribosomal_S14,BE0003708
PF00203,Ribosomal_S19,BE0003710
PF07885,Ion_trans_2,BE0003582
PF07885,Ion_trans_2,BE0003583
PF00194,Carb_anhydrase,BE0002437
PF00194,Carb_anhydrase,BE0001653
PF00194,Carb_anhydrase,BE0009965
PF00091,Tubulin,BE0003711
PF00091,Tubulin,BE0003713
PF03953,Tubulin_C,BE0003713
PF00091,Tubulin,BE0003712
PF03953,Tubulin_C,BE0003712
PF07943,PBP5_C,BE0004840
PF00768,Peptidase_S11,BE0004840
PF02929,Bgal_small_N,BE0000116
PF00703,Glyco_hydro_2,BE0000116
PF02836,Glyco_hydro_2_C,BE0000116
PF02837,Glyco_hydro_2_N,BE0000116
PF16353,DUF4981,BE0000116
PF00083,Sugar_tr,BE0000757
PF00083,Sugar_tr,BE0000106
PF00755,Carn_acyltransf,BE0000496
PF00153,Mito_carr,BE0000097
PF00153,Mito_carr,BE0000579
PF00755,Carn_acyltransf,BE0000373
PF00755,Carn_acyltransf,BE0000179
PF00755,Carn_acyltransf,BE0000406
PF16484,CPT_N,BE0000406
PF00168,C2,BE0000657
PF01735,PLA2_B,BE0000657
PF00191,Annexin,BE0003201
PF00191,Annexin,BE0008969
PF00191,Annexin,BE0004149
PF01179,Cu_amine_oxid,BE0000351
PF02727,Cu_amine_oxidN2,BE0000351
PF02728,Cu_amine_oxidN3,BE0000351
PF00858,ASC,BE0000678
PF00858,ASC,BE0000353
PF00999,Na_H_Exchanger,BE0000752
PF16644,NEXCaM_BD,BE0000752
PF00051,Kringle,BE0000895
PF00089,Trypsin,BE0000895
PF01425,Amidase,BE0002194
PF00001,7tm_1,BE0000084
PF00069,Pkinase,BE0001062
PF00248,Aldo_ket_red,BE0004353
PF02038,ATP1G1_PLM_MAT8,BE0000229
PF01759,NTR,BE0009094
PF01392,Fz,BE0009094
PF01582,TIR,BE0001171
PF13855,LRR_8,BE0001171
PF02798,GST_N,BE0002659
PF14497,GST_C_3,BE0002659
PF00505,HMG_box,BE0003428
PF09011,HMG_box_2,BE0003428
PF01401,Peptidase_M2,BE0000982
PF16959,Collectrin,BE0000982
PF00141,peroxidase,BE0000466
PF01000,RNA_pol_A_bac,BE0000461
PF03118,RNA_pol_A_CTD,BE0000461
PF01193,RNA_pol_L,BE0000461
PF04563,RNA_pol_Rpb2_1,BE0000257
PF04561,RNA_pol_Rpb2_2,BE0000257
PF04565,RNA_pol_Rpb2_3,BE0000257
PF00562,RNA_pol_Rpb2_6,BE0000257
PF04560,RNA_pol_Rpb2_7,BE0000257
PF10385,RNA_pol_Rpb2_45,BE0000257
PF04997,RNA_pol_Rpb1_1,BE0003707
PF00623,RNA_pol_Rpb1_2,BE0003707
PF04983,RNA_pol_Rpb1_3,BE0003707
PF05000,RNA_pol_Rpb1_4,BE0003707
PF04998,RNA_pol_Rpb1_5,BE0003707
PF02518,HATPase_c,BE0001120
PF00183,HSP90,BE0001120
PF02518,HATPase_c,BE0001165
PF00183,HSP90,BE0001165
PF01431,Peptidase_M13,BE0000266
PF05649,Peptidase_M13_N,BE0000266
PF00168,C2,BE0004743
PF00620,RhoGAP,BE0004743
PF09036,Bcr-Abl_Oligo,BE0004743
PF00621,RhoGEF,BE0004743
PF07714,Pkinase_Tyr,BE0000853
PF00047,ig,BE0000853
PF07714,Pkinase_Tyr,BE0001124
PF00754,F5_F8_type_C,BE0001124
PF00233,PDEase_I,BE0003565
PF08499,PDEase_I_N,BE0003565
PF00233,PDEase_I,BE0003323
PF08499,PDEase_I_N,BE0003323
PF00001,7tm_1,BE0000836
PF01729,QRPTase_C,BE0000526
PF02749,QRPTase_N,BE0000526
PF01234,NNMT_PNMT_TEMT,BE0000783
PF00595,PDZ,BE0000980
PF00102,Y_phosphatase,BE0000980
PF00373,FERM_M,BE0000980
PF08736,FA,BE0000980
PF09380,FERM_C,BE0000980
PF09379,FERM_N,BE0000980
PF07679,I-set,BE0003567
PF00041,fn3,BE0003567
PF00102,Y_phosphatase,BE0003567
PF00102,Y_phosphatase,BE0003568
PF00006,ATP-synt_ab,BE0003569
PF00306,ATP-synt_ab_C,BE0003569
PF02874,ATP-synt_ab_N,BE0003569
PF16886,ATP-synt_ab_Xtn,BE0003569
PF05109,Herpes_BLLF1,BE0000594
PF05109,Herpes_BLLF1,BE0000712
PF00809,Pterin_bind,BE0004657
PF01288,HPPK,BE0004658
PF00809,Pterin_bind,BE0004658
PF02152,FolB,BE0004658
PF08244,Glyco_hydro_32C,BE0002352
PF00251,Glyco_hydro_32N,BE0002352
PF02843,GARS_C,BE0000882
PF00586,AIRS,BE0000882
PF02769,AIRS_C,BE0000882
PF00551,Formyl_trans_N,BE0000882
PF01071,GARS_A,BE0000882
PF02844,GARS_N,BE0000882
PF00001,7tm_1,BE0000472
PF00067,p450,BE0000731
PF00111,Fer2,BE0000242
PF00233,PDEase_I,BE0002353
PF00003,7tm_3,BE0001192
PF01094,ANF_receptor,BE0001192
PF07562,NCD3G,BE0001192
PF10606,GluR_Homer-bdg,BE0001192
PF00520,Ion_trans,BE0000356
PF08763,Ca_chan_IQ,BE0000356
PF16905,GPHH,BE0000356
PF02931,Neur_chan_LBD,BE0010000
PF05241,EBP,BE0004877
PF00069,Pkinase,BE0004895
PF00130,C1_1,BE0004895
PF00168,C2,BE0004895
PF00069,Pkinase,BE0003790
PF00167,FGF,BE0000689
PF00167,FGF,BE0000326
PF01242,PTPS,BE0004520
PF07686,V-set,BE0003837
PF00001,7tm_1,BE0005562
PF00787,PX,BE0003580
PF02775,TPP_enzyme_C,BE0002361
PF01558,POR,BE0002361
PF01855,POR_N,BE0002361
PF12838,Fer4_7,BE0002361
PF10371,EKR,BE0002361
PF00881,Nitroreductase,BE0000621
PF00338,Ribosomal_S10,BE0000158
PF07645,EGF_CA,BE0000499
PF00057,Ldl_recept_a,BE0000499
PF00058,Ldl_recept_b,BE0000499
PF00336,DNA_pol_viral_C,BE0000555
PF00242,DNA_pol_viral_N,BE0000555
PF00078,RVT_1,BE0000555
PF00905,Transpeptidase,BE0008389
PF00001,7tm_1,BE0004862
PF00001,7tm_1,BE0000099
PF00001,7tm_1,BE0000995
PF00001,7tm_1,BE0000296
PF00153,Mito_carr,BE0000709
PF00153,Mito_carr,BE0000624
PF00520,Ion_trans,BE0004906
PF03493,BK_channel_a,BE0004906
PF00710,Asparaginase,BE0009743
PF12796,Ank_2,BE0009743
PF17763,Asparaginase_C,BE0009743
PF01426,BAH,BE0000892
PF06464,DMAP_binding,BE0000892
PF00145,DNA_methylase,BE0000892
PF02008,zf-CXXC,BE0000892
PF12047,DNMT1-RFD,BE0000892
PF00145,DNA_methylase,BE0009880
PF00855,PWWP,BE0009880
PF17980,ADD_DNMT3,BE0009880
PF00560,LRR_1,BE0000155
PF01582,TIR,BE0000155
PF13306,LRR_5,BE0000155
PF13855,LRR_8,BE0000155
PF01582,TIR,BE0003518
PF13855,LRR_8,BE0003518
PF00890,FAD_binding_2,BE0000548
PF02910,Succ_DH_flav_C,BE0000548
PF08491,SE,BE0000577
PF00145,DNA_methylase,BE0002517
PF00014,Kunitz_BPTI,BE0003392
PF02177,APP_N,BE0003392
PF03494,Beta-APP,BE0003392
PF10515,APP_amyloid,BE0003392
PF12924,APP_Cu_bd,BE0003392
PF12925,APP_E2,BE0003392
PF02823,ATP-synt_DE_N,BE0000484
PF00003,7tm_3,BE0000697
PF06907,Latexin,BE0000653
PF00061,Lipocalin,BE0005828
PF00061,Lipocalin,BE0005829
PF00061,Lipocalin,BE0000314
PF02518,HATPase_c,BE0004284
PF10436,BCDHK_Adom3,BE0004284
PF00067,p450,BE0003480
PF00067,p450,BE0009044
PF01565,FAD_binding_4,BE0000114
PF09330,Lact-deh-memb,BE0000114
PF05328,CybS,BE0002252
PF00177,Ribosomal_S7,BE0004653
PF07650,KH_2,BE0004651
PF00410,Ribosomal_S8,BE0004652
PF00377,Prion,BE0001105
PF11587,Prion_bPrPp,BE0001105
PF07690,MFS_1,BE0008391
PF00324,AA_permease,BE0000047
PF03522,SLC12,BE0000047
PF00324,AA_permease,BE0000140
PF03522,SLC12,BE0000140
PF00324,AA_permease,BE0000276
PF03522,SLC12,BE0000276
PF00324,AA_permease,BE0000601
PF03522,SLC12,BE0000601
PF01028,Topoisom_I,BE0000971
PF02919,Topoisom_I_N,BE0000971
PF14370,Topo_C_assoc,BE0000971
PF01028,Topoisom_I,BE0000091
PF02919,Topoisom_I_N,BE0000091
PF14370,Topo_C_assoc,BE0000091
PF00001,7tm_1,BE0000968
PF00036,EF-hand_1,BE0001090
PF01023,S_100,BE0001090
PF01023,S_100,BE0001206
PF00036,EF-hand_1,BE0001177
PF01023,S_100,BE0001177
PF01023,S_100,BE0000885
PF01023,S_100,BE0003602
PF00001,7tm_1,BE0000368
PF00466,Ribosomal_L10,BE0000743
PF01179,Cu_amine_oxid,BE0001002
PF02727,Cu_amine_oxidN2,BE0001002
PF02728,Cu_amine_oxidN3,BE0001002
PF00001,7tm_1,BE0003446
PF00119,ATP-synt_A,BE0009014
PF04111,APG6,BE0009015
PF15285,BH3,BE0009015
PF00045,Hemopexin,BE0000920
PF00413,Peptidase_M10,BE0000920
PF01471,PG_binding_1,BE0000920
PF00040,fn2,BE0000642
PF00045,Hemopexin,BE0000642
PF00413,Peptidase_M10,BE0000642
PF01471,PG_binding_1,BE0000642
PF00045,Hemopexin,BE0001116
PF00413,Peptidase_M10,BE0001116
PF01471,PG_binding_1,BE0001116
PF00413,Peptidase_M10,BE0003690
PF01471,PG_binding_1,BE0003690
PF00045,Hemopexin,BE0001182
PF00413,Peptidase_M10,BE0001182
PF01471,PG_binding_1,BE0001182
PF00045,Hemopexin,BE0003689
PF00413,Peptidase_M10,BE0003689
PF01471,PG_binding_1,BE0003689
PF00045,Hemopexin,BE0003691
PF00413,Peptidase_M10,BE0003691
PF00045,Hemopexin,BE0000966
PF00413,Peptidase_M10,BE0000966
PF01471,PG_binding_1,BE0000966
PF00045,Hemopexin,BE0003692
PF00413,Peptidase_M10,BE0003692
PF01471,PG_binding_1,BE0003692
PF11857,DUF3377,BE0003692
PF00045,Hemopexin,BE0003693
PF00413,Peptidase_M10,BE0003693
PF01471,PG_binding_1,BE0003693
PF11857,DUF3377,BE0003693
PF00045,Hemopexin,BE0001637
PF00413,Peptidase_M10,BE0001637
PF01471,PG_binding_1,BE0001637
PF11857,DUF3377,BE0001637
PF00045,Hemopexin,BE0003694
PF00413,Peptidase_M10,BE0003694
PF01471,PG_binding_1,BE0003694
PF00045,Hemopexin,BE0003695
PF00413,Peptidase_M10,BE0003695
PF01471,PG_binding_1,BE0003695
PF00045,Hemopexin,BE0003696
PF00413,Peptidase_M10,BE0003696
PF01471,PG_binding_1,BE0003696
PF00045,Hemopexin,BE0003697
PF00413,Peptidase_M10,BE0003697
PF01471,PG_binding_1,BE0003697
PF00413,Peptidase_M10,BE0003698
PF01549,ShK,BE0003698
PF00045,Hemopexin,BE0003699
PF00413,Peptidase_M10,BE0003699
PF01471,PG_binding_1,BE0003699
PF11857,DUF3377,BE0003699
PF00045,Hemopexin,BE0009742
PF00413,Peptidase_M10,BE0009742
PF01471,PG_binding_1,BE0009742
PF00413,Peptidase_M10,BE0003701
PF00045,Hemopexin,BE0003702
PF00413,Peptidase_M10,BE0003702
PF01471,PG_binding_1,BE0003702
PF00045,Hemopexin,BE0003703
PF00413,Peptidase_M10,BE0003703
PF01471,PG_binding_1,BE0003703
PF00693,Herpes_TK,BE0001403
PF00136,DNA_pol_B,BE0000633
PF03104,DNA_pol_B_exo1,BE0000633
PF00746,Gram_pos_anchor,BE0004038
PF01468,GA,BE0004038
PF03446,NAD_binding_2,BE0003559
PF00393,6PGD,BE0003559
PF02803,Thiolase_C,BE0000069
PF00108,Thiolase_N,BE0000069
PF00067,p450,BE0001893
PF00068,Phospholip_A2_1,BE0003997
PF02540,NAD_synthase,BE0001601
PF00149,Metallophos,BE0001096
PF02872,5_nucleotid_C,BE0001096
PF00946,Mononeg_RNA_pol,BE0000681
PF01728,FtsJ,BE0000681
PF12803,G-7-MTase,BE0000681
PF14318,Mononeg_mRNAcap,BE0000681
PF00602,Flu_PB1,BE0000282
PF01003,Flavi_capsid,BE0001261
PF07652,Flavi_DEAD,BE0001261
PF02832,Flavi_glycop_C,BE0001261
PF00869,Flavi_glycoprot,BE0001261
PF01004,Flavi_M,BE0001261
PF00948,Flavi_NS1,BE0001261
PF01005,Flavi_NS2A,BE0001261
PF01002,Flavi_NS2B,BE0001261
PF01350,Flavi_NS4A,BE0001261
PF01349,Flavi_NS4B,BE0001261
PF00972,Flavi_NS5,BE0001261
PF01570,Flavi_propep,BE0001261
PF01728,FtsJ,BE0001261
PF00949,Peptidase_S7,BE0001261
PF00067,p450,BE0000117
PF02518,HATPase_c,BE0000799
PF00204,DNA_gyraseB,BE0000799
PF00986,DNA_gyraseB_C,BE0000799
PF01751,Toprim,BE0000799
PF03989,DNA_gyraseA_C,BE0000798
PF00521,DNA_topoisoIV,BE0000798
PF00194,Carb_anhydrase,BE0003634
PF00230,MIP,BE0000880
PF01590,GAF,BE0003558
PF00233,PDEase_I,BE0003558
PF00520,Ion_trans,BE0001186
PF00520,Ion_trans,BE0001122
PF12796,Ank_2,BE0001122
PF00520,Ion_trans,BE0003416
PF12796,Ank_2,BE0003416
PF00275,EPSP_synthase,BE0000468
PF13499,EF-hand_7,BE0001024
PF13833,EF-hand_8,BE0001024
PF01023,S_100,BE0004350
PF00089,Trypsin,BE0008983
PF00976,ACTH_domain,BE0000947
PF08384,NPP,BE0000947
PF08035,Op_neuropeptide,BE0000947
PF00005,ABC_tran,BE0008670
PF00664,ABC_membrane,BE0008670
PF00431,CUB,BE0004952
PF00193,Xlink,BE0004952
PF00340,IL1,BE0001051
PF02394,IL1_propep,BE0001051
PF00554,RHD_DNA_bind,BE0004903
PF00531,Death,BE0004903
PF12796,Ank_2,BE0004903
PF16179,RHD_dimer,BE0004903
PF00520,Ion_trans,BE0004716
PF02214,BTB_2,BE0004716
PF03002,Somatostatin,BE0001070
PF00001,7tm_1,BE0002419
PF00245,Alk_phosphatase,BE0000896
PF02931,Neur_chan_LBD,BE0004925
PF02932,Neur_chan_memb,BE0004925
PF02931,Neur_chan_LBD,BE0004926
PF02932,Neur_chan_memb,BE0004926
PF02931,Neur_chan_LBD,BE0004927
PF02932,Neur_chan_memb,BE0004927
PF02931,Neur_chan_LBD,BE0004928
PF02932,Neur_chan_memb,BE0004928
PF04042,DNA_pol_E_B,BE0000716
PF08418,Pol_alpha_B_N,BE0000716
PF00554,RHD_DNA_bind,BE0004878
PF16179,RHD_dimer,BE0004878
PF00023,Ank,BE0001086
PF00554,RHD_DNA_bind,BE0001086
PF00531,Death,BE0001086
PF12796,Ank_2,BE0001086
PF16179,RHD_dimer,BE0001086
PF00170,bZIP_1,BE0004924
PF02173,pKID,BE0004924
PF00715,IL2,BE0001029
PF00490,ALAD,BE0000050
PF00809,Pterin_bind,BE0000120
PF00042,Globin,BE0000629
PF00042,Globin,BE0000130
PF00210,Ferritin,BE0000399
PF00210,Ferritin,BE0000085
PF02189,ITAM,BE0000049
PF11628,TCR_zetazeta,BE0000049
PF01007,IRK,BE0001030
PF00047,ig,BE0001114
PF07679,I-set,BE0001114
PF05790,C2-set,BE0001114
PF13895,Ig_2,BE0001114
PF01007,IRK,BE0002218
PF02931,Neur_chan_LBD,BE0003593
PF02932,Neur_chan_memb,BE0003593
PF02931,Neur_chan_LBD,BE0003594
PF02932,Neur_chan_memb,BE0003594
PF02931,Neur_chan_LBD,BE0003595
PF02932,Neur_chan_memb,BE0003595
PF02931,Neur_chan_LBD,BE0003596
PF02932,Neur_chan_memb,BE0003596
PF02931,Neur_chan_LBD,BE0003597
PF02932,Neur_chan_memb,BE0003597
PF02931,Neur_chan_LBD,BE0003599
PF02932,Neur_chan_memb,BE0003599
PF01733,Nucleoside_tran,BE0004706
PF02931,Neur_chan_LBD,BE0009586
PF02932,Neur_chan_memb,BE0009586
PF02931,Neur_chan_LBD,BE0009583
PF02932,Neur_chan_memb,BE0009583
PF02931,Neur_chan_LBD,BE0009585
PF02932,Neur_chan_memb,BE0009585
PF02931,Neur_chan_LBD,BE0009584
PF02932,Neur_chan_memb,BE0009584
PF00822,PMP22_Claudin,BE0005108
PF01007,IRK,BE0005190
PF07679,I-set,BE0008999
PF00041,fn3,BE0008999
PF13882,Bravo_FIGEY,BE0008999
PF00505,HMG_box,BE0009011
PF08347,CTNNB1_binding,BE0009011
PF00001,7tm_1,BE0002375
PF00209,SNF,BE0000249
PF00520,Ion_trans,BE0000192
PF06512,Na_trans_assoc,BE0000192
PF07686,V-set,BE0003636
PF07686,V-set,BE0003637
PF07686,V-set,BE0003638
PF00194,Carb_anhydrase,BE0003626
PF00194,Carb_anhydrase,BE0003627
PF00194,Carb_anhydrase,BE0003628
PF00194,Carb_anhydrase,BE0003630
PF00194,Carb_anhydrase,BE0003631
PF00194,Carb_anhydrase,BE0003632
PF00194,Carb_anhydrase,BE0003633
PF01007,IRK,BE0002441
PF00881,Nitroreductase,BE0004435
PF00001,7tm_1,BE0003522
PF00001,7tm_1,BE0002378
PF03717,PBP_dimer,BE0003688
PF00905,Transpeptidase,BE0003688
PF01582,TIR,BE0002442
PF13855,LRR_8,BE0002442
PF00111,Fer2,BE0003539
PF01315,Ald_Xan_dh_C,BE0003539
PF02738,Ald_Xan_dh_C2,BE0003539
PF01799,Fer2_2,BE0003539
PF03450,CO_deh_flav_C,BE0003539
PF00941,FAD_binding_5,BE0003539
PF00870,P53,BE0003380
PF08563,P53_TAD,BE0003380
PF07710,P53_tetramer,BE0003380
PF00069,Pkinase,BE0004876
PF00433,Pkinase_C,BE0004876
PF12796,Ank_2,BE0003469
PF13606,Ank_3,BE0003469
PF00619,CARD,BE0000444
PF00656,Peptidase_C14,BE0000444
PF00069,Pkinase,BE0009668
PF02984,Cyclin_C,BE0001027
PF00134,Cyclin_N,BE0001027
PF00010,HLH,BE0004689
PF02344,Myc-LZ,BE0004689
PF01056,Myc_N,BE0004689
PF00067,p450,BE0002887
PF00067,p450,BE0002433
PF00067,p450,BE0003536
PF00186,DHFR_1,BE0001944
PF00521,DNA_topoisoIV,BE0004951
PF02518,HATPase_c,BE0004951
PF00204,DNA_gyraseB,BE0004951
PF08070,DTHCT,BE0004951
PF01751,Toprim,BE0004951
PF16898,TOPRIM_C,BE0004951
PF02460,Patched,BE0000802
PF12349,Sterol-sensing,BE0000802
PF16414,NPC1_N,BE0000802
PF03062,MBOAT,BE0000105
PF01433,Peptidase_M1,BE0001078
PF11838,ERAP1_C,BE0001078
PF01590,GAF,BE0000631
PF00233,PDEase_I,BE0000631
PF04847,Calcipressin,BE0009008
PF00001,7tm_1,BE0000515
PF00001,7tm_1,BE0000327
PF14792,DNA_pol_B_palm,BE0000113
PF14791,DNA_pol_B_thumb,BE0000113
PF10391,DNA_pol_lambd_f,BE0000113
PF14716,HHH_8,BE0000113
PF00080,Sod_Cu,BE0002390
PF00071,Ras,BE0001109
PF08534,Redoxin,BE0000907
PF00520,Ion_trans,BE0002400
PF03520,KCNQ_channel,BE0002400
PF05022,SRP40_C,BE0005819
PF01023,S_100,BE0001191
PF00067,p450,BE0000875
PF00001,7tm_1,BE0003552
PF00067,p450,BE0001246
PF01007,IRK,BE0004923
PF00520,Ion_trans,BE0009748
PF18139,LSDAT_euk,BE0009748
PF00034,Cytochrom_C,BE0001009
PF00069,Pkinase,BE0009853
PF13499,EF-hand_7,BE0003566
PF13833,EF-hand_8,BE0003566
PF02059,IL3,BE0000125
PF00067,p450,BE0000690
PF00067,p450,BE0004873
PF00876,Innexin,BE0003719
PF05296,TAS2R,BE0009016
PF00156,Pribosyltran,BE0000077
PF00571,CBS,BE0004941
PF00478,IMPDH,BE0004941
PF00109,ketoacyl-synt,BE0000801
PF02801,Ketoacyl-synt_C,BE0000801
PF00109,ketoacyl-synt,BE0000800
PF02801,Ketoacyl-synt_C,BE0000800
PF08545,ACP_syn_III,BE0000558
PF08541,ACP_syn_III_C,BE0000558
PF00107,ADH_zinc_N,BE0000959
PF08242,Methyltransf_12,BE0000959
PF00550,PP-binding,BE0000959
PF00109,ketoacyl-synt,BE0000959
PF02801,Ketoacyl-synt_C,BE0000959
PF00698,Acyl_transf_1,BE0000959
PF00975,Thioesterase,BE0000959
PF16197,KAsynt_C_assoc,BE0000959
PF08659,KR,BE0000959
PF14765,PS-DH,BE0000959
PF02931,Neur_chan_LBD,BE0009666
PF02932,Neur_chan_memb,BE0009666
PF03989,DNA_gyraseA_C,BE0003724
PF00521,DNA_topoisoIV,BE0003724
PF02518,HATPase_c,BE0003725
PF00204,DNA_gyraseB,BE0003725
PF00986,DNA_gyraseB_C,BE0003725
PF01751,Toprim,BE0003725
PF03989,DNA_gyraseA_C,BE0003726
PF00521,DNA_topoisoIV,BE0003726
PF02518,HATPase_c,BE0003727
PF00204,DNA_gyraseB,BE0003727
PF00986,DNA_gyraseB_C,BE0003727
PF01751,Toprim,BE0003727
PF00654,Voltage_CLC,BE0000765
PF01392,Fz,BE0004659
PF01534,Frizzled,BE0004659
PF07654,C1-set,BE0009142
PF00129,MHC_I,BE0009142
PF06623,MHC_I_C,BE0009142
PF00001,7tm_1,BE0009376
PF00452,Bcl-2,BE0000246
PF02180,BH4,BE0000246
PF00061,Lipocalin,BE0003591
PF01462,LRRNT,BE0001025
PF13855,LRR_8,BE0001025
PF01023,S_100,BE0003756
PF02518,HATPase_c,BE0002388
PF00204,DNA_gyraseB,BE0002388
PF00986,DNA_gyraseB_C,BE0002388
PF01751,Toprim,BE0002388
PF03717,PBP_dimer,BE0004654
PF00905,Transpeptidase,BE0004654
PF00048,IL8,BE0001047
PF00905,Transpeptidase,BE0009851
PF00912,Transgly,BE0009851
PF00069,Pkinase,BE0000923
PF00017,SH2,BE0000955
PF00620,RhoGAP,BE0000955
PF16454,PI3K_P85_iSH2,BE0000955
PF00017,SH2,BE0002383
PF00620,RhoGAP,BE0002383
PF16454,PI3K_P85_iSH2,BE0002383
PF00017,SH2,BE0002384
PF16454,PI3K_P85_iSH2,BE0002384
PF00233,PDEase_I,BE0003429
PF01363,FYVE,BE0003429
PF00104,Hormone_recep,BE0003554
PF00105,zf-C4,BE0003554
PF03098,An_peroxidase,BE0003555
PF00891,Methyltransf_2,BE0003553
PF16864,Dimerisation2,BE0003553
PF00001,7tm_1,BE0009827
PF01712,dNK,BE0002804
PF00930,DPPIV_N,BE0000854
PF00326,Peptidase_S9,BE0000854
PF01477,PLAT,BE0000683
PF00151,Lipase,BE0000683
PF00561,Abhydrolase_1,BE0003620
PF00038,Filament,BE0002459
PF16208,Keratin_2_head,BE0002459
PF00689,Cation_ATPase_C,BE0005034
PF00690,Cation_ATPase_N,BE0005034
PF00122,E1-E2_ATPase,BE0005034
PF00689,Cation_ATPase_C,BE0005047
PF00690,Cation_ATPase_N,BE0005047
PF00122,E1-E2_ATPase,BE0005047
PF03062,MBOAT,BE0004608
PF01347,Vitellogenin_N,BE0000232
PF01180,DHO_dh,BE0000382
PF07714,Pkinase_Tyr,BE0000871
PF03623,Focal_AT,BE0000871
PF00373,FERM_M,BE0000871
PF00303,Thymidylat_synt,BE0000021
PF00023,Ank,BE0001077
PF12796,Ank_2,BE0001077
PF01734,Patatin,BE0001077
PF00168,C2,BE0001081
PF00388,PI-PLC-X,BE0001081
PF00387,PI-PLC-Y,BE0001081
PF09279,EF-hand_like,BE0001081
PF16457,PH_12,BE0001081
